Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.091581,2.846364,[26 22] ; [75 35],[30.6835443 17.3164557] ; [70.3164557 39.6835443],0
p2,1,0.102969,2.65894,[26 24] ; [74 39],[30.67484663 19.32515337] ; [69.32515337 43.67484663],0
r4,1,0.110862,2.541891,[32 18] ; [86 27],[36.19631902 13.80368098] ; [81.80368098 31.19631902],0
r3,1,0.15789,1.994322,[38 11] ; [96 15],[41.0375  7.9625] ; [92.9625 18.0375],0
n1,1,0.22457,1.474925,[10 12] ; [13 30],[ 7.78461538 14.21538462] ; [15.21538462 27.78461538],0
n4,1,0.269227,1.220682,[24 24] ; [66 45],[27.16981132 20.83018868] ; [62.83018868 48.16981132],0
b4,1,0.269883,1.217339,[25 25] ; [67 46],[28.2208589 21.7791411] ; [63.7791411 49.2208589],0
p9,1,0.305116,1.051699,[15 34] ; [43 67],[17.87421384 31.12578616] ; [40.12578616 69.87421384],0
p3,1,0.316045,1.005245,[16 33] ; [28 84],[13.39130435 35.60869565] ; [30.60869565 81.39130435],0
a2,1,0.350346,0.872204,[12 38] ; [20 93],[ 9.81595092 40.18404908] ; [22.18404908 90.81595092],0
u3,1,0.369485,0.805396,[ 5 16] ; [15 28],[ 6.5625 14.4375] ; [13.4375 29.5625],0
s8,1,0.369582,0.805071,[ 8 42] ; [25 88],[10.12269939 39.87730061] ; [22.87730061 90.12269939],0
s1,1,0.397276,0.716557,[ 5 44] ; [  7 103],[ 3.69811321 45.30188679] ; [  8.30188679 101.69811321],0
v4,1,0.410857,0.67632,[38 11] ; [93 19],[39.86956522  9.13043478] ; [91.13043478 20.86956522],0
n3,1,0.425944,0.633857,[11 10] ; [27 16],[12.46875  8.53125] ; [25.53125 17.46875],0
n2,1,0.450636,0.569052,[13 10] ; [29 15],[14.41791045  8.58208955] ; [27.58208955 16.41791045],0
p5,1,0.474948,0.510442,[ 3 47] ; [  4 109],[ 2.14723926 47.85276074] ; [  4.85276074 108.14723926],0
r1,1,0.47831,0.502715,[31 17] ; [78 33],[32.90566038 15.09433962] ; [76.09433962 34.90566038],0
s5,1,0.494987,0.465667,[ 7 41] ; [21 89],[ 8.50632911 39.49367089] ; [19.49367089 90.50632911],0
a5,1,0.501271,0.452245,[32 18] ; [66 47],[30.06134969 19.93865031] ; [67.93865031 45.06134969],0
a1,1,0.509231,0.435647,[ 4 46] ; [  6 107],[ 3.06748466 46.93251534] ; [  6.93251534 106.06748466],0
r2,1,0.513741,0.42644,[41  7] ; [98 12],[42.2278481  5.7721519] ; [96.7721519 13.2278481],0
p8,1,0.519218,0.415446,[18 31] ; [35 76],[16.23125 32.76875] ; [36.76875 74.23125],0
p1,1,0.536359,0.382329,[ 5 45] ; [  8 104],[ 4.01234568 45.98765432] ; [  8.98765432 103.01234568],0
b2,1,0.54341,0.369256,[11 17] ; [25 51],[ 9.69230769 18.30769231] ; [26.30769231 49.69230769],0
b3,1,0.54341,0.369256,[11 17] ; [25 51],[ 9.69230769 18.30769231] ; [26.30769231 49.69230769],0
a8,1,0.554374,0.34954,[ 4 41] ; [12 86],[ 5.03496503 39.96503497] ; [10.96503497 87.03496503],0
d2,1,0.565028,0.331073,[23 27] ; [57 55],[24.69135802 25.30864198] ; [55.30864198 56.69135802],0
n5,1,0.565267,0.330666,[24 24] ; [61 50],[25.66037736 22.33962264] ; [59.33962264 51.66037736],0
d4,1,0.575574,0.313445,[34 16] ; [81 31],[35.49382716 14.50617284] ; [79.50617284 32.49382716],0
d5,1,0.60442,0.26838,[32 18] ; [77 36],[33.43558282 16.56441718] ; [75.56441718 37.43558282],0
d3,1,0.620756,0.244806,[33 17] ; [70 43],[31.59509202 18.40490798] ; [71.40490798 41.59509202],0
p7,1,0.649709,0.206267,[18 31] ; [45 66],[19.29375 29.70625] ; [43.70625 67.29375],0
u2,1,0.679002,0.171251,[ 7 13] ; [17 25],[ 7.74193548 12.25806452] ; [16.25806452 25.74193548],0
s7,1,0.682246,0.167608,[14 35] ; [35 75],[15.10062893 33.89937107] ; [33.89937107 76.10062893],0
s6,1,0.688631,0.160572,[20 30] ; [49 64],[21.16564417 28.83435583] ; [47.83435583 65.16564417],0
s3,1,0.710565,0.137713,[24 24] ; [51 58],[22.92993631 25.07006369] ; [52.07006369 56.92993631],0
p6,1,0.756129,0.096452,[ 9 39] ; [23 87],[ 9.72151899 38.27848101] ; [22.27848101 87.72151899],0
s2,1,0.75661,0.09606,[17 33] ; [35 76],[16.14906832 33.85093168] ; [35.85093168 75.14906832],0
v1,1,0.771293,0.084497,[19 30] ; [40 70],[18.18238994 30.81761006] ; [40.81761006 69.18238994],0
p4,1,0.793454,0.068554,[19 30] ; [41 71],[18.26086957 30.73913043] ; [41.73913043 70.26086957],0
a3,1,0.818114,0.052887,[29 18] ; [70 40],[29.63694268 17.36305732] ; [69.36305732 40.63694268],0
v2,1,0.818116,0.052886,[20 28] ; [48 62],[20.65822785 27.34177215] ; [47.34177215 62.65822785],0
a6,1,0.862945,0.0298,[33 17] ; [73 40],[32.51533742 17.48466258] ; [73.48466258 39.51533742],0
a4,1,0.867066,0.028018,[19 30] ; [45 67],[19.47826087 29.52173913] ; [44.52173913 67.47826087],0
d1,1,0.915162,0.011349,[23 27] ; [53 60],[23.31288344 26.68711656] ; [52.68711656 60.31288344],0
a7,1,0.932842,0.007101,[33 16] ; [74 37],[32.76875 16.23125] ; [74.23125 36.76875],0
v3,1,0.95123,0.003741,[13 33] ; [30 78],[12.84415584 33.15584416] ; [30.15584416 77.84415584],0
b5,1,0.95459,0.003243,[29 21] ; [65 48],[28.83435583 21.16564417] ; [65.16564417 47.83435583],0
s4,1,0.978508,0.000726,[ 7 43] ; [16 97],[ 7.05521472 42.94478528] ; [15.94478528 97.05521472],0
u1,1,0.990917,0.00013,[ 8 42] ; [18 95],[ 7.97546012 42.02453988] ; [18.02453988 94.97546012],0
