Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,59.193209,[200  63] ; [36 71],[167.75135135  95.24864865] ; [68.24864865 38.75135135],1
a3,1,0.0,31.367,[225  38] ; [63 44],[204.71351351  58.28648649] ; [83.28648649 23.71351351],1
n4,1,1.2e-05,19.165526,[226  36] ; [71 36],[210.87804878  51.12195122] ; [86.12195122 20.87804878],1
s6,1,0.000122,14.756029,[239  18] ; [83 22],[228.60220994  28.39779006] ; [93.39779006 11.60220994],1
s3,1,0.00069,11.5168,[239  23] ; [83 23],[229.25  32.75] ; [92.75 13.25],1
n5,1,0.00184,9.702456,[215  45] ; [72 34],[203.87978142  56.12021858] ; [83.12021858 22.87978142],0
d2,1,0.003072,8.764145,[164 100] ; [48 58],[151.26486486 112.73513514] ; [60.73513514 45.26486486],0
p6,1,0.003645,8.452572,[126 134] ; [33 71],[113.57142857 146.42857143] ; [45.42857143 58.57142857],0
s5,1,0.004692,7.994517,[135 113] ; [39 64],[122.94017094 125.05982906] ; [51.05982906 51.94017094],0
a4,1,0.006654,7.363967,[152 112] ; [45 62],[140.18328841 123.81671159] ; [56.81671159 50.18328841],0
p9,1,0.009726,6.684476,[240  21] ; [86 18],[233.11232877  27.88767123] ; [92.88767123 11.11232877],0
r1,1,0.012286,6.269186,[226  36] ; [80 26],[217.85869565  44.14130435] ; [88.14130435 17.85869565],0
a7,1,0.018031,5.593174,[185  79] ; [87 19],[194.07567568  69.92432432] ; [77.92432432 28.07567568],0
v3,1,0.024017,5.093398,[119 133] ; [34 66],[109.53409091 142.46590909] ; [43.46590909 56.53409091],0
n6,1,0.025297,5.003427,[233  27] ; [85 20],[226.52054795  33.47945205] ; [91.47945205 13.52054795],0
u1,1,0.027431,4.863494,[ 76 188] ; [19 88],[ 67.60107817 196.39892183] ; [27.39892183 79.60107817],0
p5,1,0.029889,4.715682,[ 39 221] ; [ 7 98],[ 32.76712329 227.23287671] ; [13.23287671 91.76712329],0
p7,1,0.030145,4.700986,[179  74] ; [60 42],[170.32957746  82.67042254] ; [68.67042254 33.32957746],0
a8,1,0.036549,4.371289,[ 42 198] ; [ 9 94],[ 35.6851312 204.3148688] ; [15.3148688 87.6851312],0
n1,1,0.039341,4.246097,[29 26] ; [ 7 18],[24.75 30.25] ; [11.25 13.75],0
s1,1,0.051903,3.778908,[ 14 246] ; [  1 105],[ 10.6557377 249.3442623] ; [  4.3442623 101.6557377],0
a5,1,0.054929,3.684251,[216  48] ; [78 29],[209.20754717  54.79245283] ; [84.79245283 22.20754717],0
a1,1,0.06767,3.338654,[ 21 243] ; [  3 104],[ 17.07816712 246.92183288] ; [  6.92183288 100.07816712],0
v2,1,0.07779,3.110479,[166  90] ; [53 44],[158.82152975  97.17847025] ; [60.17847025 36.82152975],0
a2,1,0.079207,3.081091,[ 86 178] ; [25 82],[ 78.98652291 185.01347709] ; [32.01347709 74.98652291],0
p3,1,0.098161,2.735178,[149 114] ; [50 56],[141.83468835 121.16531165] ; [57.16531165 48.83468835],0
p4,1,0.098744,2.725721,[180  83] ; [63 43],[173.19512195  89.80487805] ; [69.80487805 36.19512195],0
d1,1,0.120706,2.408139,[203  61] ; [74 33],[197.11051213  66.88948787] ; [79.88948787 27.11051213],0
v4,1,0.180743,1.791502,[258   4] ; [102   4],[256.30434783   5.69565217] ; [103.69565217   2.30434783],0
r2,1,0.182704,1.775492,[257   4] ; [102   4],[255.3106267   5.6893733] ; [103.6893733   2.3106267],0
p10,1,0.213486,1.547624,[230  32] ; [87 18],[226.30517711  35.69482289] ; [90.69482289 14.30517711],0
s4,1,0.214191,1.542871,[ 67 195] ; [20 83],[ 62.44931507 199.55068493] ; [24.55068493 78.44931507],0
p8,1,0.244658,1.353551,[139 119] ; [50 56],[133.96153846 124.03846154] ; [55.03846154 50.96153846],0
p1,1,0.276162,1.185881,[ 24 238] ; [ 6 99],[ 21.41689373 240.58310627] ; [ 8.58310627 96.41689373],0
b1,1,0.286635,1.135359,[107 157] ; [37 70],[102.4690027 161.5309973] ; [41.5309973 65.4690027],0
d3,1,0.293938,1.101498,[199  65] ; [75 32],[194.97574124  69.02425876] ; [79.02425876 27.97574124],0
b3,1,0.298316,1.081707,[ 75 107] ; [18 36],[ 71.72033898 110.27966102] ; [21.27966102 32.72033898],0
b2,1,0.298316,1.081707,[ 75 107] ; [18 36],[ 71.72033898 110.27966102] ; [21.27966102 32.72033898],0
r4,1,0.323691,0.973973,[245  19] ; [96 11],[242.65229111  21.34770889] ; [98.34770889  8.65229111],0
u2,1,0.370781,0.801044,[23 14] ; [23 21],[21.01234568 15.98765432] ; [24.98765432 19.01234568],0
v1,1,0.395351,0.722422,[156  99] ; [58 45],[152.4301676 102.5698324] ; [61.5698324 41.4301676],0
p2,1,0.473476,0.513853,[228  35] ; [88 17],[225.83695652  37.16304348] ; [90.16304348 14.83695652],0
p11,1,0.501732,0.451271,[209  55] ; [88 19],[211.34231806  52.65768194] ; [85.65768194 21.34231806],0
n2,1,0.521233,0.411453,[46 10] ; [19  6],[44.9382716 11.0617284] ; [20.0617284  4.9382716],0
b5,1,0.620981,0.244492,[158 106] ; [67 40],[160.10781671 103.89218329] ; [64.89218329 42.10781671],0
p12,1,0.652513,0.202746,[ 29 234] ; [10 96],[ 27.79674797 235.20325203] ; [11.20325203 94.79674797],0
d4,1,0.667881,0.18409,[238  26] ; [98  9],[239.09433962  24.90566038] ; [96.90566038 10.09433962],0
u3,1,0.692151,0.156766,[27 12] ; [28 15],[26.15853659 12.84146341] ; [28.84146341 14.15853659],0
b4,1,0.692225,0.156688,[152 112] ; [64 43],[153.70350404 110.29649596] ; [62.29649596 44.70350404],0
r3,1,0.771631,0.084241,[256   6] ; [104   3],[255.6097561   6.3902439] ; [104.3902439   2.6097561],0
a6,1,0.834623,0.043587,[174  89] ; [72 35],[174.85945946  88.14054054] ; [71.14054054 35.85945946],0
