Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,142.984737,[270   7] ; [32 42],[238.33048433  38.66951567] ; [63.66951567 10.33048433],1
r2,1,0.0,101.278469,[268   8] ; [39 33],[243.48275862  32.51724138] ; [63.51724138  8.48275862],1
v4,1,0.0,100.785586,[270   7] ; [42 33],[245.52272727  31.47727273] ; [66.47727273  8.52272727],1
r1,1,0.0,69.957175,[215  61] ; [20 55],[184.78632479  91.21367521] ; [50.21367521 24.78632479],1
s6,1,0.0,49.162854,[180  90] ; [16 59],[153.39130435 116.60869565] ; [42.60869565 32.39130435],1
n6,1,0.0,28.670016,[231  47] ; [39 34],[213.84615385  64.15384615] ; [56.15384615 16.84615385],1
p11,1,0.0,28.304292,[214  64] ; [34 41],[195.30878187  82.69121813] ; [52.69121813 22.30878187],1
p9,1,0.0,25.746632,[222  52] ; [38 35],[205.30259366  68.69740634] ; [54.69740634 18.30259366],1
p2,1,8e-06,19.874389,[232  46] ; [44 30],[217.97727273  60.02272727] ; [58.02272727 15.97727273],1
d5,1,8e-06,19.8445,[213  64] ; [38 37],[197.51988636  79.48011364] ; [53.48011364 21.51988636],1
a7,1,4.1e-05,16.846542,[196  81] ; [34 41],[180.99431818  96.00568182] ; [49.00568182 25.99431818],1
s8,1,4.3e-05,16.755046,[106 170] ; [10 65],[ 91.21367521 184.78632479] ; [24.78632479 50.21367521],1
s2,1,5.9e-05,16.118925,[130 146] ; [16 59],[114.8034188 161.1965812] ; [31.1965812 43.8034188],1
p10,1,6.5e-05,15.950075,[207  68] ; [38 36],[193.05157593  81.94842407] ; [51.94842407 22.05157593],1
p7,1,0.000121,14.781528,[164 109] ; [25 47],[149.55652174 123.44347826] ; [39.44347826 32.55652174],1
d1,1,0.000542,11.966103,[144 134] ; [22 53],[130.73087819 147.26912181] ; [35.26912181 39.73087819],1
u3,1,0.000548,11.943601,[58 37] ; [11 28],[48.91791045 46.08208955] ; [20.08208955 18.91791045],1
p6,1,0.000857,11.114023,[ 98 179] ; [11 62],[ 86.26571429 190.73428571] ; [22.73428571 50.26571429],1
s5,1,0.001,10.82737,[ 89 180] ; [10 64],[ 77.64139942 191.35860058] ; [21.35860058 52.64139942],0
n3,1,0.001287,10.360692,[56 22] ; [14 21],[48.31858407 29.68141593] ; [21.68141593 13.31858407],0
p4,1,0.001297,10.346173,[154 123] ; [26 49],[141.64772727 135.35227273] ; [38.35227273 36.64772727],0
d3,1,0.001299,10.343385,[177 100] ; [32 42],[164.93732194 112.06267806] ; [44.06267806 29.93732194],0
a5,1,0.002142,9.423757,[187  91] ; [36 39],[175.6203966 102.3796034] ; [47.3796034 27.6203966],0
n4,1,0.00289,8.875698,[198  79] ; [40 35],[187.28977273  89.71022727] ; [50.71022727 24.28977273],0
p8,1,0.003735,8.408408,[138 138] ; [23 51],[126.96 149.04] ; [34.04 39.96],0
d4,1,0.005078,7.851502,[215  63] ; [46 29],[205.54674221  72.45325779] ; [55.45325779 19.54674221],0
a3,1,0.00542,7.733656,[182  95] ; [35 38],[171.74 105.26] ; [45.26 27.74],0
s3,1,0.00653,7.397982,[152 125] ; [27 46],[141.66571429 135.33428571] ; [37.33428571 35.66571429],0
b1,1,0.008368,6.952976,[105 173] ; [41 34],[114.98016997 163.01983003] ; [31.01983003 43.98016997],0
a6,1,0.016294,5.770845,[176 102] ; [36 39],[166.95750708 111.04249292] ; [45.04249292 29.95750708],0
v1,1,0.018356,5.561832,[ 96 178] ; [15 58],[ 87.64841499 186.35158501] ; [23.35158501 49.64841499],0
n2,1,0.019474,5.458479,[57 23] ; [17 18],[51.47826087 28.52173913] ; [22.52173913 12.47826087],0
a1,1,0.02431,5.072358,[  9 269] ; [ 7 68],[ 12.60056657 265.39943343] ; [ 3.39943343 71.60056657],0
p3,1,0.028773,4.781145,[116 161] ; [21 54],[107.80965909 169.19034091] ; [29.19034091 45.80965909],0
a2,1,0.034789,4.45552,[ 55 223] ; [ 7 68],[ 48.82719547 229.17280453] ; [13.17280453 61.82719547],0
a4,1,0.042273,4.124233,[118 158] ; [22 52],[110.4 165.6] ; [29.6 44.4],0
s7,1,0.082205,3.020764,[107 158] ; [21 51],[100.65281899 164.34718101] ; [27.34718101 44.65281899],0
d2,1,0.100274,2.701188,[123 154] ; [25 49],[116.7977208 160.2022792] ; [31.2022792 42.7977208],0
u1,1,0.100972,2.690119,[ 33 245] ; [ 4 71],[ 29.1388102 248.8611898] ; [ 7.8611898 67.1388102],0
a8,1,0.10176,2.677737,[ 37 224] ; [ 5 67],[ 32.91891892 228.08108108] ; [ 9.08108108 62.91891892],0
p12,1,0.135314,2.230452,[ 15 261] ; [ 1 73],[ 12.61714286 263.38285714] ; [ 3.38285714 70.61714286],0
b5,1,0.136501,2.216965,[171 107] ; [39 36],[165.38243626 112.61756374] ; [44.61756374 30.38243626],0
u2,1,0.146483,2.108498,[51 44] ; [16 24],[47.14814815 47.85185185] ; [19.85185185 20.14814815],0
b2,1,0.211065,1.564107,[ 59 101] ; [13 35],[ 55.38461538 104.61538462] ; [16.61538462 31.38461538],0
b3,1,0.211065,1.564107,[ 59 101] ; [13 35],[ 55.38461538 104.61538462] ; [16.61538462 31.38461538],0
n5,1,0.230324,1.43886,[196  81] ; [47 27],[191.76923077  85.23076923] ; [51.23076923 22.76923077],0
s1,1,0.410848,0.676345,[ 12 263] ; [ 5 70],[ 13.35714286 261.64285714] ; [ 3.64285714 71.35714286],0
n1,1,0.679109,0.171131,[33 47] ; [13 22],[32. 48.] ; [14. 21.],0
p5,1,0.758619,0.09443,[ 23 253] ; [ 7 67],[ 23.65714286 252.34285714] ; [ 6.34285714 67.65714286],0
p1,1,0.848462,0.036512,[ 24 252] ; [ 6 69],[ 23.58974359 252.41025641] ; [ 6.41025641 68.58974359],0
b4,1,0.941342,0.005415,[157 121] ; [42 33],[156.71954674 121.28045326] ; [42.28045326 32.71954674],0
s4,1,0.986851,0.000272,[ 58 215] ; [16 59],[ 58.05172414 214.94827586] ; [15.94827586 59.05172414],0
