Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.2e-05,17.297252,[140  88] ; [21 44],[125.28327645 102.71672355] ; [35.71672355 29.28327645],1
p6,1,3.8e-05,16.971492,[ 71 154] ; [ 4 61],[ 58.18965517 166.81034483] ; [16.81034483 48.18965517],1
p8,1,5.1e-05,16.397238,[115 111] ; [15 51],[100.61643836 125.38356164] ; [29.38356164 36.61643836],1
p4,1,7e-05,15.813483,[116 112] ; [15 50],[101.93856655 126.06143345] ; [29.06143345 35.93856655],1
v4,1,8.1e-05,15.533483,[218   9] ; [54 12],[210.73037543  16.26962457] ; [61.26962457  4.73037543],1
r4,1,0.000234,13.536324,[209  20] ; [49 17],[200.2779661  28.7220339] ; [57.7220339  8.2779661],1
p9,1,0.000491,12.150195,[180  47] ; [37 27],[169.27491409  57.72508591] ; [47.72508591 16.27491409],1
v1,1,0.000827,11.180079,[111 113] ; [17 48],[ 99.21107266 124.78892734] ; [28.78892734 36.21107266],1
p11,1,0.001032,10.768794,[189  40] ; [42 24],[179.31864407  49.68135593] ; [51.68135593 14.31864407],0
n6,1,0.002094,9.464928,[186  42] ; [42 24],[176.81632653  51.18367347] ; [51.18367347 14.81632653],0
r1,1,0.005599,7.674964,[177  51] ; [40 26],[168.28571429  59.71428571] ; [48.71428571 17.28571429],0
d5,1,0.008857,6.8515,[178  50] ; [41 25],[169.83673469  58.16326531] ; [49.16326531 16.83673469],0
p3,1,0.010137,6.610717,[100 128] ; [17 48],[ 91.0443686 136.9556314] ; [25.9556314 39.0443686],0
n4,1,0.011144,6.442145,[169  60] ; [38 28],[160.68813559  68.31186441] ; [46.31186441 19.68813559],0
p10,1,0.014446,5.982751,[169  59] ; [38 27],[161.07849829  66.92150171] ; [45.92150171 19.07849829],0
s1,1,0.016356,5.764177,[  4 222] ; [ 5 61],[  6.96575342 219.03424658] ; [ 2.03424658 63.96575342],0
