Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.003933,8.314315,[28  7] ; [40 38],[21.0619469 13.9380531] ; [46.9380531 31.0619469],0
d5,1,0.007157,7.233233,[21 14] ; [65 13],[26.63716814  8.36283186] ; [59.36283186 18.63716814],0
a7,1,0.015266,5.885546,[19 16] ; [60 18],[24.46902655 10.53097345] ; [54.53097345 23.46902655],0
d3,1,0.035617,4.415363,[17 18] ; [54 24],[21.99115044 13.00884956] ; [49.00884956 28.99115044],0
d4,1,0.056409,3.639929,[23 12] ; [64 14],[26.94690265  8.05309735] ; [60.05309735 17.94690265],0
s5,1,0.066207,3.374647,[ 5 30] ; [23 52],[ 8.90909091 26.09090909] ; [19.09090909 55.90909091],0
n1,1,0.076907,3.129083,[ 3 18] ; [13 23],[ 5.89473684 15.10526316] ; [10.10526316 25.89473684],0
d1,1,0.077043,3.126194,[13 22] ; [43 35],[17.34513274 17.65486726] ; [38.65486726 39.34513274],0
v2,1,0.099749,2.709549,[11 23] ; [36 37],[14.93457944 19.06542056] ; [32.06542056 40.93457944],0
r1,1,0.102738,2.662511,[18 17] ; [52 25],[21.875 13.125] ; [48.125 28.875],0
u2,1,0.106948,2.598753,[4 9] ; [21 16],[6.5 6.5] ; [18.5 18.5],0
p11,1,0.129151,2.302683,[22 13] ; [37 41],[18.27433628 16.72566372] ; [40.72566372 37.27433628],0
p4,1,0.129341,2.300395,[ 6 29] ; [24 54],[ 9.2920354 25.7079646] ; [20.7079646 57.2920354],0
r3,1,0.158097,1.992332,[28  7] ; [70  8],[30.3539823  4.6460177] ; [67.6460177 10.3539823],0
v3,1,0.191134,1.708855,[ 5 29] ; [19 54],[ 7.62616822 26.37383178] ; [16.37383178 56.62616822],0
p9,1,0.227778,1.454682,[26  8] ; [48 26],[23.2962963 10.7037037] ; [50.7037037 23.2962963],0
s6,1,0.240821,1.375781,[14 21] ; [40 37],[16.875 18.125] ; [37.125 39.875],0
a3,1,0.25291,1.307158,[22 13] ; [40 38],[19.20353982 15.79646018] ; [42.79646018 35.20353982],0
r2,1,0.323602,0.974334,[28  7] ; [68 10],[29.73451327  5.26548673] ; [66.26548673 11.73451327],0
p1,1,0.324186,0.971985,[ 1 34] ; [ 6 72],[ 2.16814159 32.83185841] ; [ 4.83185841 73.16814159],0
u3,1,0.342515,0.900994,[7 6] ; [26 12],[8.41176471 4.58823529] ; [24.58823529 13.41176471],0
s2,1,0.358072,0.844646,[10 24] ; [30 48],[12.14285714 21.85714286] ; [27.85714286 50.14285714],0
a2,1,0.416862,0.659146,[ 6 29] ; [ 9 69],[ 4.6460177 30.3539823] ; [10.3539823 67.6460177],0
