Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.831577,[312  20] ; [7 5],[307.87209302  24.12790698] ; [11.12790698  0.87209302],1
p7,1,0.000154,14.323075,[250  74] ; [3 8],[244.69253731  79.30746269] ; [8.30746269 2.69253731],1
r1,1,0.009554,6.716259,[282  47] ; [7 5],[278.82991202  50.17008798] ; [10.17008798  1.82991202],0
p11,1,0.027131,4.882438,[276  56] ; [7 5],[273.12790698  58.87209302] ; [9.87209302 2.12790698],0
v1,1,0.031726,4.613225,[205 116] ; [4 8],[201.46846847 119.53153153] ; [7.53153153 4.46846847],0
r2,1,0.032732,4.559744,[313  14] ; [9 2],[311.52071006  15.47928994] ; [10.47928994  0.52071006],0
n3,1,0.040732,4.187117,[46 17] ; [3 5],[43.47887324 19.52112676] ; [5.52112676 2.47887324],0
d1,1,0.055706,3.660835,[226 106] ; [5 7],[222.94186047 109.05813953] ; [8.05813953 3.94186047],0
d5,1,0.067232,3.349338,[284  47] ; [8 4],[281.78425656  49.21574344] ; [10.21574344  1.78425656],0
a5,1,0.072274,3.230615,[265  67] ; [7 5],[262.51162791  69.48837209] ; [9.48837209 2.51162791],0
v2,1,0.082179,3.021281,[200 121] ; [4 7],[197.24096386 123.75903614] ; [6.75903614 4.24096386],0
s6,1,0.093455,2.813835,[277  50] ; [8 4],[274.91150442  52.08849558] ; [10.08849558  1.91150442],0
a4,1,0.128317,2.312742,[157 175] ; [3 9],[154.41860465 177.58139535] ; [5.58139535 6.41860465],0
a3,1,0.24498,1.351708,[266  65] ; [8 4],[264.41399417  66.58600583] ; [9.58600583 2.41399417],0
b5,1,0.259861,1.269495,[195 137] ; [9 3],[196.88372093 135.11627907] ; [7.11627907 4.88372093],0
d4,1,0.280269,1.165785,[285  46] ; [9 3],[283.71428571  47.28571429] ; [10.28571429  1.71428571],0
a2,1,0.410416,0.677595,[ 91 241] ; [ 2 10],[ 89.75581395 242.24418605] ; [3.24418605 8.75581395],0
s1,1,0.41049,0.677382,[ 12 314] ; [ 1 11],[ 12.53846154 313.46153846] ; [ 0.46153846 11.53846154],0
p3,1,0.424423,0.638035,[204 128] ; [6 6],[202.6744186 129.3255814] ; [7.3255814 4.6744186],0
v3,1,0.424575,0.637616,[156 165] ; [4 7],[154.69879518 166.30120482] ; [5.30120482 5.69879518],0
p1,1,0.42544,0.635239,[ 32 299] ; [ 2 10],[ 32.81049563 298.18950437] ; [ 1.18950437 10.81049563],0
p5,1,0.445695,0.581576,[ 55 276] ; [ 1 11],[ 54.04081633 276.95918367] ; [ 1.95918367 10.04081633],0
n4,1,0.469542,0.523054,[274  56] ; [9 3],[273.07017544  56.92982456] ; [9.92982456 2.07017544],0
p10,1,0.515273,0.423344,[292  35] ; [10  2],[291.30973451  35.69026549] ; [10.69026549  1.30973451],0
p12,1,0.533017,0.388636,[ 36 294] ; [ 2 10],[ 36.66666667 293.33333333] ; [ 1.33333333 10.66666667],0
s4,1,0.549513,0.35819,[ 60 270] ; [3 9],[ 60.78947368 269.21052632] ; [2.21052632 9.78947368],0
s7,1,0.562647,0.335142,[242  76] ; [10  2],[242.83636364  75.16363636] ; [9.16363636 2.83636364],0
n1,1,0.60101,0.273475,[25 37] ; [4 4],[25.68571429 36.31428571] ; [3.31428571 4.68571429],0
u1,1,0.612912,0.255957,[ 76 256] ; [ 2 10],[ 75.27906977 256.72093023] ; [2.72093023 9.27906977],0
n6,1,0.640629,0.21792,[289  40] ; [10  2],[288.47800587  40.52199413] ; [10.52199413  1.47800587],0
p8,1,0.643836,0.21376,[212 115] ; [7 5],[211.24778761 115.75221239] ; [7.75221239 4.24778761],0
a7,1,0.674604,0.176263,[239  92] ; [8 4],[238.35860058  92.64139942] ; [8.64139942 3.35860058],0
d3,1,0.740582,0.109616,[236  96] ; [8 4],[235.48837209  96.51162791] ; [8.51162791 3.48837209],0
n2,1,0.763295,0.090695,[44 19] ; [6 2],[44.36619718 18.63380282] ; [5.63380282 2.36619718],0
u3,1,0.775472,0.081353,[45 21] ; [3 1],[45.25714286 20.74285714] ; [2.74285714 1.25714286],0
p4,1,0.780413,0.077719,[236  95] ; [9 3],[236.42857143  94.57142857] ; [8.57142857 3.42857143],0
n5,1,0.791296,0.070028,[264  65] ; [10  2],[264.35777126  64.64222874] ; [9.64222874 2.35777126],0
b1,1,0.811188,0.05707,[127 205] ; [5 7],[127.39534884 204.60465116] ; [4.60465116 7.39534884],0
s2,1,0.834652,0.043572,[237  91] ; [9 3],[237.31764706  90.68235294] ; [8.68235294 3.31764706],0
d2,1,0.858026,0.032001,[185 147] ; [7 5],[185.30232558 146.69767442] ; [6.69767442 5.30232558],0
b4,1,0.890395,0.01899,[187 145] ; [7 5],[187.23255814 144.76744186] ; [6.76744186 5.23255814],0
p6,1,0.933844,0.00689,[160 168] ; [6 6],[160.14117647 167.85882353] ; [5.85882353 6.14117647],0
s5,1,0.96378,0.002062,[141 174] ; [5 6],[141.07361963 173.92638037] ; [4.92638037 6.07361963],0
b2,1,0.964138,0.002022,[ 99 120] ; [4 5],[ 98.93421053 120.06578947] ; [4.06578947 4.93421053],0
b3,1,0.964138,0.002022,[ 99 120] ; [4 5],[ 98.93421053 120.06578947] ; [4.06578947 4.93421053],0
p9,1,0.987476,0.000246,[302  27] ; [11  1],[301.98533724  27.01466276] ; [11.01466276  0.98533724],0
s3,1,0.990367,0.000146,[245  81] ; [9 3],[244.98224852  81.01775148] ; [9.01775148 2.98224852],0
a6,1,0.994195,5.3e-05,[221 110] ; [8 4],[220.98833819 110.01166181] ; [8.01166181 3.98833819],0
