Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004999,7.879671,[16 29] ; [20  9],[21.89189189 23.10810811] ; [14.10810811 14.89189189],0
p9,1,0.074132,3.189068,[34 10] ; [27  2],[36.76712329  7.23287671] ; [24.23287671  4.76712329],0
s4,1,0.088199,2.906947,[12 33] ; [ 3 26],[ 9.12162162 35.87837838] ; [ 5.87837838 23.12162162],0
v2,1,0.122885,2.380165,[14 30] ; [14 14],[17.11111111 26.88888889] ; [10.88888889 17.11111111],0
a1,1,0.131434,2.27549,[ 1 44] ; [ 3 26],[ 2.43243243 42.56756757] ; [ 1.56756757 27.43243243],0
s5,1,0.151709,2.054981,[ 6 37] ; [ 8 21],[ 8.36111111 34.63888889] ; [ 5.63888889 23.36111111],0
p1,1,0.15606,2.011999,[ 6 39] ; [ 1 28],[ 4.25675676 40.74324324] ; [ 2.74324324 26.25675676],0
a7,1,0.201067,1.634604,[27 18] ; [13 16],[24.32432432 20.67567568] ; [15.67567568 13.32432432],0
d1,1,0.248677,1.33072,[20 25] ; [ 9 20],[17.63513514 27.36486486] ; [11.36486486 17.63513514],0
d2,1,0.248677,1.33072,[20 25] ; [ 9 20],[17.63513514 27.36486486] ; [11.36486486 17.63513514],0
p5,1,0.25709,1.28436,[ 4 41] ; [ 5 23],[ 5.54794521 39.45205479] ; [ 3.45205479 24.54794521],0
r3,1,0.276394,1.184735,[30 13] ; [16 12],[27.85915493 15.14084507] ; [18.14084507  9.85915493],0
p7,1,0.298929,1.078966,[20 23] ; [16 11],[22.11428571 20.88571429] ; [13.88571429 13.11428571],0
n6,1,0.332997,0.937208,[31 13] ; [16 11],[29.12676056 14.87323944] ; [17.87323944  9.12676056],0
d3,1,0.36361,0.825385,[26 18] ; [14 15],[24.10958904 19.89041096] ; [15.89041096 13.10958904],0
a4,1,0.366393,0.815861,[14 31] ; [12 17],[15.81081081 29.18918919] ; [10.18918919 18.81081081],0
u3,1,0.411314,0.675,[ 7 11] ; [5 4],[ 8. 10.] ; [4. 5.],0
a6,1,0.41304,0.670033,[23 22] ; [12 17],[21.28378378 23.71621622] ; [13.71621622 15.28378378],0
a3,1,0.434152,0.61169,[27 18] ; [20  9],[28.58108108 16.41891892] ; [18.41891892 10.58108108],0
s3,1,0.43556,0.607953,[20 23] ; [10 17],[18.42857143 24.57142857] ; [11.57142857 15.42857143],0
p2,1,0.446174,0.580353,[31 13] ; [22  6],[32.38888889 11.61111111] ; [20.61111111  7.38888889],0
d4,1,0.472683,0.515698,[33 12] ; [19 10],[31.62162162 13.37837838] ; [20.37837838  8.62162162],0
r2,1,0.486759,0.483683,[29 14] ; [16 11],[27.64285714 15.35714286] ; [17.35714286  9.64285714],0
s8,1,0.511218,0.431574,[12 32] ; [10 19],[13.26027397 30.73972603] ; [ 8.73972603 20.26027397],0
