Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.010046,6.626742,[ 8 30] ; [47 58],[14.61538462 23.38461538] ; [40.38461538 64.61538462],0
n5,1,0.012987,6.170903,[20 18] ; [86 30],[26.15584416 11.84415584] ; [79.84415584 36.15584416],0
v2,1,0.022472,5.208862,[14 24] ; [63 45],[20.04109589 17.95890411] ; [56.95890411 51.04109589],0
v1,1,0.023498,5.131325,[15 23] ; [65 42],[20.96551724 17.03448276] ; [59.03448276 47.96551724],0
n4,1,0.028766,4.781548,[23 15] ; [91 25],[28.12987013  9.87012987] ; [85.87012987 30.12987013],0
s5,1,0.033305,4.530044,[18 15] ; [37 72],[12.78169014 20.21830986] ; [42.21830986 66.78169014],0
r3,1,0.054734,3.690166,[33  5] ; [111   5],[35.53246753  2.46753247] ; [108.46753247   7.53246753],0
n1,1,0.058135,3.589803,[ 4 11] ; [18 14],[7.0212766 7.9787234] ; [14.9787234 17.0212766],0
p10,1,0.059626,3.547768,[24 13] ; [92 23],[28.23684211  8.76315789] ; [87.76315789 27.23684211],0
p11,1,0.067046,3.353902,[20 18] ; [80 36],[24.67532468 13.32467532] ; [75.32467532 40.67532468],0
s1,1,0.103809,2.646035,[ 5 33] ; [  6 108],[ 2.75 35.25] ; [  8.25 105.75],0
r1,1,0.122921,2.379696,[25 13] ; [90 25],[28.5620915  9.4379085] ; [86.4379085 28.5620915],0
p8,1,0.137124,2.209942,[ 6 31] ; [33 83],[ 9.43137255 27.56862745] ; [29.56862745 86.43137255],0
s8,1,0.146351,2.109874,[17 21] ; [67 48],[20.8627451 17.1372549] ; [63.1372549 51.8627451],0
p2,1,0.157874,1.994476,[24 14] ; [87 29],[27.38961039 10.61038961] ; [83.61038961 32.38961039],0
p4,1,0.161732,1.957954,[16 22] ; [64 52],[19.74025974 18.25974026] ; [60.25974026 55.74025974],0
a4,1,0.161769,1.957607,[21 17] ; [49 67],[17.27272727 20.72727273] ; [52.72727273 63.27272727],0
d3,1,0.163569,1.940916,[28 10] ; [71 45],[24.42857143 13.57142857] ; [74.57142857 41.42857143],0
d5,1,0.173908,1.848925,[28 10] ; [97 19],[30.84415584  7.15584416] ; [94.15584416 21.84415584],0
b3,1,0.175733,1.833343,[ 4 15] ; [26 43],[ 6.47727273 12.52272727] ; [23.52272727 45.47727273],0
