Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,50.35183,[76 41] ; [ 1 43],[55.95652174 61.04347826] ; [21.04347826 22.95652174],1
d4,1,0.0,43.074281,[108   9] ; [20 24],[93.01863354 23.98136646] ; [34.98136646  9.01863354],1
d3,1,0.0,25.87054,[92 25] ; [16 28],[78.48447205 38.51552795] ; [29.51552795 14.48447205],1
d2,1,0.000203,13.807351,[53 64] ; [ 6 38],[42.8757764 74.1242236] ; [16.1242236 27.8757764],1
a5,1,0.00043,12.396403,[76 41] ; [15 29],[66.13043478 50.86956522] ; [24.86956522 19.13043478],1
a4,1,0.005076,7.852335,[49 68] ; [ 8 36],[41.42236025 75.57763975] ; [15.57763975 28.42236025],0
a7,1,0.011851,6.333042,[90 27] ; [25 19],[83.57142857 33.42857143] ; [31.42857143 12.57142857],0
a3,1,0.012846,6.190261,[82 35] ; [21 22],[75.31875 41.68125] ; [27.68125 15.31875],0
a1,1,0.030275,4.693582,[  1 116] ; [ 3 41],[  2.9068323 114.0931677] ; [ 1.0931677 42.9068323],0
a2,1,0.035896,4.402021,[ 16 101] ; [ 1 43],[ 12.35403727 104.64596273] ; [ 4.64596273 39.35403727],0
a6,1,0.052482,3.760352,[73 44] ; [20 24],[67.58385093 49.41614907] ; [25.41614907 18.58385093],0
v2,1,0.086293,2.942194,[60 55] ; [15 26],[55.28846154 59.71153846] ; [19.71153846 21.28846154],0
p10,1,0.087819,2.913898,[67 48] ; [19 25],[62.20125786 52.79874214] ; [23.79874214 20.20125786],0
n2,1,0.105315,2.623154,[20 19] ; [12  4],[22.69090909 16.30909091] ; [9.30909091 6.69090909],0
p12,1,0.125093,2.352362,[  1 115] ; [ 2 42],[  2.175 113.825] ; [ 0.825 43.175],0
b1,1,0.126808,2.331157,[43 74] ; [22 22],[47.23602484 69.76397516] ; [17.76397516 26.23602484],0
r4,1,0.132203,2.266442,[93 24] ; [30 14],[89.38509317 27.61490683] ; [33.61490683 10.38509317],0
s3,1,0.149866,2.073613,[22 91] ; [13 30],[25.3525641 87.6474359] ; [ 9.6474359 33.3525641],0
p7,1,0.240524,1.377518,[57 60] ; [26 18],[60.31677019 56.68322981] ; [22.68322981 21.31677019],0
r2,1,0.269622,1.218671,[100  13] ; [36  8],[97.88535032 15.11464968] ; [38.11464968  5.88535032],0
s7,1,0.27176,1.207843,[28 84] ; [ 7 35],[25.45454545 86.54545455] ; [ 9.54545455 32.45454545],0
p4,1,0.277255,1.180498,[45 71] ; [13 31],[42.05 73.95] ; [15.95 28.05],0
r1,1,0.286989,1.133693,[87 30] ; [29 15],[84.29813665 32.70186335] ; [31.70186335 12.29813665],0
n3,1,0.336509,0.923684,[26 13] ; [12  3],[27.44444444 11.55555556] ; [10.55555556  4.44444444],0
p8,1,0.34739,0.882968,[49 67] ; [15 29],[46.4 69.6] ; [17.6 26.4],0
s5,1,0.383344,0.759952,[20 93] ; [ 5 37],[18.22580645 94.77419355] ; [ 6.77419355 35.22580645],0
u3,1,0.420668,0.648447,[19 16] ; [10 13],[17.5 17.5] ; [11.5 11.5],0
r3,1,0.435867,0.60714,[106  11] ; [38  6],[104.64596273  12.35403727] ; [39.35403727  4.64596273],0
n4,1,0.463837,0.536621,[50 67] ; [16 28],[47.96273292 69.03726708] ; [18.03726708 25.96273292],0
n6,1,0.463837,0.536621,[67 50] ; [28 16],[69.03726708 47.96273292] ; [25.96273292 18.03726708],0
p2,1,0.466071,0.531277,[83 33] ; [34 10],[84.825 31.175] ; [32.175 11.825],0
s6,1,0.466964,0.529152,[41 74] ; [13 31],[39.05660377 75.94339623] ; [14.94339623 29.05660377],0
p1,1,0.504268,0.445943,[  7 108] ; [ 4 40],[  7.95597484 107.04402516] ; [ 3.04402516 40.95597484],0
a8,1,0.557584,0.343905,[  7 100] ; [ 4 39],[ 7.84666667 99.15333333] ; [ 3.15333333 39.84666667],0
p11,1,0.576399,0.312093,[77 40] ; [31 13],[78.48447205 38.51552795] ; [29.51552795 14.48447205],0
v4,1,0.576438,0.312029,[98 17] ; [39  5],[99.08805031 15.91194969] ; [37.91194969  6.08805031],0
b5,1,0.585471,0.297473,[72 45] ; [25 19],[70.49068323 46.50931677] ; [26.50931677 17.49068323],0
p6,1,0.659243,0.194444,[25 87] ; [ 8 34],[24. 88.] ; [ 9. 33.],0
v3,1,0.696364,0.152282,[28 82] ; [12 30],[28.94736842 81.05263158] ; [11.05263158 30.94736842],0
b4,1,0.701176,0.147251,[73 44] ; [26 18],[71.94409938 45.05590062] ; [27.05590062 16.94409938],0
n1,1,0.757354,0.095455,[ 9 31] ; [ 3 13],[ 8.57142857 31.42857143] ; [ 3.42857143 12.57142857],0
p9,1,0.804959,0.060976,[73 42] ; [27 17],[72.32704403 42.67295597] ; [27.67295597 16.32704403],0
s4,1,0.825643,0.048529,[ 12 105] ; [ 4 40],[ 11.62732919 105.37267081] ; [ 4.37267081 39.62732919],0
v1,1,0.833418,0.044234,[39 76] ; [15 27],[39.55414013 75.44585987] ; [14.44585987 27.55414013],0
p5,1,0.879468,0.022996,[  6 111] ; [ 2 42],[  5.8136646 111.1863354] ; [ 2.1863354 41.8136646],0
s8,1,0.909709,0.012861,[22 94] ; [ 8 36],[21.75 94.25] ; [ 8.25 35.75],0
s1,1,0.939891,0.005686,[  5 112] ; [ 2 42],[  5.08695652 111.91304348] ; [ 1.91304348 42.08695652],0
u2,1,0.962732,0.002183,[20 15] ; [13 10],[19.9137931 15.0862069] ; [13.0862069  9.9137931],0
p3,1,0.962834,0.002171,[40 76] ; [15 29],[39.875 76.125] ; [15.125 28.875],0
b2,1,0.979139,0.000684,[23 44] ; [ 9 17],[23.05376344 43.94623656] ; [ 8.94623656 17.05376344],0
b3,1,0.979139,0.000684,[23 44] ; [ 9 17],[23.05376344 43.94623656] ; [ 8.94623656 17.05376344],0
