Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.4e-05,17.838162,[2 5] ; [50  5],[5.87096774 1.12903226] ; [46.12903226  8.87096774],1
v4,1,3.1e-05,17.328348,[4 3] ; [54  1],[6.5483871 0.4516129] ; [51.4516129  3.5483871],1
r3,1,0.001891,9.65233,[5 2] ; [54  1],[6.66129032 0.33870968] ; [52.33870968  2.66129032],0
d5,1,0.001967,9.580019,[3 4] ; [48  6],[5.85245902 1.14754098] ; [45.14754098  8.85245902],0
r1,1,0.006712,7.348462,[1 6] ; [37 18],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
p5,1,0.036742,4.36233,[2 5] ; [ 3 51],[0.57377049 6.42622951] ; [ 4.42622951 49.57377049],0
s7,1,0.061249,3.503238,[1 6] ; [26 24],[3.31578947 3.68421053] ; [23.68421053 26.31578947],0
a1,1,0.072624,3.222696,[2 5] ; [ 4 51],[0.67741935 6.32258065] ; [ 5.32258065 49.67741935],0
a7,1,0.114454,2.491616,[3 4] ; [39 15],[4.81967213 2.18032787] ; [37.18032787 16.81967213],0
b4,1,0.138155,2.198385,[2 5] ; [32 23],[3.83870968 3.16129032] ; [30.16129032 24.83870968],0
p4,1,0.14918,2.080619,[6 1] ; [31 23],[4.24590164 2.75409836] ; [32.75409836 21.24590164],0
n2,1,0.179712,1.8,[1 2] ; [11  4],[2. 1.] ; [10.  5.],0
p6,1,0.210783,1.566038,[2 5] ; [29 25],[3.55737705 3.44262295] ; [27.44262295 26.55737705],0
s1,1,0.223163,1.483914,[1 6] ; [ 2 52],[0.3442623 6.6557377] ; [ 2.6557377 51.3442623],0
s5,1,0.23326,1.420874,[1 6] ; [20 34],[2.40983607 4.59016393] ; [18.59016393 35.40983607],0
a4,1,0.265342,1.240671,[2 5] ; [28 27],[3.38709677 3.61290323] ; [26.61290323 28.38709677],0
u3,1,0.271028,1.211538,[1 2] ; [12  6],[1.85714286 1.14285714] ; [11.14285714  6.85714286],0
b1,1,0.287754,1.130098,[4 3] ; [20 35],[2.70967742 4.29032258] ; [21.29032258 33.70967742],0
d2,1,0.30546,1.050203,[2 5] ; [27 28],[3.27419355 3.72580645] ; [25.72580645 29.27419355],0
d3,1,0.347957,0.880894,[6 1] ; [37 17],[4.93442623 2.06557377] ; [38.06557377 15.93442623],0
v3,1,0.424287,0.638409,[2 5] ; [24 30],[2.98360656 4.01639344] ; [23.01639344 30.98360656],0
v1,1,0.446792,0.578777,[5 2] ; [31 24],[4.06451613 2.93548387] ; [31.93548387 23.06451613],0
n4,1,0.456817,0.553682,[4 3] ; [39 16],[4.85483871 2.14516129] ; [38.14516129 16.85483871],0
n5,1,0.477066,0.505563,[4 3] ; [38 16],[4.81967213 2.18032787] ; [37.18032787 16.81967213],0
a5,1,0.515764,0.422356,[6 1] ; [41 14],[5.30645161 1.69354839] ; [41.69354839 13.30645161],0
n3,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
p10,1,0.529004,0.396303,[5 2] ; [44 10],[5.62295082 1.37704918] ; [43.37704918 10.62295082],0
p11,1,0.558761,0.341855,[5 2] ; [33 22],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
p2,1,0.562293,0.33575,[6 1] ; [41 13],[5.39344262 1.60655738] ; [41.60655738 12.39344262],0
p8,1,0.588738,0.292319,[3 4] ; [29 25],[3.67213115 3.32786885] ; [28.32786885 25.67213115],0
u2,1,0.59256,0.286364,[1 2] ; [9 9],[1.42857143 1.57142857] ; [8.57142857 9.42857143],0
a3,1,0.593778,0.284483,[4 3] ; [37 18],[4.62903226 2.37096774] ; [36.37096774 18.62903226],0
a6,1,0.620064,0.245777,[5 2] ; [34 21],[4.40322581 2.59677419] ; [34.59677419 20.40322581],0
b5,1,0.665097,0.187391,[4 3] ; [36 19],[4.51612903 2.48387097] ; [35.48387097 19.51612903],0
p7,1,0.690839,0.158178,[4 3] ; [35 19],[4.47540984 2.52459016] ; [34.52459016 19.47540984],0
p9,1,0.707027,0.141265,[5 2] ; [42 12],[5.39344262 1.60655738] ; [41.60655738 12.39344262],0
p3,1,0.722091,0.126498,[3 4] ; [27 27],[3.44262295 3.55737705] ; [26.55737705 27.44262295],0
s4,1,0.768398,0.086713,[1 6] ; [10 43],[1.28333333 5.71666667] ; [ 9.71666667 43.28333333],0
b3,1,0.854819,0.033479,[1 2] ; [12 19],[1.14705882 1.85294118] ; [11.85294118 19.14705882],0
b2,1,0.854819,0.033479,[1 2] ; [12 19],[1.14705882 1.85294118] ; [11.85294118 19.14705882],0
v2,1,0.8846,0.021066,[4 3] ; [33 22],[4.17741935 2.82258065] ; [32.82258065 22.17741935],0
s6,1,0.89945,0.015966,[5 2] ; [38 17],[4.85483871 2.14516129] ; [38.14516129 16.85483871],0
d1,1,0.958156,0.002753,[4 3] ; [32 23],[4.06451613 2.93548387] ; [31.93548387 23.06451613],0
