Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000156,14.300578,[47 10] ; [4 9],[41.52857143 15.47142857] ; [9.47142857 3.52857143],1
a3,1,0.008988,6.825236,[49  8] ; [7 6],[45.6 11.4] ; [10.4  2.6],0
r2,1,0.009054,6.812048,[55  2] ; [9 3],[52.86956522  4.13043478] ; [11.13043478  0.86956522],0
d2,1,0.010043,6.627294,[35 21] ; [ 3 10],[30.84057971 25.15942029] ; [7.15942029 5.84057971],0
s8,1,0.010874,6.485754,[42 14] ; [5 8],[38.14492754 17.85507246] ; [8.85507246 4.14492754],0
n5,1,0.013432,6.111284,[55  2] ; [10  3],[52.92857143  4.07142857] ; [12.07142857  0.92857143],0
p6,1,0.025529,4.987616,[38 18] ; [4 8],[34.58823529 21.41176471] ; [7.41176471 4.58823529],0
r4,1,0.038418,4.286437,[54  3] ; [10  3],[52.11428571  4.88571429] ; [11.88571429  1.11428571],0
s7,1,0.038748,4.271892,[42 13] ; [5 6],[39.16666667 15.83333333] ; [7.83333333 3.16666667],0
v3,1,0.059281,3.557375,[41 15] ; [6 7],[38.14492754 17.85507246] ; [8.85507246 4.14492754],0
a4,1,0.069419,3.29671,[29 28] ; [ 3 10],[26.05714286 30.94285714] ; [5.94285714 7.05714286],0
s3,1,0.109171,2.566174,[39 17] ; [6 7],[36.52173913 19.47826087] ; [8.47826087 4.52173913],0
p1,1,0.122066,2.390611,[16 41] ; [ 1 12],[13.84285714 43.15714286] ; [3.15714286 9.84285714],0
p12,1,0.202544,1.623932,[19 38] ; [ 2 11],[17.1 39.9] ; [3.9 9.1],0
d1,1,0.205013,1.606296,[41 16] ; [7 6],[39.08571429 17.91428571] ; [8.91428571 4.08571429],0
n6,1,0.208993,1.578387,[53  3] ; [11  2],[51.94202899  4.05797101] ; [12.05797101  0.94202899],0
n3,1,0.220671,1.5,[3 5] ; [3 1],[4. 4.] ; [2. 2.],0
a6,1,0.279576,1.169149,[35 21] ; [6 7],[33.27536232 22.72463768] ; [7.72463768 5.27536232],0
p8,1,0.282043,1.15722,[47 10] ; [9 4],[45.6 11.4] ; [10.4  2.6],0
p7,1,0.312761,1.018981,[45 10] ; [9 4],[43.67647059 11.32352941] ; [10.32352941  2.67647059],0
p11,1,0.315467,1.007647,[50  7] ; [10  3],[48.85714286  8.14285714] ; [11.14285714  1.85714286],0
s2,1,0.317779,0.998064,[39 18] ; [7 6],[37.45714286 19.54285714] ; [8.54285714 4.45714286],0
n4,1,0.330828,0.945653,[53  4] ; [11  2],[52.11428571  4.88571429] ; [11.88571429  1.11428571],0
d3,1,0.4032,0.698762,[41 15] ; [8 5],[39.76811594 16.23188406] ; [9.23188406 3.76811594],0
s4,1,0.427239,0.630316,[ 9 46] ; [ 1 12],[ 8.08823529 46.91176471] ; [ 1.91176471 11.08823529],0
b3,1,0.443598,0.586957,[22 24] ; [5 3],[23. 23.] ; [4. 4.],0
b2,1,0.443598,0.586957,[22 24] ; [5 3],[23. 23.] ; [4. 4.],0
d4,1,0.524828,0.404396,[48  8] ; [12  1],[48.69565217  7.30434783] ; [11.30434783  1.69565217],0
b4,1,0.533676,0.387388,[36 21] ; [7 6],[35.01428571 21.98571429] ; [7.98571429 5.01428571],0
d5,1,0.548276,0.360414,[47  9] ; [10  3],[46.26086957  9.73913043] ; [10.73913043  2.26086957],0
p3,1,0.569015,0.324333,[43 13] ; [9 4],[42.20289855 13.79710145] ; [9.79710145 3.20289855],0
s5,1,0.594337,0.283623,[38 15] ; [7 4],[37.265625 15.734375] ; [7.734375 3.265625],0
p4,1,0.635617,0.22452,[50  6] ; [11  2],[49.50724638  6.49275362] ; [11.49275362  1.50724638],0
a1,1,0.638911,0.220169,[ 7 50] ; [ 1 12],[ 6.51428571 50.48571429] ; [ 1.48571429 11.51428571],0
p2,1,0.638911,0.220169,[50  7] ; [12  1],[50.48571429  6.51428571] ; [11.51428571  1.48571429],0
n1,1,0.678845,0.171429,[5 3] ; [2 2],[4.66666667 3.33333333] ; [2.33333333 1.66666667],0
p10,1,0.679133,0.171103,[54  3] ; [11  1],[53.69565217  3.30434783] ; [11.30434783  0.69565217],0
s6,1,0.686462,0.162942,[45 10] ; [10  3],[44.48529412 10.51470588] ; [10.51470588  2.48529412],0
u3,1,0.732678,0.116667,[6 2] ; [4 2],[5.71428571 2.28571429] ; [4.28571429 1.71428571],0
a7,1,0.744552,0.106166,[42 15] ; [9 4],[41.52857143 15.47142857] ; [9.47142857 3.52857143],0
b5,1,0.758573,0.094467,[29 28] ; [6 7],[28.5 28.5] ; [6.5 6.5],0
s1,1,0.900146,0.015744,[ 5 52] ; [ 1 12],[ 4.88571429 52.11428571] ; [ 1.11428571 11.88571429],0
v2,1,0.923726,0.009166,[38 18] ; [9 4],[38.14492754 17.85507246] ; [8.85507246 4.14492754],0
r3,1,0.932067,0.007267,[53  4] ; [12  1],[52.92857143  4.07142857] ; [12.07142857  0.92857143],0
b1,1,0.971876,0.001243,[26 31] ; [6 7],[26.05714286 30.94285714] ; [5.94285714 7.05714286],0
