Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,55.092446,[125   2] ; [28 22],[109.77966102  17.22033898] ; [43.22033898  6.77966102],1
r1,1,0.0,38.779971,[99 28] ; [14 36],[81.07909605 45.92090395] ; [31.92090395 18.07909605],1
r2,1,0.0,37.19706,[121   7] ; [28 21],[107.75141243  20.24858757] ; [41.24858757  7.75141243],1
v4,1,0.0,34.374226,[122   5] ; [30 18],[110.30857143  16.69142857] ; [41.69142857  6.30857143],1
b1,1,0.002463,9.167848,[38 90] ; [27 23],[46.74157303 81.25842697] ; [18.25842697 31.74157303],0
n2,1,0.003178,8.702409,[34 10] ; [11 15],[28.28571429 15.71428571] ; [16.71428571  9.28571429],0
s6,1,0.003207,8.685837,[64 63] ; [13 37],[55.24858757 71.75141243] ; [21.75141243 28.24858757],0
p9,1,0.003334,8.615089,[92 32] ; [25 24],[83.86127168 40.13872832] ; [33.13872832 15.86127168],0
n6,1,0.008157,6.998767,[88 39] ; [24 26],[80.36158192 46.63841808] ; [31.63841808 18.36158192],0
p11,1,0.012246,6.274868,[85 43] ; [23 27],[77.66292135 50.33707865] ; [30.33707865 19.66292135],0
a6,1,0.01465,5.958062,[82 46] ; [22 28],[74.78651685 53.21348315] ; [29.21348315 20.78651685],0
v2,1,0.039253,4.249904,[61 61] ; [16 33],[54.93567251 67.06432749] ; [22.06432749 26.93567251],0
p10,1,0.055012,3.681733,[81 44] ; [24 25],[75.43103448 49.56896552] ; [29.56896552 19.43103448],0
s1,1,0.0618,3.4884,[  4 123] ; [ 5 45],[  6.45762712 120.54237288] ; [ 2.54237288 47.45762712],0
d3,1,0.070055,3.281743,[86 41] ; [26 23],[80.81818182 46.18181818] ; [31.18181818 17.81818182],0
p2,1,0.070201,3.278323,[90 36] ; [28 21],[84.96 41.04] ; [33.04 15.96],0
u3,1,0.076242,3.143237,[33 21] ; [ 9 14],[29.45454545 24.54545455] ; [12.54545455 10.45454545],0
a7,1,0.080082,3.063244,[91 36] ; [29 21],[86.10169492 40.89830508] ; [33.89830508 16.10169492],0
p3,1,0.099403,2.715089,[39 88] ; [ 9 40],[34.63636364 92.36363636] ; [13.36363636 35.63636364],0
p1,1,0.1036,2.64923,[  2 125] ; [ 3 46],[  3.60795455 123.39204545] ; [ 1.39204545 47.60795455],0
d4,1,0.104589,2.634139,[101  26] ; [34 16],[96.86440678 30.13559322] ; [38.13559322 11.86440678],0
a5,1,0.10606,2.611971,[71 57] ; [21 29],[66.15730337 61.84269663] ; [25.84269663 24.15730337],0
d5,1,0.107366,2.592574,[92 35] ; [30 20],[87.53672316 39.46327684] ; [34.46327684 15.53672316],0
n3,1,0.109832,2.556642,[32 13] ; [13 12],[28.92857143 16.07142857] ; [16.07142857  8.92857143],0
u2,1,0.124421,2.360764,[32 23] ; [ 9 14],[28.91025641 26.08974359] ; [12.08974359 10.91025641],0
p8,1,0.141398,2.162678,[52 74] ; [14 34],[47.79310345 78.20689655] ; [18.20689655 29.79310345],0
p7,1,0.154378,2.028454,[65 58] ; [20 29],[60.78488372 62.21511628] ; [24.21511628 24.78488372],0
d1,1,0.169518,1.887203,[58 70] ; [17 33],[53.93258427 74.06741573] ; [21.06741573 28.93258427],0
v3,1,0.191784,1.703863,[31 90] ; [ 8 41],[27.75882353 93.24117647] ; [11.24117647 37.75882353],0
b3,1,0.194724,1.681513,[11 47] ; [ 8 17],[13.27710843 44.72289157] ; [ 5.72289157 19.27710843],0
b2,1,0.194724,1.681513,[11 47] ; [ 8 17],[13.27710843 44.72289157] ; [ 5.72289157 19.27710843],0
b5,1,0.276867,1.182407,[78 50] ; [26 24],[74.78651685 53.21348315] ; [29.21348315 20.78651685],0
s2,1,0.324274,0.971628,[40 87] ; [12 38],[37.31073446 89.68926554] ; [14.68926554 35.31073446],0
p4,1,0.342402,0.901418,[50 76] ; [16 34],[47.25 78.75] ; [18.75 31.25],0
p5,1,0.350406,0.871986,[  4 123] ; [ 3 45],[  5.08 121.92] ; [ 1.92 46.08],0
p6,1,0.35825,0.844019,[25 98] ; [ 7 42],[ 22.88372093 100.11627907] ; [ 9.11627907 39.88372093],0
b4,1,0.371302,0.799301,[76 52] ; [26 24],[73.34831461 54.65168539] ; [28.65168539 21.34831461],0
s5,1,0.451017,0.568095,[29 96] ; [ 9 41],[27.14285714 97.85714286] ; [10.85714286 39.14285714],0
a4,1,0.491175,0.47395,[40 88] ; [13 37],[38.11235955 89.88764045] ; [14.88764045 35.11235955],0
s4,1,0.49564,0.46426,[29 99] ; [ 9 41],[ 27.3258427 100.6741573] ; [10.6741573 39.3258427],0
a8,1,0.675238,0.175536,[  4 115] ; [ 1 46],[  3.58433735 115.41566265] ; [ 1.41566265 45.58433735],0
s3,1,0.774851,0.081816,[47 80] ; [17 32],[46.18181818 80.81818182] ; [17.81818182 31.18181818],0
v1,1,0.794861,0.067602,[46 79] ; [17 32],[45.25862069 79.74137931] ; [17.74137931 31.25862069],0
d2,1,0.801137,0.063441,[41 87] ; [17 33],[41.70786517 86.29213483] ; [16.29213483 33.70786517],0
u1,1,0.805206,0.060819,[  9 119] ; [ 3 47],[  8.62921348 119.37078652] ; [ 3.37078652 46.62921348],0
s7,1,0.827412,0.047534,[ 20 103] ; [ 7 40],[ 19.53529412 103.46470588] ; [ 7.46470588 39.53529412],0
a2,1,0.855542,0.033143,[ 14 114] ; [ 5 45],[ 13.66292135 114.33707865] ; [ 5.33707865 44.66292135],0
p12,1,0.883942,0.021308,[  3 124] ; [ 1 49],[  2.8700565 124.1299435] ; [ 1.1299435 48.8700565],0
a3,1,0.890523,0.018945,[72 56] ; [27 22],[71.59322034 56.40677966] ; [27.40677966 21.59322034],0
n1,1,0.933819,0.006896,[10 35] ; [ 6 20],[10.14084507 34.85915493] ; [ 5.85915493 20.14084507],0
n5,1,0.973975,0.001064,[40 86] ; [16 34],[40.09090909 85.90909091] ; [15.90909091 34.09090909],0
a1,1,0.976927,0.000836,[  5 123] ; [ 2 48],[  5.03370787 122.96629213] ; [ 1.96629213 48.03370787],0
