Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.378323,[39 31] ; [122  16],[54.18269231 15.81730769] ; [106.81730769  31.18269231],1
p10,1,0.000328,12.902977,[49 21] ; [123  14],[58.16425121 11.83574879] ; [113.83574879  23.16425121],1
p4,1,0.000333,12.87362,[42 28] ; [115  24],[52.58373206 17.41626794] ; [104.41626794  34.58373206],1
p6,1,0.002297,9.295877,[17 52] ; [63 72],[27.05882353 41.94117647] ; [52.94117647 82.05882353],0
p9,1,0.003661,8.44482,[53 17] ; [126  13],[59.95215311 10.04784689] ; [119.04784689  19.95215311],0
p11,1,0.004619,8.022958,[49 21] ; [120  19],[56.60287081 13.39712919] ; [112.39712919  26.60287081],0
p2,1,0.00681,7.322386,[53 17] ; [124  14],[59.56730769 10.43269231] ; [117.43269231  20.56730769],0
r4,1,0.063759,3.436793,[60 10] ; [130   9],[63.63636364  6.36363636] ; [126.36363636  12.63636364],0
d1,1,0.069658,3.291068,[31 39] ; [80 59],[37.17703349 32.82296651] ; [73.82296651 65.17703349],0
r1,1,0.069668,3.290821,[49 20] ; [114  25],[54.07211538 14.92788462] ; [108.92788462  30.07211538],0
a5,1,0.106204,2.609815,[46 24] ; [106  33],[50.90909091 19.09090909] ; [101.09090909  37.90909091],0
s8,1,0.11395,2.498565,[15 55] ; [44 94],[19.85576923 50.14423077] ; [39.14423077 98.85576923],0
r2,1,0.118207,2.440916,[63  7] ; [130   6],[65.58252427  4.41747573] ; [127.41747573   8.58252427],0
b1,1,0.123872,2.367673,[35 35] ; [54 85],[29.80861244 40.19138756] ; [59.19138756 79.80861244],0
v4,1,0.12852,2.310289,[64  6] ; [134   5],[66.31578947  3.68421053] ; [131.68421053   7.31578947],0
d3,1,0.196411,1.668859,[41 29] ; [94 45],[45.215311 24.784689] ; [89.784689 49.215311],0
p12,1,0.19953,1.645813,[ 2 68] ; [ 10 128],[ 4.03846154 65.96153846] ; [  7.96153846 130.03846154],0
b3,1,0.200804,1.636515,[20 24] ; [31 60],[16.62222222 27.37777778] ; [34.37777778 56.62222222],0
b2,1,0.200804,1.636515,[20 24] ; [31 60],[16.62222222 27.37777778] ; [34.37777778 56.62222222],0
v2,1,0.313557,1.015633,[37 31] ; [84 52],[40.33333333 27.66666667] ; [80.66666667 55.33333333],0
r3,1,0.317895,0.997587,[64  6] ; [132   7],[65.64593301  4.35406699] ; [130.35406699   8.64593301],0
a4,1,0.32937,0.951372,[26 44] ; [61 77],[29.27884615 40.72115385] ; [57.72115385 80.27884615],0
d2,1,0.344028,0.895363,[27 42] ; [64 75],[30.1875 38.8125] ; [60.8125 78.1875],0
d4,1,0.38108,0.767217,[50 20] ; [107  32],[52.58373206 17.41626794] ; [104.41626794  34.58373206],0
v1,1,0.437914,0.601743,[35 32] ; [80 58],[37.58536585 29.41463415] ; [77.41463415 60.58536585],0
s3,1,0.443726,0.586628,[15 55] ; [ 36 101],[17.24637681 52.75362319] ; [ 33.75362319 103.24637681],0
n2,1,0.457459,0.552105,[11  3] ; [12  6],[10.0625  3.9375] ; [12.9375  5.0625],0
b4,1,0.462766,0.539196,[43 27] ; [78 61],[40.52631579 29.47368421] ; [80.47368421 58.52631579],0
b5,1,0.464668,0.534626,[40 30] ; [72 67],[37.51196172 32.48803828] ; [74.48803828 64.51196172],0
s7,1,0.477572,0.504403,[21 47] ; [46 82],[23.24489796 44.75510204] ; [43.75510204 84.24489796],0
s1,1,0.517602,0.41867,[ 1 69] ; [  4 135],[ 1.67464115 68.32535885] ; [  3.32535885 135.67464115],0
n6,1,0.536495,0.382075,[57 13] ; [117  21],[58.55769231 11.44230769] ; [115.44230769  22.55769231],0
s4,1,0.546317,0.363956,[ 7 62] ; [ 18 120],[ 8.33333333 60.66666667] ; [ 16.66666667 121.33333333],0
d5,1,0.550403,0.356596,[55 15] ; [114  25],[56.60287081 13.39712919] ; [112.39712919  26.60287081],0
a3,1,0.555501,0.347553,[49 21] ; [91 47],[47.11538462 22.88461538] ; [92.88461538 45.11538462],0
a8,1,0.569595,0.323361,[ 9 52] ; [ 14 105],[ 7.79444444 53.20555556] ; [ 15.20555556 103.79444444],0
p5,1,0.58163,0.303607,[10 60] ; [ 24 115],[11.38755981 58.61244019] ; [ 22.61244019 116.38755981],0
u2,1,0.594525,0.283333,[ 9 11] ; [25 23],[10. 10.] ; [24. 24.],0
a7,1,0.606385,0.265473,[49 21] ; [102  37],[50.57416268 19.42583732] ; [100.42583732  38.57416268],0
a2,1,0.611263,0.25834,[13 57] ; [ 30 109],[14.40191388 55.59808612] ; [ 28.59808612 110.40191388],0
