Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,127.254826,[380  38] ; [45 60],[339.6749522  78.3250478] ; [85.3250478 19.6749522],1
n6,1,0.0,60.334618,[390  28] ; [68 36],[366.75095785  51.24904215] ; [91.24904215 12.75095785],1
p9,1,1e-06,24.947916,[381  37] ; [76 28],[365.95019157  52.04980843] ; [91.04980843 12.95019157],1
v1,1,2e-06,22.590962,[264 145] ; [39 62],[242.99411765 166.00588235] ; [60.00588235 40.99411765],1
p10,1,1.2e-05,19.186163,[371  46] ; [75 29],[356.97120921  60.02879079] ; [89.02879079 14.97120921],1
s7,1,0.00013,14.643211,[240 155] ; [40 61],[222.98387097 172.01612903] ; [57.01612903 43.98387097],1
v3,1,0.00024,13.484841,[186 216] ; [26 74],[169.7689243 232.2310757] ; [42.2310757 57.7689243],1
r4,1,0.000904,11.014857,[400  19] ; [91 14],[392.61259542  26.38740458] ; [98.38740458  6.61259542],1
p11,1,0.000909,11.005294,[357  62] ; [75 30],[345.4351145  73.5648855] ; [86.5648855 18.4351145],1
a3,1,0.001379,10.233123,[316 102] ; [63 42],[302.91013384 115.08986616] ; [76.08986616 28.91013384],0
p8,1,0.002187,9.385575,[280 135] ; [54 51],[266.55769231 148.44230769] ; [67.44230769 37.55769231],0
p5,1,0.002678,9.014627,[ 78 337] ; [ 7 98],[ 67.83653846 347.16346154] ; [17.16346154 87.83653846],0
s6,1,0.006061,7.532063,[311  99] ; [65 39],[299.92217899 110.07782101] ; [76.07782101 27.92217899],0
p2,1,0.006944,7.287367,[383  35] ; [86 18],[375.55938697  42.44061303] ; [93.44061303 10.55938697],0
r2,1,0.010397,6.565657,[401  15] ; [94 10],[396.  20.] ; [99.  5.],0
r1,1,0.015988,5.804247,[355  63] ; [78 26],[346.73180077  71.26819923] ; [86.26819923 17.73180077],0
b3,1,0.019721,5.436428,[113 157] ; [17 48],[104.7761194 165.2238806] ; [25.2238806 39.7761194],0
b2,1,0.019721,5.436428,[113 157] ; [17 48],[104.7761194 165.2238806] ; [25.2238806 39.7761194],0
a4,1,0.021899,5.253762,[211 206] ; [40 65],[200.51149425 216.48850575] ; [50.48850575 54.51149425],0
s8,1,0.025792,4.969942,[221 195] ; [43 62],[210.79462572 205.20537428] ; [53.20537428 51.79462572],0
n1,1,0.038396,4.287411,[33 36] ; [ 8 23],[28.29 40.71] ; [12.71 18.29],0
u3,1,0.040557,4.194409,[61 42] ; [31  9],[66.26573427 36.73426573] ; [25.73426573 14.26573427],0
p3,1,0.04366,4.069681,[290 128] ; [62 43],[281.33078394 136.66921606] ; [70.66921606 34.33078394],0
u1,1,0.059148,3.561129,[ 95 324] ; [15 90],[ 87.95801527 331.04198473] ; [22.04198473 82.95801527],0
d2,1,0.066253,3.373488,[225 193] ; [46 59],[216.59273423 201.40726577] ; [54.40726577 50.59273423],0
d5,1,0.071697,3.243734,[360  58] ; [83 22],[354.06118547  63.93881453] ; [88.93881453 16.06118547],0
p6,1,0.073574,3.201434,[210 204] ; [43 62],[201.8150289 212.1849711] ; [51.1849711 53.8150289],0
v2,1,0.076346,3.141024,[242 166] ; [49 50],[234.17751479 173.82248521] ; [56.82248521 42.17751479],0
a5,1,0.080284,3.059135,[329  90] ; [74 31],[322.24618321  96.75381679] ; [80.75381679 24.24618321],0
s3,1,0.090581,2.864016,[251 163] ; [53 50],[243.43520309 170.56479691] ; [60.56479691 42.43520309],0
s2,1,0.096773,2.757933,[241 174] ; [51 53],[233.48747592 181.51252408] ; [58.51252408 45.48747592],0
n2,1,0.111389,2.534403,[55 15] ; [19 11],[51.8 18.2] ; [22.2  7.8],0
a2,1,0.119612,2.422396,[115 304] ; [21 84],[108.7480916 310.2519084] ; [27.2519084 77.7480916],0
d1,1,0.124851,2.355391,[277 142] ; [61 44],[270.27099237 148.72900763] ; [67.72900763 37.27099237],0
s5,1,0.143357,2.141554,[161 242] ; [32 68],[154.63021869 248.36978131] ; [38.36978131 61.63021869],0
s1,1,0.160556,1.968985,[ 12 401] ; [ 6 99],[ 14.35135135 398.64864865] ; [  3.64864865 101.35135135],0
p7,1,0.162277,1.952882,[308 106] ; [71 34],[302.32369942 111.67630058] ; [76.67630058 28.32369942],0
a8,1,0.193224,1.69286,[ 53 321] ; [ 9 89],[ 49.12711864 324.87288136] ; [12.87288136 85.12711864],0
p12,1,0.233316,1.420531,[ 44 374] ; [ 7 98],[ 40.76099426 377.23900574] ; [10.23900574 94.76099426],0
d3,1,0.248981,1.329012,[304 115] ; [82 23],[308.65267176 110.34732824] ; [77.34732824 27.65267176],0
b4,1,0.299768,1.075225,[240 179] ; [66 39],[244.68320611 174.31679389] ; [61.31679389 43.68320611],0
a6,1,0.35493,0.855752,[291 128] ; [68 37],[287.0629771 131.9370229] ; [71.9370229 33.0629771],0
n3,1,0.504629,0.445188,[49 20] ; [24  7],[50.37 18.63] ; [22.63  8.37],0
d4,1,0.525452,0.40318,[353  65] ; [86 19],[350.86424474  67.13575526] ; [88.13575526 16.86424474],0
a7,1,0.56225,0.335823,[311 107] ; [81 24],[313.3001912 104.6998088] ; [78.6998088 26.3001912],0
a1,1,0.570388,0.322033,[ 22 397] ; [ 7 98],[ 23.1889313 395.8110687] ; [ 5.8110687 99.1889313],0
u2,1,0.612087,0.257147,[60 42] ; [26 15],[61.34265734 40.65734266] ; [24.65734266 16.34265734],0
b5,1,0.613682,0.254848,[240 179] ; [63 42],[242.28435115 176.71564885] ; [60.71564885 44.28435115],0
r3,1,0.634637,0.225825,[402  16] ; [102   3],[402.81453155  15.18546845] ; [101.18546845   3.81453155],0
p1,1,0.686695,0.162687,[ 43 375] ; [12 91],[ 44.12667946 373.87332054] ; [10.87332054 92.12667946],0
b1,1,0.802839,0.062337,[166 253] ; [43 62],[167.12022901 251.87977099] ; [41.87977099 63.12022901],0
s4,1,0.928195,0.008121,[ 73 339] ; [19 86],[ 73.31528046 338.68471954] ; [18.68471954 86.31528046],0
