Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000317,12.965518,[78 17] ; [75 51],[65.76923077 29.23076923] ; [87.23076923 38.76923077],1
p8,1,0.000341,12.828536,[68 28] ; [59 67],[54.91891892 41.08108108] ; [72.08108108 53.91891892],1
n6,1,0.002306,9.288729,[87  9] ; [94 32],[78.27027027 17.72972973] ; [102.72972973  23.27027027],0
p12,1,0.002766,8.955962,[12 84] ; [  3 124],[ 6.4573991 89.5426009] ; [  8.5426009 118.4573991],0
p9,1,0.003259,8.656442,[85 11] ; [92 35],[76.19730942 19.80269058] ; [100.80269058  26.19730942],0
p5,1,0.008758,6.871429,[18 78] ; [  9 117],[11.67567568 84.32432432] ; [ 15.32432432 110.67567568],0
s4,1,0.011232,6.428224,[27 66] ; [ 19 108],[19.44545455 73.55454545] ; [ 26.55454545 100.44545455],0
b3,1,0.014429,5.984878,[25 30] ; [19 57],[18.47328244 36.52671756] ; [25.52671756 50.47328244],0
b2,1,0.014429,5.984878,[25 30] ; [19 57],[18.47328244 36.52671756] ; [25.52671756 50.47328244],0
a4,1,0.016346,5.76526,[51 45] ; [47 80],[42.18834081 53.81165919] ; [55.81165919 71.18834081],0
p1,1,0.023376,5.140354,[15 81] ; [  8 119],[ 9.90134529 86.09865471] ; [ 13.09865471 113.90134529],0
p3,1,0.032112,4.592488,[69 27] ; [73 53],[61.40540541 34.59459459] ; [80.59459459 45.40540541],0
p2,1,0.051416,3.794656,[88  8] ; [105  22],[83.08520179 12.91479821] ; [109.91479821  17.08520179],0
s7,1,0.067972,3.331332,[54 37] ; [56 64],[47.44075829 43.55924171] ; [62.55924171 57.44075829],0
s6,1,0.082293,3.019024,[72 21] ; [84 42],[66.24657534 26.75342466] ; [89.75342466 36.24657534],0
a3,1,0.082888,3.007345,[71 25] ; [80 47],[65.0044843 30.9955157] ; [85.9955157 41.0044843],0
s5,1,0.086045,2.946853,[36 54] ; [36 89],[30.13953488 59.86046512] ; [41.86046512 83.13953488],0
s2,1,0.091594,2.846133,[55 40] ; [59 68],[48.78378378 46.21621622] ; [65.21621622 61.78378378],0
p10,1,0.092524,2.829896,[78 17] ; [92 35],[72.74774775 22.25225225] ; [97.25225225 29.74774775],0
n5,1,0.093767,2.808475,[72 23] ; [83 44],[66.32882883 28.67117117] ; [88.67117117 38.32882883],0
n4,1,0.097851,2.74023,[76 20] ; [88 39],[70.60089686 25.39910314] ; [93.39910314 33.60089686],0
r2,1,0.100999,2.689696,[88  5] ; [112  15],[84.54545455  8.45454545] ; [115.45454545  11.54545455],0
u3,1,0.112584,2.517568,[16  8] ; [21 24],[12.86956522 11.13043478] ; [24.13043478 20.86956522],0
u1,1,0.143691,2.137978,[19 77] ; [ 16 111],[15.06726457 80.93273543] ; [ 19.93273543 107.06726457],0
u2,1,0.175627,1.834243,[18  7] ; [25 20],[15.35714286  9.64285714] ; [27.64285714 17.35714286],0
d2,1,0.181373,1.786334,[51 45] ; [56 71],[46.06278027 49.93721973] ; [60.93721973 66.06278027],0
n3,1,0.196706,1.666667,[22  5] ; [22 11],[19.8  7.2] ; [24.2  8.8],0
s8,1,0.202278,1.625851,[44 51] ; [48 79],[39.36936937 55.63063063] ; [52.63063063 74.36936937],0
v4,1,0.26654,1.234465,[91  4] ; [117  10],[89.00900901  5.99099099] ; [118.99099099   8.00900901],0
a2,1,0.285224,1.142031,[23 73] ; [ 23 104],[19.80269058 76.19730942] ; [ 26.19730942 100.80269058],0
v2,1,0.316768,1.002245,[36 58] ; [55 67],[39.60185185 54.39814815] ; [51.39814815 70.60185185],0
r3,1,0.343176,0.89853,[89  5] ; [116  11],[87.19457014  6.80542986] ; [117.80542986   9.19457014],0
s1,1,0.356802,0.849116,[ 4 92] ; [  9 118],[ 5.59641256 90.40358744] ; [  7.40358744 119.59641256],0
r4,1,0.359236,0.840563,[85 11] ; [107  20],[82.65470852 13.34529148] ; [109.34529148  17.65470852],0
d1,1,0.38496,0.754802,[57 39] ; [68 59],[53.81165919 42.18834081] ; [71.18834081 55.81165919],0
b4,1,0.396048,0.720292,[52 44] ; [76 51],[55.10313901 40.89686099] ; [72.89686099 54.10313901],0
r1,1,0.421389,0.646439,[71 25] ; [99 27],[73.51351351 22.48648649] ; [96.48648649 29.51351351],0
a1,1,0.429663,0.623734,[ 6 90] ; [  5 122],[ 4.73542601 91.26457399] ; [  6.26457399 120.73542601],0
n1,1,0.448125,0.575391,[11 16] ; [10 22],[ 9.61016949 17.38983051] ; [11.38983051 20.61016949],0
d3,1,0.474742,0.510918,[70 26] ; [87 40],[67.58744395 28.41255605] ; [89.41255605 37.58744395],0
p11,1,0.478156,0.503066,[75 21] ; [94 33],[72.75336323 23.24663677] ; [96.24663677 30.75336323],0
a6,1,0.538126,0.379025,[62 34] ; [87 40],[64.14349776 31.85650224] ; [84.85650224 42.14349776],0
a8,1,0.560454,0.338919,[11 80] ; [ 11 104],[ 9.7184466 81.2815534] ; [ 12.2815534 102.7184466],0
b1,1,0.615507,0.252234,[41 55] ; [50 77],[39.17488789 56.82511211] ; [51.82511211 75.17488789],0
v3,1,0.642633,0.215315,[26 69] ; [30 92],[24.51612903 70.48387097] ; [31.48387097 90.51612903],0
d4,1,0.682596,0.167219,[77 19] ; [99 28],[75.76681614 20.23318386] ; [100.23318386  26.76681614],0
b5,1,0.711086,0.137195,[49 47] ; [68 59],[50.367713 45.632287] ; [66.632287 60.367713],0
d5,1,0.799282,0.064656,[75 21] ; [101  26],[75.76681614 20.23318386] ; [100.23318386  26.76681614],0
a5,1,0.80027,0.064008,[71 25] ; [92 35],[70.17040359 25.82959641] ; [92.82959641 34.17040359],0
s3,1,0.849144,0.03618,[57 38] ; [74 52],[56.31221719 38.68778281] ; [74.68778281 51.31221719],0
n2,1,0.932889,0.007091,[18  9] ; [21 11],[17.84745763  9.15254237] ; [21.15254237 10.84745763],0
a7,1,0.995741,2.8e-05,[68 28] ; [90 37],[68.01793722 27.98206278] ; [89.98206278 37.01793722],0
