Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001072,10.698994,[11 12] ; [20 98],[ 5.05673759 17.94326241] ; [25.94326241 92.05673759],0
p11,1,0.025744,4.973118,[17  7] ; [57 67],[12. 12.] ; [62. 62.],0
p4,1,0.090443,2.866463,[ 7 17] ; [ 18 103],[ 4.13793103 19.86206897] ; [ 20.86206897 100.13793103],0
b1,1,0.372382,0.795699,[14 10] ; [60 64],[12. 12.] ; [62. 62.],0
p1,1,0.73674,0.113012,[ 2 22] ; [  8 116],[ 1.62162162 22.37837838] ; [  8.37837838 115.62162162],0
