Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,146.318285,[305   7] ; [41 44],[271.91939547  40.08060453] ; [74.08060453 10.91939547],1
b1,1,0.0013,10.342066,[120 194] ; [51 38],[133.23573201 180.76426799] ; [37.76426799 51.23573201],0
a5,1,0.001764,9.780359,[212 102] ; [44 45],[199.46401985 114.53598015] ; [56.53598015 32.46401985],0
a1,1,0.002945,8.841508,[  7 307] ; [ 8 81],[ 11.68734491 302.31265509] ; [ 3.31265509 85.68734491],0
s3,1,0.004276,8.16259,[151 162] ; [27 60],[139.285 173.715] ; [38.715 48.285],0
s2,1,0.004525,8.06009,[117 195] ; [19 70],[105.81546135 206.18453865] ; [30.18453865 58.81546135],0
a2,1,0.006219,7.485634,[ 64 250] ; [ 7 82],[ 55.32009926 258.67990074] ; [15.67990074 73.32009926],0
p4,1,0.006732,7.342997,[167 146] ; [33 56],[155.72139303 157.27860697] ; [44.27860697 44.72139303],0
p8,1,0.006796,7.326097,[149 161] ; [28 60],[137.86432161 172.13567839] ; [39.13567839 48.86432161],0
a3,1,0.00812,7.006857,[205 108] ; [44 44],[194.35660848 118.64339152] ; [54.64339152 33.35660848],0
s1,1,0.011277,6.421154,[  7 303] ; [ 7 82],[ 10.87719298 299.12280702] ; [ 3.12280702 85.87719298],0
v2,1,0.012103,6.295702,[122 180] ; [22 64],[112.08247423 189.91752577] ; [31.91752577 54.08247423],0
n4,1,0.014354,5.994083,[223  91] ; [51 38],[213.48883375 100.51116625] ; [60.51116625 28.48883375],0
p6,1,0.01447,5.979832,[ 91 218] ; [14 72],[ 82.13924051 226.86075949] ; [22.86075949 63.13924051],0
n3,1,0.02211,5.237088,[57 20] ; [23 20],[51.33333333 25.66666667] ; [28.66666667 14.33333333],0
d2,1,0.022881,5.177525,[135 179] ; [26 62],[125.75621891 188.24378109] ; [35.24378109 52.75621891],0
n2,1,0.026418,4.928422,[55 22] ; [22 21],[49.40833333 27.59166667] ; [27.59166667 15.40833333],0
a4,1,0.046092,3.978244,[125 187] ; [25 63],[117. 195.] ; [33. 55.],0
u1,1,0.057305,3.613715,[ 45 269] ; [ 6 83],[ 39.7369727 274.2630273] ; [11.2630273 77.7369727],0
s7,1,0.060025,3.536681,[105 198] ; [20 64],[ 97.86821705 205.13178295] ; [27.13178295 56.86821705],0
v1,1,0.061024,3.509324,[122 185] ; [25 62],[114.54060914 192.45939086] ; [32.45939086 54.54060914],0
u2,1,0.063057,3.455106,[61 47] ; [18 27],[55.76470588 52.23529412] ; [23.23529412 21.76470588],0
b5,1,0.077596,3.114539,[205 109] ; [49 40],[197.9057072 116.0942928] ; [56.0942928 32.9057072],0
a8,1,0.16861,1.89526,[ 36 254] ; [ 6 79],[ 32.48 257.52] ; [ 9.52 75.48],0
n5,1,0.21731,1.522047,[216  95] ; [55 33],[211.23057644  99.76942356] ; [59.76942356 28.23057644],0
s4,1,0.220035,1.504145,[ 40 271] ; [16 73],[ 43.54 267.46] ; [12.46 76.54],0
p5,1,0.375562,0.78518,[ 14 298] ; [ 6 82],[ 15.6 296.4] ; [ 4.4 83.6],0
b4,1,0.464862,0.534163,[176 138] ; [46 43],[172.97270471 141.02729529] ; [49.02729529 39.97270471],0
p12,1,0.756568,0.096095,[  9 303] ; [ 2 86],[  8.58 303.42] ; [ 2.42 85.58],0
p1,1,0.785097,0.074356,[ 20 292] ; [ 5 84],[ 19.45137157 292.54862843] ; [ 5.54862843 83.45137157],0
b2,1,0.840931,0.040281,[ 57 116] ; [17 37],[ 56.39647577 116.60352423] ; [17.60352423 36.39647577],0
b3,1,0.840931,0.040281,[ 57 116] ; [17 37],[ 56.39647577 116.60352423] ; [17.60352423 36.39647577],0
n1,1,0.984078,0.000398,[27 50] ; [15 28],[26.95 50.05] ; [15.05 27.95],0
