Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,146.318285,[305   7] ; [41 44],[271.91939547  40.08060453] ; [74.08060453 10.91939547],1
r3,1,0.0,145.929761,[309   4] ; [46 42],[277.09476309  35.90523691] ; [77.90523691 10.09476309],1
r1,1,0.0,114.24913,[258  54] ; [21 68],[217.07730673  94.92269327] ; [61.92269327 27.07730673],1
v4,1,0.0,99.859741,[302  10] ; [51 37],[275.34  36.66] ; [77.66 10.34],1
a7,1,0.0,34.149182,[244  69] ; [41 48],[221.90298507  91.09701493] ; [63.09701493 25.90298507],1
p11,1,0.0,29.512058,[247  67] ; [44 45],[226.73449132  87.26550868] ; [64.26550868 24.73449132],1
n6,1,0.0,27.081966,[255  59] ; [47 40],[236.47880299  77.52119701] ; [65.52119701 21.47880299],1
s6,1,0.0,26.136585,[177 136] ; [23 66],[155.72139303 157.27860697] ; [44.27860697 44.72139303],1
p2,1,1e-06,24.480375,[257  56] ; [50 38],[239.62842893  73.37157107] ; [67.37157107 20.62842893],1
d5,1,1e-06,24.034128,[247  66] ; [47 42],[228.91044776  84.08955224] ; [65.08955224 23.91044776],1
a6,1,3e-06,22.014153,[228  86] ; [41 48],[209.59305211 104.40694789] ; [59.40694789 29.59305211],1
p9,1,5e-06,20.835098,[245  66] ; [46 39],[228.53787879  82.46212121] ; [62.46212121 22.53787879],1
d3,1,5.8e-05,16.16066,[209 104] ; [38 50],[192.79551122 120.20448878] ; [54.20448878 33.79551122],1
p10,1,0.000126,14.70636,[228  83] ; [45 42],[213.3241206  97.6758794] ; [59.6758794 27.3241206],1
d1,1,0.00023,13.569261,[161 153] ; [26 63],[145.70223325 168.29776675] ; [41.29776675 47.70223325],1
p7,1,0.00039,12.579434,[181 127] ; [32 54],[166.50761421 141.49238579] ; [46.49238579 39.50761421],1
u3,1,0.000609,11.74799,[65 43] ; [13 31],[55.42105263 52.57894737] ; [22.57894737 21.42105263],1
d4,1,0.000655,11.612541,[240  73] ; [52 37],[227.35323383  85.64676617] ; [64.64676617 24.35323383],1
s8,1,0.001169,10.539374,[101 213] ; [13 76],[ 88.82382134 225.17617866] ; [25.17617866 63.82382134],0
p3,1,0.001284,10.365842,[126 187] ; [19 69],[113.17955112 199.82044888] ; [31.82044888 56.17955112],0
