Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.008295,6.968641,[2 5] ; [ 1 40],[0.4375 6.5625] ; [ 2.5625 38.4375],0
p1,1,0.008596,6.904928,[3 4] ; [ 3 38],[0.875 6.125] ; [ 5.125 35.875],0
v1,1,0.037607,4.322721,[4 3] ; [ 8 32],[1.78723404 5.21276596] ; [10.21276596 29.78723404],0
a2,1,0.08888,2.894547,[2 5] ; [ 3 38],[0.72916667 6.27083333] ; [ 4.27083333 36.72916667],0
p9,1,0.192847,1.695733,[4 2] ; [15 24],[2.53333333 3.46666667] ; [16.46666667 22.53333333],0
s1,1,0.25655,1.28728,[2 5] ; [ 5 36],[1.02083333 5.97916667] ; [ 5.97916667 35.02083333],0
a1,1,0.25655,1.28728,[2 5] ; [ 5 36],[1.02083333 5.97916667] ; [ 5.97916667 35.02083333],0
p8,1,0.270548,1.213967,[2 5] ; [ 5 35],[1.04255319 5.95744681] ; [ 5.95744681 34.04255319],0
n4,1,0.29476,1.097751,[6 1] ; [27 14],[4.8125 2.1875] ; [28.1875 12.8125],0
r2,1,0.296347,1.090561,[5 2] ; [19 19],[3.73333333 3.26666667] ; [20.26666667 17.73333333],0
d3,1,0.368841,0.807566,[4 3] ; [16 25],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
b5,1,0.447019,0.578198,[2 5] ; [18 23],[2.91666667 4.08333333] ; [17.08333333 23.91666667],0
p4,1,0.471313,0.518896,[2 5] ; [ 7 34],[1.3125 5.6875] ; [ 7.6875 33.3125],0
a3,1,0.488464,0.479907,[5 2] ; [23 17],[4.17021277 2.82978723] ; [23.82978723 16.17021277],0
s3,1,0.498796,0.457498,[1 5] ; [12 28],[1.69565217 4.30434783] ; [11.30434783 28.69565217],0
p11,1,0.519172,0.415538,[2 5] ; [17 24],[2.77083333 4.22916667] ; [16.22916667 24.77083333],0
n2,1,0.587793,0.293803,[2 1] ; [11 11],[1.56 1.44] ; [11.44 10.56],0
n1,1,0.587793,0.293803,[2 1] ; [11 11],[1.56 1.44] ; [11.44 10.56],0
a7,1,0.597015,0.279521,[4 3] ; [19 22],[3.35416667 3.64583333] ; [19.64583333 21.35416667],0
a6,1,0.597015,0.279521,[4 3] ; [19 22],[3.35416667 3.64583333] ; [19.64583333 21.35416667],0
b4,1,0.597525,0.278746,[5 2] ; [25 16],[4.375 2.625] ; [25.625 15.375],0
n5,1,0.597525,0.278746,[5 2] ; [25 16],[4.375 2.625] ; [25.625 15.375],0
v2,1,0.60922,0.261313,[2 5] ; [ 8 32],[1.4893617 5.5106383] ; [ 8.5106383 31.4893617],0
d4,1,0.656057,0.198348,[4 3] ; [27 14],[4.52083333 2.47916667] ; [26.47916667 14.52083333],0
d1,1,0.682001,0.167882,[2 5] ; [15 26],[2.47916667 4.52083333] ; [14.52083333 26.47916667],0
b2,1,0.683178,0.16657,[2 2] ; [11 17],[1.625 2.375] ; [11.375 16.625],0
b3,1,0.683178,0.16657,[2 2] ; [11 17],[1.625 2.375] ; [11.375 16.625],0
a4,1,0.689802,0.1593,[3 4] ; [14 26],[2.53191489 4.46808511] ; [14.46808511 25.53191489],0
s4,1,0.716919,0.131464,[1 6] ; [ 4 37],[0.72916667 6.27083333] ; [ 4.27083333 36.72916667],0
s2,1,0.759183,0.093975,[1 5] ; [ 5 36],[0.76595745 5.23404255] ; [ 5.23404255 35.76595745],0
a5,1,0.771869,0.08406,[4 3] ; [21 20],[3.64583333 3.35416667] ; [21.35416667 19.64583333],0
r1,1,0.772445,0.083624,[2 5] ; [14 27],[2.33333333 4.66666667] ; [13.66666667 27.33333333],0
s7,1,0.790513,0.070567,[1 4] ; [ 6 33],[0.79545455 4.20454545] ; [ 6.20454545 32.79545455],0
r3,1,0.82034,0.051578,[3 4] ; [19 21],[3.27659574 3.72340426] ; [18.72340426 21.27659574],0
n6,1,0.826328,0.048142,[3 4] ; [15 24],[2.73913043 4.26086957] ; [15.26086957 23.73913043],0
p2,1,0.837022,0.042314,[2 5] ; [13 27],[2.23404255 4.76595745] ; [12.76595745 27.23404255],0
p3,1,0.854883,0.033449,[1 6] ; [ 7 34],[1.16666667 5.83333333] ; [ 6.83333333 34.16666667],0
r4,1,0.854883,0.033449,[1 6] ; [ 7 34],[1.16666667 5.83333333] ; [ 6.83333333 34.16666667],0
d5,1,0.864228,0.029239,[4 3] ; [22 19],[3.79166667 3.20833333] ; [22.20833333 18.79166667],0
d2,1,0.916215,0.011068,[3 4] ; [18 22],[3.12765957 3.87234043] ; [17.87234043 22.12765957],0
p10,1,0.936293,0.006389,[2 4] ; [14 26],[2.08695652 3.91304348] ; [13.91304348 26.08695652],0
b1,1,0.958908,0.002655,[4 3] ; [23 18],[3.9375 3.0625] ; [23.0625 17.9375],0
