Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.007076,7.253524,[16 11] ; [40 86],[ 9.88235294 17.11764706] ; [46.11764706 79.88235294],0
b3,1,0.01044,6.558257,[11  5] ; [26 50],[6.43478261 9.56521739] ; [30.56521739 45.43478261],0
b2,1,0.01044,6.558257,[11  5] ; [26 50],[6.43478261 9.56521739] ; [30.56521739 45.43478261],0
s7,1,0.032631,4.565038,[16 10] ; [46 73],[11.11724138 14.88275862] ; [50.88275862 68.11724138],0
d1,1,0.049561,3.856265,[19  8] ; [63 64],[14.37662338 12.62337662] ; [67.62337662 59.37662338],0
v2,1,0.05047,3.825772,[20  6] ; [68 53],[15.56462585 10.43537415] ; [72.43537415 48.56462585],0
p1,1,0.060595,3.521027,[ 5 22] ; [  9 118],[ 2.45454545 24.54545455] ; [ 11.54545455 115.45454545],0
p4,1,0.063037,3.455626,[17 10] ; [55 72],[12.62337662 14.37662338] ; [59.37662338 67.62337662],0
b5,1,0.065057,3.403519,[22  5] ; [80 47],[17.88311688  9.11688312] ; [84.11688312 42.88311688],0
u4,1,0.08357,2.99407,[ 2 25] ; [  2 125],[ 0.7012987 26.2987013] ; [  3.2987013 123.7012987],0
p8,1,0.107485,2.590818,[11 16] ; [32 94],[ 7.58823529 19.41176471] ; [35.41176471 90.58823529],0
d3,1,0.12356,2.371603,[21  6] ; [79 48],[17.53246753  9.46753247] ; [82.46753247 44.53246753],0
p3,1,0.137597,2.204634,[13 14] ; [42 85],[ 9.64285714 17.35714286] ; [45.35714286 81.64285714],0
s2,1,0.153142,2.040676,[17  9] ; [62 62],[13.69333333 12.30666667] ; [65.30666667 58.69333333],0
a4,1,0.161637,1.958848,[16 11] ; [56 70],[12.70588235 14.29411765] ; [59.29411765 66.70588235],0
n1,1,0.223946,1.478905,[4 2] ; [14 21],[2.63414634 3.36585366] ; [15.36585366 19.63414634],0
r4,1,0.226882,1.460302,[25  2] ; [106  21],[22.96753247  4.03246753] ; [108.03246753  18.96753247],0
u1,1,0.242073,1.368483,[ 6 21] ; [ 17 110],[ 4.03246753 22.96753247] ; [ 18.96753247 108.03246753],0
d2,1,0.277954,1.177069,[15 12] ; [56 71],[12.44805195 14.55194805] ; [58.55194805 68.44805195],0
d5,1,0.279986,1.167159,[23  4] ; [96 31],[20.86363636  6.13636364] ; [98.13636364 28.86363636],0
d4,1,0.279986,1.167159,[23  4] ; [96 31],[20.86363636  6.13636364] ; [98.13636364 28.86363636],0
a5,1,0.294067,1.100907,[22  5] ; [91 36],[19.81168831  7.18831169] ; [93.18831169 33.81168831],0
s3,1,0.3112,1.025576,[11 15] ; [66 58],[13.34666667 12.65333333] ; [63.65333333 60.34666667],0
p9,1,0.318636,0.994538,[24  3] ; [101  24],[22.20394737  4.79605263] ; [102.79605263  22.20394737],0
r3,1,0.32499,0.96876,[26  1] ; [114  12],[24.70588235  2.29411765] ; [115.29411765  10.70588235],0
s6,1,0.341293,0.905568,[20  7] ; [80 44],[17.8807947  9.1192053] ; [82.1192053 41.8807947],0
v4,1,0.37799,0.777229,[26  1] ; [115  11],[24.88235294  2.11764706] ; [116.11764706   9.88235294],0
a7,1,0.378566,0.775354,[21  6] ; [88 39],[19.11038961  7.88961039] ; [89.88961039 37.11038961],0
p10,1,0.440199,0.595763,[21  6] ; [88 37],[19.36184211  7.63815789] ; [89.63815789 35.36184211],0
n2,1,0.465985,0.531481,[4 2] ; [28  7],[4.68292683 1.31707317] ; [27.31707317  7.68292683],0
v3,1,0.519733,0.414423,[ 9 16] ; [52 69],[10.44520548 14.55479452] ; [50.55479452 70.44520548],0
b1,1,0.548347,0.360286,[11 16] ; [44 83],[ 9.64285714 17.35714286] ; [45.35714286 81.64285714],0
n4,1,0.568836,0.324633,[21  6] ; [92 35],[19.81168831  7.18831169] ; [93.18831169 33.81168831],0
s4,1,0.583951,0.29989,[ 3 24] ; [ 19 106],[ 3.90789474 23.09210526] ; [ 18.09210526 106.90789474],0
a3,1,0.59478,0.28294,[17 10] ; [86 40],[18.17647059  8.82352941] ; [84.82352941 41.17647059],0
s5,1,0.604121,0.268825,[ 8 17] ; [32 87],[ 6.94444444 18.05555556] ; [33.05555556 85.94444444],0
a8,1,0.660516,0.192897,[ 2 22] ; [ 13 101],[ 2.60869565 21.39130435] ; [ 12.39130435 101.60869565],0
p12,1,0.706474,0.141825,[ 3 24] ; [ 11 114],[ 2.48684211 24.51315789] ; [ 11.51315789 113.48684211],0
p5,1,0.72088,0.127652,[ 2 25] ; [ 12 113],[ 2.48684211 24.51315789] ; [ 11.51315789 113.48684211],0
u3,1,0.728362,0.120621,[6 4] ; [27 14],[6.47058824 3.52941176] ; [26.52941176 14.47058824],0
n5,1,0.728755,0.120258,[19  8] ; [85 42],[18.23376623  8.76623377] ; [85.76623377 41.23376623],0
n6,1,0.793167,0.068749,[21  6] ; [95 31],[20.47058824  6.52941176] ; [95.52941176 30.47058824],0
r1,1,0.875976,0.024359,[21  6] ; [97 30],[20.68831169  6.31168831] ; [97.31168831 29.68831169],0
n3,1,0.926191,0.008582,[4 2] ; [24 11],[4.09756098 1.90243902] ; [23.90243902 11.09756098],0
a2,1,0.945023,0.004755,[ 6 21] ; [29 98],[ 6.13636364 20.86363636] ; [28.86363636 98.13636364],0
s1,1,0.948758,0.00413,[ 1 26] ; [  5 121],[ 1.05882353 25.94117647] ; [  4.94117647 121.05882353],0
b4,1,0.955246,0.003149,[16 11] ; [76 51],[16.12987013 10.87012987] ; [75.87012987 51.12987013],0
a6,1,0.958228,0.002743,[18  9] ; [84 43],[17.88311688  9.11688312] ; [84.11688312 42.88311688],0
p11,1,0.958974,0.002646,[19  8] ; [90 37],[19.11038961  7.88961039] ; [89.88961039 37.11038961],0
p2,1,0.994992,3.9e-05,[20  7] ; [94 33],[19.98701299  7.01298701] ; [94.01298701 32.98701299],0
u2,1,1.0,0.0,[6 4] ; [24 16],[6. 4.] ; [24. 16.],0
