Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,213.165954,[279 118] ; [ 82 338],[175.41860465 221.58139535] ; [185.58139535 234.41860465],1
s2,1,0.0,156.362546,[295 104] ; [125 290],[205.87223587 193.12776413] ; [214.12776413 200.87223587],1
s6,1,0.0,108.164963,[337  58] ; [210 201],[268.0707196 126.9292804] ; [278.9292804 132.0707196],1
s3,1,0.0,106.591489,[298  99] ; [162 252],[225.17879162 171.82120838] ; [234.82120838 179.17879162],1
s5,1,0.0,49.380969,[175 208] ; [ 89 315],[128.47776366 254.52223634] ; [135.52223634 268.47776366],1
a3,1,0.0,41.188106,[323  75] ; [255 165],[281.22738386 116.77261614] ; [296.77261614 123.22738386],1
n4,1,0.0,33.307348,[337  61] ; [283 137],[301.66259169  96.33740831] ; [318.33740831 101.66259169],1
p6,1,0.0,32.789248,[183 211] ; [111 300],[143.89565217 250.10434783] ; [150.10434783 260.89565217],1
u1,1,0.0,27.54167,[101 299] ; [ 47 374],[ 72.10718636 327.89281364] ; [ 75.89281364 345.10718636],1
p3,1,0.0,27.472105,[233 165] ; [168 250],[195.58578431 202.41421569] ; [205.41421569 212.58578431],1
p4,1,0.0,27.104067,[271 127] ; [208 207],[234.49200492 163.50799508] ; [244.50799508 170.49200492],1
n5,1,1e-06,24.32227,[323  75] ; [274 142],[291.8992629 106.1007371] ; [305.1007371 110.8992629],1
p5,1,8e-06,19.824053,[ 63 332] ; [ 26 393],[ 43.18796069 351.81203931] ; [ 45.81203931 373.18796069],1
v3,1,3.1e-05,17.336034,[180 205] ; [130 273],[151.45939086 233.54060914] ; [158.54060914 244.45939086],1
p9,1,3.7e-05,16.993974,[357  40] ; [329  85],[335.81011097  61.18988903] ; [350.18988903  63.81011097],1
a5,1,6e-05,16.087873,[316  84] ; [280 141],[290.37758831 109.62241169] ; [305.62241169 115.37758831],1
p7,1,6.2e-05,16.043119,[278 111] ; [238 173],[250.905 138.095] ; [265.095 145.905],1
d2,1,0.000152,14.349653,[218 180] ; [174 245],[190.9620563 207.0379437] ; [201.0379437 217.9620563],1
p10,1,0.000195,13.875356,[341  56] ; [312 101],[320.05061728  76.94938272] ; [332.94938272  80.05061728],1
a2,1,0.000298,13.084724,[116 284] ; [ 77 344],[ 94.0316687 305.9683313] ; [ 98.9683313 322.0316687],1
n6,1,0.000798,11.24637,[353  44] ; [337  82],[335.69852941  61.30147059] ; [354.30147059  64.69852941],1
d1,1,0.00102,10.791555,[258 142] ; [224 197],[234.83556638 165.16443362] ; [247.16443362 173.83556638],0
u4,1,0.00174,9.805399,[ 16 384] ; [  3 418],[  9.25700365 390.74299635] ; [  9.74299635 411.25700365],0
a4,1,0.001834,9.708435,[198 201] ; [163 257],[175.87179487 223.12820513] ; [185.12820513 234.87179487],0
n1,1,0.003835,8.360157,[39 42] ; [27 72],[29.7 51.3] ; [36.3 62.7],0
r1,1,0.004797,7.95452,[340  59] ; [324  94],[324.27906977  74.72093023] ; [339.72093023  78.27906977],0
v1,1,0.00596,7.5623,[228 161] ; [200 209],[208.63659148 180.36340852] ; [219.36340852 189.63659148],0
a8,1,0.006616,7.374292,[ 63 294] ; [ 42 349],[ 50.11363636 306.88636364] ; [ 54.88636364 336.11363636],0
p8,1,0.009375,6.749871,[223 171] ; [196 217],[204.56753408 189.43246592] ; [214.43246592 198.56753408],0
p12,1,0.009868,6.658638,[ 40 357] ; [ 22 395],[ 30.23832924 366.76167076] ; [ 31.76167076 385.23832924],0
s4,1,0.010185,6.602179,[ 82 316] ; [ 57 356],[ 68.21454994 329.78545006] ; [ 70.78545006 342.21454994],0
v2,1,0.011618,6.368254,[236 152] ; [206 191],[218.46624204 169.53375796] ; [223.53375796 173.46624204],0
r2,1,0.011889,6.327314,[388   9] ; [394  24],[380.92515337  16.07484663] ; [401.07484663  16.92515337],0
b3,1,0.014877,5.930948,[119 158] ; [ 71 149],[105.89537223 171.10462777] ; [ 84.10462777 135.89537223],0
b2,1,0.014877,5.930948,[119 158] ; [ 71 149],[105.89537223 171.10462777] ; [ 84.10462777 135.89537223],0
d4,1,0.017042,5.692026,[341  56] ; [335  86],[328.08312958  68.91687042] ; [347.91687042  73.08312958],0
d5,1,0.022587,5.199991,[334  63] ; [327  93],[321.19583843  75.80416157] ; [339.80416157  80.19583843],0
u3,1,0.027687,4.847423,[54 23] ; [90 73],[46.2 30.8] ; [97.8 65.2],0
s1,1,0.036034,4.395496,[ 18 378] ; [  8 404],[ 12.74257426 383.25742574] ; [ 13.25742574 398.74257426],0
a1,1,0.044384,4.041887,[ 24 376] ; [ 13 408],[ 18.02679659 381.97320341] ; [ 18.97320341 402.02679659],0
p2,1,0.050276,3.832217,[343  56] ; [338  80],[332.58139535  66.41860465] ; [348.41860465  69.58139535],0
d3,1,0.052114,3.772116,[289 109] ; [278 141],[276.2129743 121.7870257] ; [290.7870257 128.2129743],0
u2,1,0.060762,3.516465,[49 27] ; [84 79],[42.29288703 33.70711297] ; [90.70711297 72.29288703],0
p1,1,0.107912,2.584535,[ 40 358] ; [ 29 390],[ 33.61321909 364.38678091] ; [ 35.38678091 383.61321909],0
b5,1,0.111834,2.52811,[232 168] ; [267 154],[243.1181486 156.8818514] ; [255.8818514 165.1181486],0
