Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,41.081064,[187  68] ; [20 45],[164.953125  90.046875] ; [42.046875 22.953125],1
p8,1,0.0,28.189444,[194  60] ; [27 37],[176.52201258  77.47798742] ; [44.47798742 19.52201258],1
p2,1,7.6e-05,15.665638,[236  19] ; [49 16],[227.109375  27.890625] ; [57.890625  7.109375],1
p11,1,0.000119,14.815764,[218  37] ; [42 23],[207.1875  47.8125] ; [52.8125 12.1875],1
p10,1,0.000805,11.230033,[224  29] ; [46 18],[215.48895899  37.51104101] ; [54.51104101  9.48895899],1
d3,1,0.000948,10.926937,[198  57] ; [36 27],[187.64150943  67.35849057] ; [46.35849057 16.64150943],1
p7,1,0.001236,10.435661,[221  32] ; [43 18],[212.7133758  40.2866242] ; [51.2866242  9.7133758],0
p5,1,0.001286,10.36286,[ 56 199] ; [ 3 62],[ 47.015625 207.984375] ; [11.984375 53.015625],0
a5,1,0.002282,9.307562,[200  55] ; [39 26],[190.453125  64.546875] ; [48.546875 16.453125],0
d1,1,0.002554,9.101254,[173  82] ; [31 34],[162.5625  92.4375] ; [41.4375 23.5625],0
a4,1,0.002663,9.024917,[139 115] ; [22 43],[128.19435737 125.80564263] ; [32.80564263 32.19435737],0
d5,1,0.003358,8.601717,[218  36] ; [45 19],[210.06918239  43.93081761] ; [52.93081761 11.06918239],0
p9,1,0.003405,8.576683,[235  20] ; [51 13],[228.62068966  26.37931034] ; [57.37931034  6.62068966],0
s6,1,0.005123,7.835505,[194  56] ; [38 25],[185.30351438  64.69648562] ; [46.69648562 16.30351438],0
b5,1,0.007788,7.081618,[142 113] ; [48 17],[151.40625 103.59375] ; [38.59375 26.40625],0
d2,1,0.015326,5.878629,[141 114] ; [25 40],[132.28125 122.71875] ; [33.71875 31.28125],0
n4,1,0.019794,5.429941,[219  36] ; [48 17],[212.765625  42.234375] ; [54.234375 10.765625],0
n6,1,0.023044,5.165199,[231  22] ; [53 12],[225.94968553  27.05031447] ; [58.05031447  6.94968553],0
n5,1,0.026365,4.931937,[210  43] ; [46 19],[203.67295597  49.32704403] ; [52.32704403 12.67295597],0
a7,1,0.035109,4.43987,[192  62] ; [40 24],[185.3081761  68.6918239] ; [46.6918239 17.3081761],0
r1,1,0.038529,4.281518,[213  42] ; [47 18],[207.1875  47.8125] ; [52.8125 12.1875],0
p12,1,0.045973,3.982581,[ 35 220] ; [ 3 61],[ 30.37617555 224.62382445] ; [ 7.62382445 56.37617555],0
a2,1,0.063236,3.450425,[ 72 183] ; [11 54],[ 66.140625 188.859375] ; [16.859375 48.140625],0
d4,1,0.065799,3.38484,[219  35] ; [50 15],[214.18808777  39.81191223] ; [54.81191223 10.18808777],0
v1,1,0.070483,3.271732,[161  91] ; [33 31],[154.70886076  97.29113924] ; [39.29113924 24.70886076],0
b4,1,0.091562,2.846694,[155 100] ; [32 33],[149.015625 105.984375] ; [37.984375 27.015625],0
