Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.1e-05,17.347963,[92 11] ; [4 6],[87.50442478 15.49557522] ; [8.49557522 1.50442478],1
v4,1,0.00072,11.436696,[96  7] ; [6 4],[92.97345133 10.02654867] ; [9.02654867 0.97345133],1
p11,1,0.002961,8.831595,[77 26] ; [3 7],[72.92035398 30.07964602] ; [7.07964602 2.92035398],0
v2,1,0.003439,8.558663,[55 39] ; [1 9],[50.61538462 43.38461538] ; [5.38461538 4.61538462],0
n6,1,0.009878,6.656846,[79 23] ; [4 6],[75.58928571 26.41071429] ; [7.41071429 2.58928571],0
p5,1,0.016671,5.730702,[ 7 92] ; [3 7],[ 9.08256881 89.91743119] ; [0.91743119 9.08256881],0
p8,1,0.024874,5.032639,[27 76] ; [6 4],[30.07964602 72.92035398] ; [2.92035398 7.07964602],0
b4,1,0.033747,4.507501,[57 46] ; [9 1],[60.15929204 42.84070796] ; [5.84070796 4.15929204],0
p1,1,0.037197,4.34137,[ 9 94] ; [3 7],[10.9380531 92.0619469] ; [1.0619469 8.9380531],0
s2,1,0.037577,4.324058,[55 46] ; [2 8],[51.86486486 49.13513514] ; [5.13513514 4.86486486],0
p10,1,0.04003,4.216599,[88 15] ; [6 4],[85.68141593 17.31858407] ; [8.31858407 1.68141593],0
s1,1,0.061821,3.487847,[ 5 96] ; [2 8],[ 6.36936937 94.63063063] ; [0.63063063 9.36936937],0
p4,1,0.064277,3.423435,[40 61] ; [1 9],[37.30630631 63.69369369] ; [3.69369369 6.30630631],0
d4,1,0.07162,3.245499,[77 24] ; [5 5],[74.61261261 26.38738739] ; [7.38738739 2.61261261],0
s8,1,0.079089,3.083519,[50 52] ; [2 8],[47.35714286 54.64285714] ; [4.64285714 5.35714286],0
r1,1,0.129795,2.294949,[75 28] ; [5 5],[72.92035398 30.07964602] ; [7.07964602 2.92035398],0
b3,1,0.13562,2.226962,[26 40] ; [1 7],[24.08108108 41.91891892] ; [2.91891892 5.08108108],0
b2,1,0.13562,2.226962,[26 40] ; [1 7],[24.08108108 41.91891892] ; [2.91891892 5.08108108],0
a1,1,0.140917,2.16792,[ 7 96] ; [2 8],[ 8.20353982 94.79646018] ; [0.79646018 9.20353982],0
s6,1,0.140968,2.16736,[65 37] ; [4 6],[62.83928571 39.16071429] ; [6.16071429 3.83928571],0
d2,1,0.276453,1.184447,[48 52] ; [3 7],[46.36363636 53.63636364] ; [4.63636364 5.36363636],0
p3,1,0.277152,1.181002,[38 64] ; [2 8],[36.42857143 65.57142857] ; [3.57142857 6.42857143],0
b5,1,0.2806,1.164182,[69 34] ; [5 5],[67.45132743 35.54867257] ; [6.54867257 3.45132743],0
d1,1,0.322382,0.97926,[58 45] ; [4 6],[56.51327434 46.48672566] ; [5.48672566 4.51327434],0
a7,1,0.339338,0.912931,[67 36] ; [8 2],[68.36283186 34.63716814] ; [6.63716814 3.36283186],0
s3,1,0.370327,0.802566,[55 47] ; [3 5],[53.78181818 48.21818182] ; [4.21818182 3.78181818],0
v1,1,0.397837,0.714854,[46 54] ; [6 4],[47.27272727 52.72727273] ; [4.72727273 5.27272727],0
a3,1,0.40805,0.684476,[66 37] ; [7 2],[67.13392857 35.86607143] ; [5.86607143 3.13392857],0
s5,1,0.437677,0.602364,[30 64] ; [2 8],[28.92307692 65.07692308] ; [3.07692308 6.92307692],0
s7,1,0.448696,0.573944,[46 53] ; [3 6],[44.91666667 54.08333333] ; [4.08333333 4.91666667],0
d5,1,0.456329,0.554885,[72 29] ; [6 4],[70.97297297 30.02702703] ; [7.02702703 2.97297297],0
n4,1,0.466264,0.530817,[71 32] ; [8 2],[72.00884956 30.99115044] ; [6.99115044 3.00884956],0
d3,1,0.482581,0.493026,[62 39] ; [5 5],[60.96396396 40.03603604] ; [6.03603604 3.96396396],0
a5,1,0.517887,0.418099,[72 31] ; [6 4],[71.09734513 31.90265487] ; [6.90265487 3.09734513],0
n5,1,0.52953,0.395294,[72 30] ; [8 2],[72.85714286 29.14285714] ; [7.14285714 2.85714286],0
b1,1,0.572096,0.319188,[42 61] ; [5 5],[42.84070796 60.15929204] ; [4.15929204 5.84070796],0
p6,1,0.611625,0.257816,[28 74] ; [2 8],[27.32142857 74.67857143] ; [2.67857143 7.32142857],0
n3,1,0.750798,0.100862,[27  9] ; [2 1],[26.76923077  9.23076923] ; [2.23076923 0.76923077],0
p7,1,0.78192,0.076628,[38 62] ; [3 6],[37.6146789 62.3853211] ; [3.3853211 5.6146789],0
a6,1,0.784306,0.074918,[65 36] ; [6 4],[64.6036036 36.3963964] ; [6.3963964 3.6036036],0
v3,1,0.83033,0.045915,[34 59] ; [4 6],[34.31067961 58.68932039] ; [3.68932039 6.31067961],0
a4,1,0.856947,0.032494,[49 54] ; [4 5],[48.74107143 54.25892857] ; [4.25892857 4.74107143],0
r2,1,0.900915,0.015502,[93  9] ; [9 1],[92.89285714  9.10714286] ; [9.10714286 0.89285714],0
a2,1,0.920079,0.010067,[22 81] ; [2 8],[21.87610619 81.12389381] ; [2.12389381 7.87610619],0
a8,1,0.991769,0.000106,[11 87] ; [1 8],[10.99065421 87.00934579] ; [1.00934579 7.99065421],0
