Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,43.549681,[ 5 50] ; [36 14],[21.47619048 33.52380952] ; [19.52380952 30.47619048],1
n5,1,1.4e-05,18.86669,[25 30] ; [43  7],[35.61904762 19.38095238] ; [32.38095238 17.61904762],1
p9,1,5.9e-05,16.131818,[30 25] ; [45  5],[39.28571429 15.71428571] ; [35.71428571 14.28571429],1
p10,1,6.6e-05,15.925267,[28 26] ; [44  6],[37.38461538 16.61538462] ; [34.61538462 15.38461538],1
b3,1,0.000173,14.103041,[ 5 32] ; [18 14],[12.33333333 24.66666667] ; [10.66666667 21.33333333],1
b2,1,0.000173,14.103041,[ 5 32] ; [18 14],[12.33333333 24.66666667] ; [10.66666667 21.33333333],1
s6,1,0.000276,13.223291,[22 32] ; [38 12],[31.15384615 22.84615385] ; [28.84615385 21.15384615],1
s2,1,0.000657,11.607398,[18 37] ; [33 17],[26.71428571 28.28571429] ; [24.28571429 25.71428571],1
a5,1,0.001353,10.268826,[18 37] ; [32 18],[26.19047619 28.80952381] ; [23.80952381 26.19047619],0
p8,1,0.003049,8.777799,[27 27] ; [39 11],[34.26923077 19.73076923] ; [31.73076923 18.26923077],0
r4,1,0.003378,8.590909,[38 17] ; [46  4],[44. 11.] ; [40. 10.],0
n6,1,0.003378,8.590909,[38 17] ; [46  4],[44. 11.] ; [40. 10.],0
s5,1,0.003481,8.536301,[ 9 45] ; [21 28],[15.72815534 38.27184466] ; [14.27184466 34.72815534],0
s3,1,0.003534,8.508741,[26 28] ; [38 12],[33.23076923 20.76923077] ; [30.76923077 19.23076923],0
p2,1,0.00387,8.344044,[40 15] ; [47  3],[45.57142857  9.42857143] ; [41.42857143  8.57142857],0
r2,1,0.004606,8.028133,[42 13] ; [47  2],[47.06730769  7.93269231] ; [41.93269231  7.06730769],0
r1,1,0.004711,7.987087,[31 24] ; [41  9],[37.71428571 17.28571429] ; [34.28571429 15.71428571],0
p6,1,0.008526,6.919484,[18 36] ; [29 20],[24.6407767 29.3592233] ; [22.3592233 26.6407767],0
u3,1,0.009248,6.774227,[10 19] ; [12  4],[14.17777778 14.82222222] ; [7.82222222 8.17777778],0
p4,1,0.010071,6.622383,[26 29] ; [36 14],[32.47619048 22.52380952] ; [29.52380952 20.47619048],0
u2,1,0.012172,6.285714,[10 18] ; [12  4],[14. 14.] ; [8. 8.],0
v4,1,0.013391,6.116758,[46  9] ; [48  1],[49.71153846  5.28846154] ; [44.28846154  4.71153846],0
a3,1,0.025613,4.981961,[25 29] ; [34 16],[30.63461538 23.36538462] ; [28.36538462 21.63461538],0
p11,1,0.02989,4.715618,[36 19] ; [42  8],[40.85714286 14.14285714] ; [37.14285714 12.85714286],0
n1,1,0.032089,4.59375,[ 3 13] ; [5 3],[ 5.33333333 10.66666667] ; [2.66666667 5.33333333],0
n4,1,0.046118,3.977273,[28 27] ; [35 15],[33. 22.] ; [30. 20.],0
p3,1,0.059875,3.540843,[24 31] ; [31 19],[28.80952381 26.19047619] ; [26.19047619 23.80952381],0
a7,1,0.064502,3.417673,[30 25] ; [36 14],[34.57142857 20.42857143] ; [31.42857143 18.57142857],0
r3,1,0.065988,3.380096,[47  8] ; [48  2],[49.76190476  5.23809524] ; [45.23809524  4.76190476],0
a2,1,0.106671,2.602858,[ 2 53] ; [ 6 44],[ 4.19047619 50.80952381] ; [ 3.80952381 46.19047619],0
p5,1,0.109159,2.566359,[ 5 49] ; [10 39],[ 7.86407767 46.13592233] ; [ 7.13592233 41.86407767],0
p1,1,0.110612,2.545455,[ 5 50] ; [10 40],[ 7.85714286 47.14285714] ; [ 7.14285714 42.85714286],0
s1,1,0.197778,1.658709,[ 4 50] ; [ 1 49],[ 2.59615385 51.40384615] ; [ 2.40384615 47.59615385],0
v3,1,0.21193,1.558192,[15 40] ; [19 30],[17.98076923 37.01923077] ; [16.01923077 32.98076923],0
d3,1,0.227454,1.456713,[20 35] ; [24 26],[23.04761905 31.95238095] ; [20.95238095 29.04761905],0
p12,1,0.231468,1.431818,[ 3 52] ; [ 6 44],[ 4.71428571 50.28571429] ; [ 4.28571429 45.71428571],0
a6,1,0.242312,1.367091,[29 26] ; [32 18],[31.95238095 23.04761905] ; [29.04761905 20.95238095],0
b4,1,0.288606,1.126114,[24 31] ; [27 23],[26.71428571 28.28571429] ; [24.28571429 25.71428571],0
s4,1,0.312305,1.020904,[ 7 48] ; [10 40],[ 8.9047619 46.0952381] ; [ 8.0952381 41.9047619],0
d1,1,0.336004,0.92562,[ 2 53] ; [ 4 46],[ 3.14285714 51.85714286] ; [ 2.85714286 47.14285714],0
d4,1,0.37152,0.798574,[26 29] ; [28 22],[28.28571429 26.71428571] ; [25.71428571 24.28571429],0
v1,1,0.382201,0.763609,[23 30] ; [26 24],[25.21359223 27.78640777] ; [23.78640777 26.21359223],0
v2,1,0.453783,0.561186,[24 31] ; [24 23],[25.88235294 29.11764706] ; [22.11764706 24.88235294],0
a8,1,0.466494,0.530267,[ 5 46] ; [ 7 41],[ 6.18181818 44.81818182] ; [ 5.81818182 42.18181818],0
b5,1,0.534939,0.385,[33 22] ; [27 23],[31.42857143 23.57142857] ; [28.57142857 21.42857143],0
n3,1,0.722283,0.126316,[13  3] ; [6 2],[12.66666667  3.33333333] ; [6.33333333 1.66666667],0
n2,1,0.750824,0.10084,[11  5] ; [6 2],[11.33333333  4.66666667] ; [5.66666667 2.33333333],0
d2,1,0.768315,0.086777,[14 41] ; [14 36],[14.66666667 40.33333333] ; [13.33333333 36.66666667],0
a4,1,0.848109,0.036684,[10 44] ; [10 40],[10.38461538 43.61538462] ; [ 9.61538462 40.38461538],0
b1,1,0.940594,0.005554,[26 29] ; [24 26],[26.19047619 28.80952381] ; [23.80952381 26.19047619],0
