Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.01613,5.788606,[15 44] ; [14 13],[19.89534884 39.10465116] ; [ 9.10465116 17.89534884],0
n3,1,0.35002,0.873383,[12  2] ; [7 3],[11.08333333  2.91666667] ; [7.91666667 2.08333333],0
p9,1,0.366066,0.816976,[44 14] ; [22  4],[45.57142857 12.42857143] ; [20.42857143  5.57142857],0
n1,1,0.404657,0.694444,[7 8] ; [3 7],[6. 9.] ; [4. 6.],0
p10,1,0.472688,0.515685,[45 13] ; [19  8],[43.67058824 14.32941176] ; [20.32941176  6.67058824],0
d5,1,0.483028,0.49202,[49 10] ; [24  3],[50.08139535  8.91860465] ; [22.91860465  4.08139535],0
n2,1,0.48384,0.490196,[11  4] ; [6 4],[10.2  4.8] ; [6.8 3.2],0
v2,1,0.492987,0.47,[29 27] ; [15 10],[30.41975309 25.58024691] ; [13.58024691 11.41975309],0
a5,1,0.555837,0.346963,[43 16] ; [18  9],[41.84883721 17.15116279] ; [19.15116279  7.84883721],0
p3,1,0.56145,0.3372,[28 31] ; [11 16],[26.75581395 32.24418605] ; [12.24418605 14.75581395],0
p12,1,0.566214,0.329059,[ 1 58] ; [ 1 26],[ 1.37209302 57.62790698] ; [ 0.62790698 26.37209302],0
b4,1,0.659906,0.193638,[40 19] ; [17 10],[39.10465116 19.89534884] ; [17.89534884  9.10465116],0
v4,1,0.665888,0.18645,[52  6] ; [25  2],[52.54117647  5.45882353] ; [24.45882353  2.54117647],0
v3,1,0.672427,0.178777,[18 37] ; [ 7 18],[17.1875 37.8125] ; [ 7.8125 17.1875],0
b2,1,0.673168,0.177919,[20 29] ; [3 6],[19.43103448 29.56896552] ; [3.56896552 5.43103448],0
b3,1,0.673168,0.177919,[20 29] ; [3 6],[19.43103448 29.56896552] ; [3.56896552 5.43103448],0
r4,1,0.752393,0.099531,[51  8] ; [24  3],[51.45348837  7.54651163] ; [23.54651163  3.45348837],0
d1,1,0.772418,0.083644,[33 26] ; [16 11],[33.61627907 25.38372093] ; [15.38372093 11.61627907],0
b5,1,0.772418,0.083644,[33 26] ; [16 11],[33.61627907 25.38372093] ; [15.38372093 11.61627907],0
p6,1,0.77627,0.08076,[21 35] ; [11 16],[21.59036145 34.40963855] ; [10.40963855 16.59036145],0
s1,1,0.777755,0.079663,[ 3 56] ; [ 1 26],[ 2.74418605 56.25581395] ; [ 1.25581395 25.74418605],0
v1,1,0.80185,0.062978,[27 30] ; [12 15],[26.46428571 30.53571429] ; [12.53571429 14.46428571],0
d2,1,0.816267,0.053986,[30 29] ; [13 14],[29.5 29.5] ; [13.5 13.5],0
a3,1,0.825784,0.048449,[45 14] ; [20  7],[44.59302326 14.40697674] ; [20.40697674  6.59302326],0
s3,1,0.838295,0.041646,[38 21] ; [18  9],[38.41860465 20.58139535] ; [17.58139535  9.41860465],0
d4,1,0.876078,0.024318,[51  8] ; [23  4],[50.76744186  8.23255814] ; [23.23255814  3.76744186],0
d3,1,0.878016,0.023558,[45 14] ; [21  6],[45.27906977 13.72093023] ; [20.72093023  6.27906977],0
r3,1,0.941311,0.00542,[57  2] ; [26  1],[56.94186047  2.05813953] ; [26.05813953  0.94186047],0
a1,1,0.941311,0.00542,[ 2 57] ; [ 1 26],[ 2.05813953 56.94186047] ; [ 0.94186047 26.05813953],0
r2,1,0.948336,0.004199,[53  4] ; [25  2],[52.92857143  4.07142857] ; [25.07142857  1.92857143],0
n6,1,0.948768,0.004129,[39 20] ; [17  9],[38.87058824 20.12941176] ; [17.12941176  8.87058824],0
r1,1,0.960491,0.002454,[44 15] ; [20  7],[43.90697674 15.09302326] ; [20.09302326  6.90697674],0
s8,1,0.97396,0.001066,[33 26] ; [15 12],[32.93023256 26.06976744] ; [15.06976744 11.93023256],0
