Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.01613,5.788606,[15 44] ; [14 13],[19.89534884 39.10465116] ; [ 9.10465116 17.89534884],0
p7,1,0.030799,4.664148,[40 18] ; [12 15],[35.48235294 22.51764706] ; [16.51764706 10.48235294],0
s5,1,0.036531,4.372159,[19 38] ; [14 10],[23.22222222 33.77777778] ; [ 9.77777778 14.22222222],0
u3,1,0.049442,3.860294,[13  1] ; [4 3],[11.33333333  2.66666667] ; [5.66666667 1.33333333],0
p8,1,0.077811,3.110037,[29 29] ; [ 8 19],[25.24705882 32.75294118] ; [11.75294118 15.24705882],0
n4,1,0.103855,2.645323,[33 26] ; [10 17],[29.5 29.5] ; [13.5 13.5],0
b1,1,0.111538,2.532298,[16 43] ; [12 15],[19.20930233 39.79069767] ; [ 8.79069767 18.20930233],0
s6,1,0.121615,2.396404,[41 18] ; [23  4],[43.90697674 15.09302326] ; [20.09302326  6.90697674],0
s2,1,0.157547,1.99761,[32 27] ; [19  8],[34.98837209 24.01162791] ; [16.01162791 10.98837209],0
a7,1,0.160788,1.966798,[42 17] ; [23  4],[44.59302326 14.40697674] ; [20.40697674  6.59302326],0
p2,1,0.192984,1.694692,[47 12] ; [18  9],[44.59302326 14.40697674] ; [20.40697674  6.59302326],0
p1,1,0.210595,1.567331,[ 4 55] ; [ 4 22],[ 5.55294118 53.44705882] ; [ 2.44705882 23.55294118],0
u1,1,0.237893,1.393036,[ 9 50] ; [ 7 20],[10.97674419 48.02325581] ; [ 5.02325581 21.97674419],0
a4,1,0.269085,1.221407,[21 38] ; [13 14],[23.3255814 35.6744186] ; [10.6744186 16.3255814],0
a6,1,0.300955,1.069959,[37 22] ; [20  7],[39.10465116 19.89534884] ; [17.89534884  9.10465116],0
p4,1,0.309569,1.032515,[31 28] ; [11 16],[28.81395349 30.18604651] ; [13.18604651 13.81395349],0
u2,1,0.329114,0.952381,[12  2] ; [4 2],[11.2  2.8] ; [4.8 1.2],0
a2,1,0.343899,0.895844,[12 47] ; [ 8 19],[13.72093023 45.27906977] ; [ 6.27906977 20.72093023],0
