Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.013922,6.048042,[ 2 23] ; [4 5],[ 4.41176471 20.58823529] ; [1.58823529 7.41176471],0
s3,1,0.112162,2.523496,[10 15] ; [1 8],[ 8.08823529 16.91176471] ; [2.91176471 6.08823529],0
a2,1,0.134842,2.235853,[ 3 23] ; [3 6],[ 4.45714286 21.54285714] ; [1.54285714 7.45714286],0
r4,1,0.134842,2.235853,[ 3 23] ; [3 6],[ 4.45714286 21.54285714] ; [1.54285714 7.45714286],0
a6,1,0.143201,2.143219,[10 16] ; [6 3],[11.88571429 14.11428571] ; [4.11428571 4.88571429],0
p2,1,0.154058,2.031605,[ 5 20] ; [4 5],[ 6.61764706 18.38235294] ; [2.38235294 6.61764706],0
a3,1,0.177851,1.815492,[13 12] ; [7 2],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
r2,1,0.177851,1.815492,[13 12] ; [7 2],[14.70588235 10.29411765] ; [5.29411765 3.70588235],0
s7,1,0.217044,1.52381,[ 2 22] ; [2 6],[ 3. 21.] ; [1. 7.],0
s1,1,0.237663,1.394403,[ 2 24] ; [2 7],[ 2.97142857 23.02857143] ; [1.02857143 7.97142857],0
p7,1,0.244834,1.352546,[ 8 18] ; [1 8],[ 6.68571429 19.31428571] ; [2.31428571 6.68571429],0
n2,1,0.256839,1.285714,[6 8] ; [3 1],[7. 7.] ; [2. 2.],0
r1,1,0.269065,1.22151,[ 9 17] ; [5 4],[10.4 15.6] ; [3.6 5.4],0
d3,1,0.269065,1.22151,[ 9 17] ; [5 4],[10.4 15.6] ; [3.6 5.4],0
a7,1,0.288589,1.126194,[12 14] ; [6 3],[13.37142857 12.62857143] ; [4.62857143 4.37142857],0
d5,1,0.288589,1.126194,[12 14] ; [6 3],[13.37142857 12.62857143] ; [4.62857143 4.37142857],0
p4,1,0.330232,0.947986,[ 7 19] ; [1 8],[ 5.94285714 20.05714286] ; [2.05714286 6.94285714],0
a4,1,0.371776,0.797721,[10 16] ; [5 4],[11.14285714 14.85714286] ; [3.85714286 5.14285714],0
n5,1,0.386997,0.748355,[13 13] ; [3 6],[11.88571429 14.11428571] ; [4.11428571 4.88571429],0
b4,1,0.386997,0.748355,[13 13] ; [6 3],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
p1,1,0.429853,0.623219,[ 3 23] ; [2 7],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
r3,1,0.502944,0.448718,[12 14] ; [3 6],[11.14285714 14.85714286] ; [3.85714286 5.14285714],0
a1,1,0.577484,0.31032,[ 5 21] ; [1 8],[ 4.45714286 21.54285714] ; [1.54285714 7.45714286],0
v2,1,0.586289,0.296178,[ 6 19] ; [3 6],[ 6.61764706 18.38235294] ; [2.38235294 6.61764706],0
b1,1,0.635738,0.224359,[15 11] ; [6 3],[15.6 10.4] ; [5.4 3.6],0
p8,1,0.71249,0.135802,[ 4 20] ; [2 7],[ 4.36363636 19.63636364] ; [1.63636364 7.36363636],0
p6,1,0.722511,0.1261,[ 4 21] ; [1 8],[ 3.67647059 21.32352941] ; [1.32352941 7.67647059],0
s2,1,0.752172,0.099715,[ 4 22] ; [1 8],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
s4,1,0.752172,0.099715,[ 4 22] ; [1 8],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
s5,1,0.752172,0.099715,[ 4 22] ; [1 8],[ 3.71428571 22.28571429] ; [1.28571429 7.71428571],0
d2,1,0.773795,0.082607,[13 13] ; [4 5],[12.62857143 13.37142857] ; [4.37142857 4.62857143],0
d1,1,0.783758,0.075309,[10 16] ; [3 6],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
d4,1,0.783758,0.075309,[16 10] ; [6 3],[16.34285714  9.65714286] ; [5.65714286 3.34285714],0
p3,1,0.846667,0.037393,[ 5 21] ; [2 7],[ 5.2 20.8] ; [1.8 7.2],0
s6,1,0.846667,0.037393,[ 5 21] ; [2 7],[ 5.2 20.8] ; [1.8 7.2],0
b2,1,0.851054,0.035259,[8 9] ; [3 4],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
b3,1,0.851054,0.035259,[8 9] ; [3 4],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
p9,1,0.885857,0.020606,[ 9 16] ; [3 6],[ 8.82352941 16.17647059] ; [3.17647059 5.82352941],0
p10,1,0.88757,0.019988,[ 5 20] ; [2 7],[ 5.14705882 19.85294118] ; [1.85294118 7.14705882],0
b5,1,0.911106,0.012464,[11 15] ; [4 5],[11.14285714 14.85714286] ; [3.85714286 5.14285714],0
a5,1,0.9293,0.007872,[14 12] ; [5 4],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
n4,1,0.9293,0.007872,[14 12] ; [5 4],[14.11428571 11.88571429] ; [4.88571429 4.11428571],0
a8,1,0.94342,0.005037,[ 3 22] ; [1 8],[ 2.94117647 22.05882353] ; [1.05882353 7.94117647],0
p11,1,0.958027,0.00277,[ 6 20] ; [2 7],[ 5.94285714 20.05714286] ; [2.05714286 6.94285714],0
n1,1,1.0,0.0,[7 7] ; [2 2],[7. 7.] ; [2. 2.],0
