Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.005587,7.678846,[3 8] ; [17  5],[6.66666667 4.33333333] ; [13.33333333  8.66666667],0
a6,1,0.026091,4.95,[3 8] ; [15  7],[6. 5.] ; [12. 10.],0
d5,1,0.026091,4.95,[2 9] ; [13  9],[5. 6.] ; [10. 12.],0
a3,1,0.048796,3.882353,[3 8] ; [14  8],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
n5,1,0.081262,3.039474,[7 4] ; [ 7 15],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
u3,1,0.105645,2.618182,[1 7] ; [4 4],[2.5 5.5] ; [2.5 5.5],0
r3,1,0.12471,2.357143,[9 2] ; [12 10],[7. 4.] ; [14.  8.],0
s8,1,0.169686,1.885714,[3 8] ; [ 2 20],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
v1,1,0.191695,1.704545,[2 9] ; [ 9 13],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
n3,1,0.201352,1.63254,[5 2] ; [4 6],[3.70588235 3.29411765] ; [5.29411765 4.70588235],0
p11,1,0.213024,1.550752,[8 3] ; [11 11],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
p4,1,0.213024,1.550752,[3 8] ; [11 11],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
a8,1,0.216086,1.530179,[2 9] ; [ 1 20],[1.03125 9.96875] ; [ 1.96875 19.03125],0
s2,1,0.22844,1.450549,[ 1 10] ; [ 6 16],[2.33333333 8.66666667] ; [ 4.66666667 17.33333333],0
r4,1,0.250592,1.32,[4 7] ; [ 4 18],[2.66666667 8.33333333] ; [ 5.33333333 16.66666667],0
v2,1,0.27328,1.200208,[1 9] ; [ 6 16],[2.1875 7.8125] ; [ 4.8125 17.1875],0
a4,1,0.284005,1.147826,[2 9] ; [ 8 14],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
s7,1,0.302557,1.062891,[1 9] ; [ 5 14],[2.06896552 7.93103448] ; [ 3.93103448 15.06896552],0
a7,1,0.319137,0.992481,[5 6] ; [14  8],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
n1,1,0.322888,0.977211,[2 5] ; [1 9],[1.23529412 5.76470588] ; [1.76470588 8.23529412],0
b4,1,0.324534,0.970588,[4 7] ; [12 10],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
p9,1,0.388476,0.743706,[7 4] ; [10 11],[5.84375 5.15625] ; [11.15625  9.84375],0
n6,1,0.458318,0.55,[4 7] ; [11 11],[5. 6.] ; [10. 12.],0
p8,1,0.466608,0.529996,[5 5] ; [ 8 14],[4.0625 5.9375] ; [ 8.9375 13.0625],0
n2,1,0.485845,0.485714,[3 4] ; [6 4],[3.70588235 3.29411765] ; [5.29411765 4.70588235],0
v3,1,0.492331,0.471429,[ 1 10] ; [ 4 18],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
r1,1,0.601508,0.272727,[3 8] ; [ 8 14],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
s1,1,0.60594,0.266129,[ 1 10] ; [ 1 21],[ 0.66666667 10.33333333] ; [ 1.33333333 20.66666667],0
p2,1,0.618402,0.24812,[7 4] ; [12 10],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
p7,1,0.622301,0.242647,[6 5] ; [10 12],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
p3,1,0.714546,0.133779,[2 9] ; [ 5 16],[2.40625 8.59375] ; [ 4.59375 16.40625],0
s3,1,0.773938,0.0825,[3 8] ; [ 5 17],[2.66666667 8.33333333] ; [ 5.33333333 16.66666667],0
b1,1,0.788821,0.071739,[8 3] ; [15  7],[7.66666667 3.33333333] ; [15.33333333  6.66666667],0
s6,1,0.788821,0.071739,[3 8] ; [ 7 15],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
v4,1,0.794003,0.068182,[7 4] ; [15  7],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
b5,1,0.803316,0.06203,[6 5] ; [13  9],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
a5,1,0.805453,0.060662,[6 5] ; [11 11],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p10,1,0.805453,0.060662,[6 5] ; [11 11],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p5,1,0.934824,0.006688,[1 9] ; [ 2 20],[0.9375 9.0625] ; [ 2.0625 19.9375],0
b3,1,0.936802,0.006287,[1 3] ; [ 3 10],[0.94117647 3.05882353] ; [3.05882353 9.94117647],0
b2,1,0.936802,0.006287,[1 3] ; [ 3 10],[0.94117647 3.05882353] ; [3.05882353 9.94117647],0
p6,1,0.952475,0.003552,[2 9] ; [ 4 17],[2.0625 8.9375] ; [ 3.9375 17.0625],0
s4,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
d2,1,1.0,0.0,[3 8] ; [ 6 16],[3. 8.] ; [ 6. 16.],0
u2,1,1.0,0.0,[5 3] ; [5 3],[5. 3.] ; [5. 3.],0
