Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1.3e-05,19.029275,[37 36] ; [90 21],[50.38586957 22.61413043] ; [76.61413043 34.38586957],1
p9,1,0.000106,15.03097,[31 40] ; [81 31],[43.45355191 27.54644809] ; [68.54644809 43.45355191],1
p10,1,0.000469,12.233185,[28 44] ; [73 39],[39.52173913 32.47826087] ; [61.47826087 50.52173913],1
n6,1,0.00088,11.064495,[33 41] ; [78 35],[43.92513369 30.07486631] ; [67.07486631 45.92513369],1
r4,1,0.002049,9.505163,[46 28] ; [93 20],[55.00534759 18.99465241] ; [83.99465241 29.00534759],0
d2,1,0.005444,7.725763,[35 39] ; [31 82],[26.11764706 47.88235294] ; [39.88235294 73.11764706],0
r3,1,0.006667,7.360652,[61 13] ; [107   6],[66.48128342  7.51871658] ; [101.51871658  11.48128342],0
s1,1,0.007205,7.221074,[ 8 66] ; [  2 111],[ 3.95721925 70.04278075] ; [  6.04278075 106.95721925],0
b1,1,0.008931,6.83662,[37 37] ; [35 78],[28.49197861 45.50802139] ; [43.50802139 69.49197861],0
a2,1,0.014001,6.038029,[14 60] ; [  8 105],[ 8.70588235 65.29411765] ; [13.29411765 99.70588235],0
p7,1,0.014513,5.974609,[27 46] ; [62 50],[35.11891892 37.88108108] ; [53.88108108 58.11891892],0
v4,1,0.016727,5.72484,[58 16] ; [100  10],[63.54347826 10.45652174] ; [94.45652174 15.54347826],0
p8,1,0.035322,4.429551,[21 51] ; [50 62],[27.7826087 44.2173913] ; [43.2173913 68.7826087],0
r2,1,0.047257,3.93622,[60 13] ; [102   9],[64.27173913  8.72826087] ; [97.72826087 13.27173913],0
p6,1,0.088393,2.903404,[10 61] ; [27 83],[14.51381215 56.48618785] ; [22.48618785 87.51381215],0
r1,1,0.111249,2.536391,[46 28] ; [82 30],[50.92473118 23.07526882] ; [77.07526882 34.92473118],0
s4,1,0.122099,2.390186,[17 57] ; [16 97],[13.05882353 60.94117647] ; [19.94117647 93.05882353],0
n4,1,0.159249,1.981346,[22 52] ; [45 68],[26.51336898 47.48663102] ; [40.48663102 72.51336898],0
n1,1,0.180256,1.795508,[ 5 25] ; [10 22],[ 7.25806452 22.74193548] ; [ 7.74193548 24.25806452],0
u3,1,0.185671,1.751635,[12 16] ; [27 19],[14.75675676 13.24324324] ; [24.24324324 21.75675676],0
n3,1,0.194761,1.681233,[18 11] ; [24  7],[20.3  8.7] ; [21.7  9.3],0
v2,1,0.206393,1.596552,[29 42] ; [55 54],[33.13333333 37.86666667] ; [50.86666667 58.13333333],0
s2,1,0.224371,1.476196,[26 48] ; [30 82],[22.27956989 51.72043011] ; [33.72043011 78.27956989],0
a6,1,0.23206,1.428193,[40 34] ; [71 42],[43.92513369 30.07486631] ; [67.07486631 45.92513369],0
v3,1,0.244679,1.353432,[20 49] ; [23 85],[16.76271186 52.23728814] ; [26.23728814 81.76271186],0
p5,1,0.245531,1.348552,[ 1 72] ; [  5 107],[ 2.36756757 70.63243243] ; [  3.63243243 108.36756757],0
d1,1,0.257601,1.281605,[39 35] ; [50 63],[35.21925134 38.78074866] ; [53.78074866 59.21925134],0
s3,1,0.302705,1.062241,[31 41] ; [39 71],[27.69230769 44.30769231] ; [42.30769231 67.69230769],0
