Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.001438,10.15674,[ 1 10] ; [19 10],[5.5 5.5] ; [14.5 14.5],0
n4,1,0.002063,9.492576,[3 8] ; [23  6],[7.15 3.85] ; [18.85 10.15],0
r4,1,0.002264,9.322064,[5 6] ; [27  3],[8.58536585 2.41463415] ; [23.41463415  6.58536585],0
a6,1,0.010386,6.567395,[2 9] ; [19 11],[5.63414634 5.36585366] ; [15.36585366 14.63414634],0
s4,1,0.01529,5.882691,[6 5] ; [ 5 25],[2.95121951 8.04878049] ; [ 8.04878049 21.95121951],0
v2,1,0.049096,3.872063,[3 8] ; [18 11],[5.775 5.225] ; [15.225 13.775],0
s8,1,0.05156,3.789978,[ 1 10] ; [12 17],[3.575 7.425] ; [ 9.425 19.575],0
v3,1,0.055633,3.663004,[1 9] ; [13 17],[3.5 6.5] ; [10.5 19.5],0
d5,1,0.05719,3.617058,[6 5] ; [25  5],[8.31707317 2.68292683] ; [22.68292683  7.31707317],0
n5,1,0.0602,3.53187,[4 7] ; [20  9],[6.6 4.4] ; [17.4 11.6],0
p11,1,0.080978,3.045157,[4 7] ; [20 10],[6.43902439 4.56097561] ; [17.56097561 12.43902439],0
r3,1,0.081873,3.027318,[8 3] ; [27  2],[9.625 1.375] ; [25.375  3.625],0
b4,1,0.085534,2.95647,[10  1] ; [19 11],[7.7804878 3.2195122] ; [21.2195122  8.7804878],0
d1,1,0.138161,2.198318,[3 8] ; [16 14],[5.09756098 5.90243902] ; [13.90243902 16.09756098],0
a5,1,0.148252,2.09014,[5 6] ; [21  9],[6.97560976 4.02439024] ; [19.02439024 10.97560976],0
d3,1,0.178706,1.808351,[4 7] ; [18 12],[5.90243902 5.09756098] ; [16.09756098 13.90243902],0
a3,1,0.196134,1.670929,[4 6] ; [19 11],[5.75 4.25] ; [17.25 12.75],0
p3,1,0.217322,1.52197,[6 5] ; [10 20],[4.29268293 6.70731707] ; [11.70731707 18.29268293],0
n3,1,0.261651,1.26,[2 2] ; [8 2],[2.85714286 1.14285714] ; [7.14285714 2.85714286],0
p1,1,0.28809,1.128527,[2 9] ; [ 2 27],[1.1 9.9] ; [ 2.9 26.1],0
p2,1,0.355168,0.854906,[6 5] ; [21  9],[7.24390244 3.75609756] ; [19.75609756 10.24390244],0
v1,1,0.355842,0.852515,[3 7] ; [14 16],[4.25 5.75] ; [12.75 17.25],0
p8,1,0.383281,0.760151,[2 9] ; [ 9 19],[3.1025641 7.8974359] ; [ 7.8974359 20.1025641],0
a4,1,0.437857,0.601892,[4 7] ; [15 15],[5.09756098 5.90243902] ; [13.90243902 16.09756098],0
n6,1,0.439391,0.597871,[7 4] ; [22  7],[7.975 3.025] ; [21.025  7.975],0
a1,1,0.448271,0.575019,[ 1 10] ; [ 1 29],[ 0.53658537 10.46341463] ; [ 1.46341463 28.53658537],0
b5,1,0.475263,0.509713,[6 5] ; [20 10],[6.97560976 4.02439024] ; [19.02439024 10.97560976],0
v4,1,0.478105,0.503182,[9 2] ; [27  3],[9.65853659 1.34146341] ; [26.34146341  3.65853659],0
b3,1,0.53621,0.382609,[2 8] ; [ 7 16],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
b2,1,0.53621,0.382609,[2 8] ; [ 7 16],[2.72727273 7.27272727] ; [ 6.27272727 16.72727273],0
u2,1,0.585106,0.298052,[3 4] ; [3 7],[2.47058824 4.52941176] ; [3.52941176 6.47058824],0
d2,1,0.62873,0.233787,[7 4] ; [16 13],[6.325 4.675] ; [16.675 12.325],0
b1,1,0.654744,0.199971,[6 5] ; [14 16],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
s2,1,0.688156,0.161089,[7 4] ; [17 13],[6.43902439 4.56097561] ; [17.56097561 12.43902439],0
p5,1,0.713013,0.135286,[ 1 10] ; [ 4 26],[1.34146341 9.65853659] ; [ 3.65853659 26.34146341],0
s7,1,0.777231,0.080049,[5 5] ; [16 13],[5.38461538 4.61538462] ; [15.61538462 13.38461538],0
s1,1,0.791701,0.06975,[ 1 10] ; [ 2 28],[ 0.80487805 10.19512195] ; [ 2.19512195 27.80487805],0
p4,1,0.796415,0.066558,[5 6] ; [15 15],[5.36585366 5.63414634] ; [14.63414634 15.36585366],0
p9,1,0.808514,0.05873,[4 6] ; [12 15],[4.32432432 5.67567568] ; [11.67567568 15.32432432],0
s6,1,0.859466,0.031348,[9 2] ; [23  6],[8.8 2.2] ; [23.2  5.8],0
p7,1,0.873237,0.025455,[6 5] ; [15 14],[5.775 5.225] ; [15.225 13.775],0
p6,1,0.909048,0.013051,[2 9] ; [ 5 25],[1.87804878 9.12195122] ; [ 5.12195122 24.87804878],0
s3,1,0.91133,0.012401,[7 4] ; [19 10],[7.15 3.85] ; [18.85 10.15],0
u3,1,0.913906,0.011688,[3 4] ; [5 6],[3.11111111 3.88888889] ; [4.88888889 6.11111111],0
d4,1,0.944277,0.004885,[9 2] ; [24  5],[9.075 1.925] ; [23.925  5.075],0
n1,1,1.0,0.0,[2 2] ; [5 5],[2. 2.] ; [5. 5.],0
