Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,9e-06,19.755747,[2 6] ; [52  6],[6.54545455 1.45454545] ; [47.45454545 10.54545455],1
r3,1,0.000113,14.900559,[4 4] ; [55  3],[7.15151515 0.84848485] ; [51.84848485  6.15151515],1
p11,1,0.017008,5.695582,[3 5] ; [45 13],[5.81818182 2.18181818] ; [42.18181818 15.81818182],0
r4,1,0.018968,5.504496,[5 3] ; [53  5],[7.03030303 0.96969697] ; [50.96969697  7.03030303],0
v4,1,0.019172,5.485714,[6 2] ; [54  2],[7.5 0.5] ; [52.5  3.5],0
d5,1,0.023642,5.12069,[1 7] ; [32 26],[4. 4.] ; [29. 29.],0
a7,1,0.036434,4.376658,[2 6] ; [37 21],[4.72727273 3.27272727] ; [34.27272727 23.72727273],0
s1,1,0.046946,3.947315,[2 6] ; [ 3 55],[0.60606061 7.39393939] ; [ 4.39393939 53.60606061],0
p7,1,0.061931,3.484914,[3 5] ; [41 17],[5.33333333 2.66666667] ; [38.66666667 19.33333333],0
p8,1,0.073406,3.205172,[2 6] ; [34 24],[4.36363636 3.63636364] ; [31.63636364 26.36363636],0
p2,1,0.091668,2.844828,[5 3] ; [50  8],[6.66666667 1.33333333] ; [48.33333333  9.66666667],0
r1,1,0.0944,2.797698,[4 4] ; [45 13],[5.93939394 2.06060606] ; [43.06060606 14.93939394],0
s6,1,0.196445,1.668606,[5 3] ; [46 10],[6.375 1.625] ; [44.625 11.375],0
v2,1,0.199962,1.642648,[2 6] ; [28 29],[3.69230769 4.30769231] ; [26.30769231 30.69230769],0
b5,1,0.249582,1.325642,[6 2] ; [31 27],[4.48484848 3.51515152] ; [32.51515152 25.48484848],0
r2,1,0.256369,1.288259,[7 1] ; [55  2],[7.63076923 0.36923077] ; [54.36923077  2.63076923],0
a8,1,0.274125,1.195988,[2 6] ; [ 6 48],[1.03225806 6.96774194] ; [ 6.96774194 47.03225806],0
p6,1,0.328922,0.953139,[2 6] ; [25 33],[3.27272727 4.72727273] ; [23.72727273 34.27272727],0
p5,1,0.407247,0.686823,[2 6] ; [ 8 50],[1.21212121 6.78787879] ; [ 8.78787879 49.21212121],0
n6,1,0.407247,0.686823,[6 2] ; [50  8],[6.78787879 1.21212121] ; [49.21212121  8.78787879],0
n4,1,0.408394,0.68347,[7 1] ; [43 15],[6.06060606 1.93939394] ; [43.93939394 14.06060606],0
s8,1,0.450891,0.56841,[4 4] ; [37 21],[4.96969697 3.03030303] ; [36.03030303 21.96969697],0
d3,1,0.476004,0.508005,[2 6] ; [22 36],[2.90909091 5.09090909] ; [21.09090909 36.90909091],0
a3,1,0.476004,0.508005,[6 2] ; [36 22],[5.09090909 2.90909091] ; [36.90909091 21.09090909],0
a4,1,0.488393,0.480065,[3 5] ; [15 43],[2.18181818 5.81818182] ; [15.81818182 42.18181818],0
s2,1,0.532879,0.388899,[6 2] ; [37 21],[5.21212121 2.78787879] ; [37.78787879 20.21212121],0
p4,1,0.576927,0.311229,[4 4] ; [35 23],[4.72727273 3.27272727] ; [34.27272727 23.72727273],0
n1,1,0.61093,0.258824,[3 2] ; [8 9],[2.5 2.5] ; [8.5 8.5],0
s3,1,0.636942,0.222763,[6 2] ; [38 19],[5.41538462 2.58461538] ; [38.58461538 18.41538462],0
n5,1,0.642579,0.215385,[7 1] ; [46 11],[6.52307692 1.47692308] ; [46.47692308 10.52307692],0
b1,1,0.64373,0.213897,[4 4] ; [24 34],[3.39393939 4.60606061] ; [24.60606061 33.39393939],0
p3,1,0.665494,0.186918,[3 5] ; [26 31],[3.56923077 4.43076923] ; [25.43076923 31.56923077],0
d2,1,0.712829,0.135468,[3 5] ; [18 40],[2.54545455 5.45454545] ; [18.45454545 39.54545455],0
a5,1,0.712829,0.135468,[5 3] ; [40 18],[5.45454545 2.54545455] ; [39.54545455 18.45454545],0
p1,1,0.735866,0.113793,[1 7] ; [10 48],[1.33333333 6.66666667] ; [ 9.66666667 48.33333333],0
a2,1,0.852772,0.034441,[1 7] ; [ 6 52],[0.84848485 7.15151515] ; [ 6.15151515 51.84848485],0
b4,1,0.854644,0.033561,[4 4] ; [27 31],[3.75757576 4.24242424] ; [27.24242424 30.75757576],0
n2,1,0.861894,0.030263,[4 1] ; [15  3],[4.13043478 0.86956522] ; [14.86956522  3.13043478],0
s4,1,0.877633,0.023707,[2 6] ; [16 42],[2.18181818 5.81818182] ; [15.81818182 42.18181818],0
n3,1,0.915127,0.011358,[4 1] ; [14  4],[3.91304348 1.08695652] ; [14.08695652  3.91304348],0
b2,1,0.939225,0.005813,[2 5] ; [12 28],[2.08510638 4.91489362] ; [11.91489362 28.08510638],0
b3,1,0.939225,0.005813,[2 5] ; [12 28],[2.08510638 4.91489362] ; [11.91489362 28.08510638],0
v3,1,0.943179,0.00508,[3 5] ; [21 37],[2.90909091 5.09090909] ; [21.09090909 36.90909091],0
a6,1,0.943179,0.00508,[5 3] ; [37 21],[5.09090909 2.90909091] ; [36.90909091 21.09090909],0
s5,1,0.952398,0.003564,[3 5] ; [22 35],[3.07692308 4.92307692] ; [21.92307692 35.07692308],0
v1,1,0.962933,0.00216,[4 4] ; [29 28],[4.06153846 3.93846154] ; [28.93846154 28.06153846],0
u2,1,1.0,0.0,[1 1] ; [11 11],[1. 1.] ; [11. 11.],0
