Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,34.375232,[33 51] ; [113  32],[53.55458515 30.44541485] ; [92.44541485 52.55458515],1
n6,1,0.002834,8.911489,[49 35] ; [111  33],[58.94736842 25.05263158] ; [101.05263158  42.94736842],0
n1,1,0.003895,8.332098,[ 3 23] ; [21 26],[ 8.54794521 17.45205479] ; [15.45205479 31.54794521],0
p10,1,0.023711,5.115613,[43 38] ; [97 45],[50.85201794 30.14798206] ; [89.14798206 52.85201794],0
a8,1,0.031609,4.619595,[ 5 74] ; [ 23 117],[10.10045662 68.89954338] ; [ 17.89954338 122.10045662],0
d4,1,0.033707,4.509518,[55 29] ; [74 71],[47.31877729 36.68122271] ; [81.68122271 63.31877729],0
s6,1,0.055474,3.667777,[35 47] ; [80 63],[41.91111111 40.08888889] ; [73.08888889 69.91111111],0
r3,1,0.059444,3.552826,[76  8] ; [116  27],[71.04845815 12.95154185] ; [120.95154185  22.04845815],0
a5,1,0.08141,3.036528,[34 50] ; [76 69],[40.34934498 43.65065502] ; [69.65065502 75.34934498],0
p9,1,0.093574,2.811788,[52 30] ; [103  36],[57.51131222 24.48868778] ; [97.48868778 41.51131222],0
v3,1,0.102343,2.668642,[17 63] ; [45 98],[22.24215247 57.75784753] ; [ 39.75784753 103.24215247],0
u2,1,0.134041,2.245066,[22 18] ; [26 39],[18.28571429 21.71428571] ; [29.71428571 35.28571429],0
a7,1,0.144454,2.129855,[54 29] ; [80 65],[48.78070175 34.21929825] ; [85.21929825 59.78070175],0
n2,1,0.17393,1.848738,[18  8] ; [39  8],[20.30136986  5.69863014] ; [36.69863014 10.30136986],0
d2,1,0.174104,1.847245,[ 9 75] ; [ 25 119],[12.52631579 71.47368421] ; [ 21.47368421 122.52631579],0
d3,1,0.19357,1.690232,[33 50] ; [45 99],[28.51982379 54.48017621] ; [49.48017621 94.51982379],0
v1,1,0.237118,1.397646,[30 52] ; [63 78],[34.19730942 47.80269058] ; [58.80269058 82.19730942],0
a2,1,0.263024,1.252768,[ 2 82] ; [  8 137],[ 3.66812227 80.33187773] ; [  6.33187773 138.66812227],0
b1,1,0.331991,0.941116,[31 53] ; [63 82],[34.48034934 49.51965066] ; [59.51965066 85.48034934],0
p12,1,0.356986,0.848469,[ 2 81] ; [  7 136],[ 3.30530973 79.69469027] ; [  5.69469027 137.30530973],0
u1,1,0.358469,0.843248,[ 2 82] ; [  7 138],[ 3.30131004 80.69868996] ; [  5.69868996 139.30131004],0
s2,1,0.438589,0.599973,[28 56] ; [55 88],[30.71365639 53.28634361] ; [52.28634361 90.71365639],0
a6,1,0.46694,0.529207,[41 43] ; [78 67],[43.65065502 40.34934498] ; [75.34934498 69.65065502],0
p2,1,0.499949,0.455045,[58 25] ; [95 50],[55.69736842 27.30263158] ; [97.30263158 47.69736842],0
b5,1,0.521488,0.410949,[45 39] ; [84 61],[47.31877729 36.68122271] ; [81.68122271 63.31877729],0
p1,1,0.535509,0.383926,[ 4 78] ; [ 10 134],[ 5.07964602 76.92035398] ; [  8.92035398 135.07964602],0
s3,1,0.56456,0.331869,[36 46] ; [68 74],[38.07142857 43.92857143] ; [65.92857143 76.07142857],0
p7,1,0.608139,0.262894,[34 48] ; [63 77],[35.82882883 46.17117117] ; [61.17117117 78.82882883],0
s7,1,0.612371,0.256737,[23 58] ; [44 95],[24.66818182 56.33181818] ; [42.33181818 96.66818182],0
p5,1,0.616427,0.250922,[ 4 79] ; [  5 139],[ 3.2907489 79.7092511] ; [  5.7092511 138.2907489],0
a3,1,0.617204,0.249817,[43 40] ; [79 64],[44.80530973 38.19469027] ; [77.19469027 65.80530973],0
r2,1,0.6297,0.232468,[72 10] ; [124  21],[70.80176211 11.19823789] ; [125.19823789  19.80176211],0
v4,1,0.654283,0.200543,[71 10] ; [124  21],[69.88938053 11.11061947] ; [125.11061947  19.88938053],0
p8,1,0.67727,0.173215,[24 60] ; [44 97],[25.38666667 58.61333333] ; [42.61333333 98.38666667],0
d5,1,0.679665,0.170503,[43 40] ; [71 74],[41.5 41.5] ; [72.5 72.5],0
s4,1,0.691616,0.157342,[15 69] ; [ 29 116],[16.13973799 67.86026201] ; [ 27.86026201 117.13973799],0
b4,1,0.716002,0.132356,[49 35] ; [81 64],[47.68558952 36.31441048] ; [82.31441048 62.68558952],0
b3,1,0.72613,0.122695,[14 31] ; [26 50],[14.87603306 30.12396694] ; [25.12396694 50.87603306],0
b2,1,0.72613,0.122695,[14 31] ; [26 50],[14.87603306 30.12396694] ; [25.12396694 50.87603306],0
