Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,93.523934,[257  39] ; [45 68],[218.56234719  77.43765281] ; [83.43765281 29.56234719],1
n6,1,0.0,28.705246,[266  28] ; [78 35],[248.49140049  45.50859951] ; [95.50859951 17.49140049],1
p10,1,0.0,27.269083,[257  36] ; [73 39],[238.74074074  54.25925926] ; [91.25925926 20.74074074],1
p4,1,0.000115,14.876054,[177 117] ; [44 69],[159.64127764 134.35872236] ; [61.35872236 51.64127764],1
a2,1,0.000137,14.54667,[ 70 226] ; [  8 105],[ 56.44987775 239.55012225] ; [21.55012225 91.44987775],1
p9,1,0.000205,13.787427,[256  36] ; [81 31],[243.57425743  48.42574257] ; [93.42574257 18.57425743],1
s6,1,0.000781,11.286777,[163 125] ; [42 69],[147.96992481 140.03007519] ; [57.03007519 53.96992481],1
d2,1,0.001443,10.150027,[131 162] ; [31 82],[116.91133005 176.08866995] ; [45.08866995 67.91133005],0
u1,1,0.002312,9.283455,[ 50 246] ; [  6 107],[ 40.52811736 255.47188264] ; [15.47188264 97.52811736],0
v1,1,0.003382,8.588872,[152 136] ; [40 70],[138.93467337 149.06532663] ; [53.06532663 56.93467337],0
a5,1,0.004092,8.242594,[211  84] ; [64 49],[198.83578431  96.16421569] ; [76.16421569 36.83578431],0
p3,1,0.005417,7.734589,[138 155] ; [36 77],[125.57142857 167.42857143] ; [48.42857143 64.57142857],0
v3,1,0.005548,7.69169,[103 184] ; [23 85],[ 91.54936709 195.45063291] ; [34.45063291 73.54936709],0
a8,1,0.005609,7.671713,[ 38 231] ; [ 4 98],[ 30.45283019 238.54716981] ; [11.54716981 90.45283019],0
a4,1,0.010541,6.541121,[132 162] ; [35 78],[120.63390663 173.36609337] ; [46.36609337 66.63390663],0
p5,1,0.037369,4.333527,[ 33 262] ; [  5 107],[ 27.54299754 267.45700246] ; [ 10.45700246 101.54299754],0
a6,1,0.039794,4.226661,[216  79] ; [71 42],[207.5122549  87.4877451] ; [79.4877451 33.5122549],0
r4,1,0.061495,3.496605,[264  32] ; [93 20],[258.36674817  37.63325183] ; [98.63325183 14.36674817],0
d1,1,0.086728,2.934087,[159 137] ; [50 63],[151.25672372 144.74327628] ; [57.74327628 55.25672372],0
s2,1,0.0915,2.847779,[104 188] ; [30 82],[ 96.85148515 195.14851485] ; [37.14851485 74.85148515],0
n2,1,0.096914,2.755604,[49 10] ; [21 10],[45.88888889 13.11111111] ; [24.11111111  6.88888889],0
v4,1,0.099498,2.713578,[281  14] ; [100  10],[277.51851852  17.48148148] ; [103.48148148   6.51851852],0
a3,1,0.138145,2.198497,[198  97] ; [67 46],[191.60539216 103.39460784] ; [73.39460784 39.60539216],0
d5,1,0.153019,2.041896,[232  64] ; [81 32],[226.52322738  69.47677262] ; [86.47677262 26.52322738],0
p1,1,0.160776,1.966917,[ 29 265] ; [  6 104],[ 25.47029703 268.52970297] ; [  9.52970297 100.47029703],0
p2,1,0.220137,1.503481,[252  41] ; [90 21],[248.03465347  44.96534653] ; [93.96534653 17.03465347],0
p8,1,0.225859,1.466748,[149 141] ; [50 62],[143.55721393 146.44278607] ; [55.44278607 56.55721393],0
p6,1,0.252505,1.309393,[ 88 202] ; [27 83],[ 83.375 206.625] ; [31.625 78.375],0
s3,1,0.279627,1.168904,[120 170] ; [39 71],[115.275 174.725] ; [43.725 66.275],0
p7,1,0.355603,0.853363,[174 114] ; [62 50],[169.92 118.08] ; [66.08 45.92],0
u2,1,0.385067,0.754462,[56 41] ; [23 23],[53.58741259 43.41258741] ; [25.41258741 20.58741259],0
v2,1,0.387249,0.747562,[156 126] ; [55 54],[152.17902813 129.82097187] ; [58.82097187 50.17902813],0
u3,1,0.38926,0.741251,[50 48] ; [27 19],[52.40277778 45.59722222] ; [24.59722222 21.40277778],0
r1,1,0.431255,0.619441,[227  68] ; [82 30],[223.96805897  71.03194103] ; [85.03194103 26.96805897],0
