Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.787988,[26  8] ; [36 84],[13.68831169 20.31168831] ; [48.31168831 71.68831169],1
p5,1,2e-06,23.120325,[11 27] ; [  4 121],[ 3.49693252 34.50306748] ; [ 11.50306748 113.49693252],1
s6,1,6e-05,16.116859,[31  6] ; [58 67],[20.32716049 16.67283951] ; [68.67283951 56.32716049],1
s2,1,0.000121,14.778599,[25 14] ; [37 87],[14.83435583 24.16564417] ; [47.16564417 76.83435583],1
p8,1,0.002803,8.93142,[25 13] ; [47 76],[16.99378882 21.00621118] ; [55.00621118 67.99378882],0
s8,1,0.003537,8.507611,[20 18] ; [34 91],[12.58895706 25.41104294] ; [41.41104294 83.58895706],0
p6,1,0.00619,7.494111,[18 21] ; [29 95],[11.24539877 27.75460123] ; [35.75460123 88.24539877],0
u1,1,0.014849,5.934277,[ 3 36] ; [  1 124],[ 0.95121951 38.04878049] ; [  3.04878049 121.95121951],0
n6,1,0.017173,5.678583,[36  3] ; [93 32],[30.67682927  8.32317073] ; [98.32317073 26.67682927],0
p7,1,0.018404,5.557267,[28 10] ; [64 59],[21.71428571 16.28571429] ; [70.28571429 52.71428571],0
s4,1,0.036326,4.381729,[11 28] ; [ 17 107],[ 6.6993865 32.3006135] ; [ 21.3006135 102.6993865],0
r1,1,0.038991,4.261259,[31  7] ; [79 45],[25.80246914 12.19753086] ; [84.19753086 39.80246914],0
p10,1,0.066128,3.376611,[31  6] ; [84 39],[26.59375 10.40625] ; [88.40625 34.59375],0
b5,1,0.071409,3.250341,[17 22] ; [75 50],[21.87804878 17.12195122] ; [70.12195122 54.87804878],0
n5,1,0.089184,2.889046,[33  6] ; [88 36],[28.95092025 10.04907975] ; [92.04907975 31.95092025],0
v3,1,0.094423,2.797311,[17 21] ; [37 86],[12.74534161 25.25465839] ; [41.25465839 81.74534161],0
p9,1,0.098146,2.735407,[32  6] ; [87 36],[28.08695652  9.91304348] ; [90.91304348 32.08695652],0
s3,1,0.115356,2.47927,[23 15] ; [56 66],[18.7625 19.2375] ; [60.2375 61.7625],0
v2,1,0.128629,2.308968,[20 18] ; [46 73],[15.97452229 22.02547771] ; [50.02547771 68.97452229],0
s1,1,0.129667,2.296492,[ 4 34] ; [  5 118],[ 2.1242236 35.8757764] ; [  6.8757764 116.1242236],0
p12,1,0.134191,2.243338,[ 4 35] ; [  5 120],[ 2.1402439 36.8597561] ; [  6.8597561 118.1402439],0
p4,1,0.144618,2.128115,[23 16] ; [57 68],[19.02439024 19.97560976] ; [60.97560976 64.02439024],0
r3,1,0.160049,1.973767,[36  3] ; [104  21],[33.29268293  5.70731707] ; [106.70731707  18.29268293],0
n2,1,0.177452,1.818834,[11  1] ; [27 10],[9.30612245 2.69387755] ; [28.69387755  8.30612245],0
v1,1,0.188866,1.72644,[14 25] ; [58 63],[17.55 21.45] ; [54.45 66.55],0
n4,1,0.194795,1.680976,[30  8] ; [85 40],[26.80981595 11.19018405] ; [88.19018405 36.80981595],0
a8,1,0.201428,1.631993,[ 5 31] ; [  8 106],[ 3.12 32.88] ; [  9.88 104.12],0
p1,1,0.208665,1.580666,[ 8 30] ; [ 16 109],[ 5.59509202 32.40490798] ; [ 18.40490798 106.59509202],0
b3,1,0.233396,1.420043,[ 7 11] ; [20 60],[ 4.95918367 13.04081633] ; [22.04081633 57.95918367],0
b2,1,0.233396,1.420043,[ 7 11] ; [20 60],[ 4.95918367 13.04081633] ; [22.04081633 57.95918367],0
v4,1,0.244145,1.356501,[37  1] ; [114  10],[35.41975309  2.58024691] ; [115.58024691   8.41975309],0
b4,1,0.2671,1.231582,[23 16] ; [61 64],[19.97560976 19.02439024] ; [64.02439024 60.97560976],0
r4,1,0.272989,1.201663,[35  4] ; [103  22],[32.81707317  6.18292683] ; [105.18292683  19.81707317],0
p11,1,0.330367,0.947459,[30  9] ; [86 39],[27.58536585 11.41463415] ; [88.41463415 36.58536585],0
a2,1,0.382918,0.761312,[ 2 37] ; [ 12 113],[ 3.32926829 35.67073171] ; [ 10.67073171 114.32926829],0
a7,1,0.384557,0.756082,[26 13] ; [73 51],[23.68711656 15.31288344] ; [75.31288344 48.68711656],0
a5,1,0.445735,0.581475,[23 16] ; [65 60],[20.92682927 18.07317073] ; [67.07317073 57.92682927],0
b1,1,0.446608,0.579246,[17 22] ; [46 79],[14.98170732 24.01829268] ; [48.01829268 76.98170732],0
p2,1,0.447988,0.575738,[30  8] ; [91 34],[28.20858896  9.79141104] ; [92.79141104 32.20858896],0
n1,1,0.498962,0.457143,[6 6] ; [14 22],[5. 7.] ; [15. 21.],0
u3,1,0.50814,0.437895,[10  8] ; [28 32],[8.76923077 9.23076923] ; [29.23076923 30.76923077],0
p3,1,0.519482,0.414923,[18 21] ; [50 74],[16.26993865 22.73006135] ; [51.73006135 72.26993865],0
a6,1,0.625515,0.238192,[22 17] ; [76 49],[23.30487805 15.69512195] ; [74.69512195 50.30487805],0
a1,1,0.676684,0.173883,[ 1 38] ; [  5 120],[ 1.42682927 37.57317073] ; [  4.57317073 120.42682927],0
a4,1,0.711797,0.136489,[10 29] ; [28 95],[ 9.14814815 29.85185185] ; [28.85185185 94.14814815],0
d3,1,0.732421,0.1169,[10 29] ; [35 88],[10.83333333 28.16666667] ; [34.16666667 88.83333333],0
d5,1,0.740422,0.109756,[18 21] ; [61 63],[18.90184049 20.09815951] ; [60.09815951 63.90184049],0
d1,1,0.760901,0.092597,[ 2 37] ; [  5 120],[ 1.66463415 37.33536585] ; [  5.33536585 119.66463415],0
n3,1,0.80008,0.064133,[10  2] ; [28  7],[9.70212766 2.29787234] ; [28.29787234  6.70212766],0
d2,1,0.834959,0.043408,[10 29] ; [30 95],[ 9.51219512 29.48780488] ; [30.48780488 94.51219512],0
a3,1,0.876293,0.024233,[21 18] ; [65 59],[20.57668712 18.42331288] ; [65.42331288 58.57668712],0
u2,1,0.966107,0.001806,[ 7 11] ; [23 37],[ 6.92307692 11.07692308] ; [23.07692308 36.92307692],0
