Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.19807,[37 13] ; [21 50],[23.96694215 26.03305785] ; [34.03305785 36.96694215],1
s6,1,6e-06,20.36289,[44  7] ; [35 40],[31.97619048 19.02380952] ; [47.02380952 27.97619048],1
s2,1,0.000131,14.630713,[32 20] ; [21 55],[21.53125 30.46875] ; [31.46875 44.53125],1
s3,1,0.001501,10.076853,[35 17] ; [29 46],[26.20472441 25.79527559] ; [37.79527559 37.20472441],0
d2,1,0.002935,8.847222,[19 33] ; [11 67],[12. 40.] ; [18. 60.],0
a4,1,0.010787,6.5,[18 34] ; [12 66],[12. 40.] ; [18. 60.],0
p7,1,0.019886,5.421896,[38 14] ; [40 36],[31.6875 20.3125] ; [46.3125 29.6875],0
a8,1,0.040659,4.190158,[ 7 41] ; [ 3 70],[ 3.96694215 44.03305785] ; [ 6.03305785 66.96694215],0
s5,1,0.060622,3.520299,[17 34] ; [14 61],[12.54761905 38.45238095] ; [18.45238095 56.54761905],0
u1,1,0.062617,3.466667,[ 4 48] ; [ 1 77],[ 2. 50.] ; [ 3. 75.],0
a2,1,0.094423,2.797301,[ 7 45] ; [ 4 74],[ 4.4 47.6] ; [ 6.6 71.4],0
r3,1,0.11773,2.447261,[50  2] ; [68  9],[47.56589147  4.43410853] ; [70.43410853  6.56589147],0
d1,1,0.172187,1.863799,[ 4 48] ; [ 2 76],[ 2.4 49.6] ; [ 3.6 74.4],0
n1,1,0.178022,1.814059,[8 6] ; [ 6 12],[6.125 7.875] ; [ 7.875 10.125],0
r4,1,0.181253,1.787318,[46  6] ; [62 16],[43.2  8.8] ; [64.8 13.2],0
b3,1,0.20971,1.573427,[12 24] ; [ 8 31],[ 9.6 26.4] ; [10.4 28.6],0
b2,1,0.20971,1.573427,[12 24] ; [ 8 31],[ 9.6 26.4] ; [10.4 28.6],0
r1,1,0.214545,1.540491,[38 13] ; [50 28],[34.79069767 16.20930233] ; [53.20930233 24.79069767],0
a5,1,0.276986,1.181818,[33 19] ; [42 36],[30. 22.] ; [45. 33.],0
b1,1,0.340426,0.908828,[23 29] ; [28 50],[20.4 31.6] ; [30.6 47.4],0
d3,1,0.370328,0.802562,[12 40] ; [23 53],[14.21875 37.78125] ; [20.78125 55.21875],0
v3,1,0.414926,0.664641,[15 36] ; [28 49],[17.1328125 33.8671875] ; [25.8671875 51.1328125],0
d5,1,0.429323,0.624653,[28 24] ; [36 41],[25.79844961 26.20155039] ; [38.20155039 38.79844961],0
r2,1,0.480978,0.496644,[46  5] ; [73  5],[47.04651163  3.95348837] ; [71.95348837  6.04651163],0
a7,1,0.483509,0.490938,[32 20] ; [52 25],[33.86046512 18.13953488] ; [50.13953488 26.86046512],0
p9,1,0.488917,0.478908,[49  3] ; [70  7],[47.96899225  4.03100775] ; [71.03100775  5.96899225],0
a3,1,0.518803,0.416271,[29 23] ; [39 39],[27.2 24.8] ; [40.8 37.2],0
v2,1,0.528373,0.397521,[25 24] ; [33 40],[23.29508197 25.70491803] ; [34.70491803 38.29508197],0
u3,1,0.552534,0.352796,[13 10] ; [19 20],[11.87096774 11.12903226] ; [20.12903226 18.87096774],0
p4,1,0.565056,0.331026,[30 22] ; [41 37],[28.4 23.6] ; [42.6 35.4],0
b4,1,0.566672,0.328283,[24 28] ; [40 38],[25.6 26.4] ; [38.4 39.6],0
p6,1,0.570195,0.322356,[18 34] ; [23 54],[16.52713178 35.47286822] ; [24.47286822 52.52713178],0
a6,1,0.605021,0.26749,[31 21] ; [50 28],[32.4 19.6] ; [48.6 29.4],0
s1,1,0.620217,0.245562,[ 3 49] ; [ 3 74],[ 2.41860465 49.58139535] ; [ 3.58139535 73.41860465],0
n6,1,0.702481,0.145903,[44  8] ; [64 14],[43.2  8.8] ; [64.8 13.2],0
p11,1,0.707423,0.140864,[42 10] ; [65 13],[42.8  9.2] ; [64.2 13.8],0
p2,1,0.724039,0.124655,[42 10] ; [61 17],[41.2 10.8] ; [61.8 16.2],0
p5,1,0.728954,0.120074,[ 5 47] ; [ 9 69],[ 5.6 46.4] ; [ 8.4 69.6],0
v1,1,0.745243,0.105572,[25 24] ; [37 40],[24.11111111 24.88888889] ; [37.88888889 39.11111111],0
n4,1,0.750936,0.100746,[38 14] ; [55 23],[37.2 14.8] ; [55.8 22.2],0
v4,1,0.769992,0.085489,[47  4] ; [72  5],[47.4140625  3.5859375] ; [71.5859375  5.4140625],0
p12,1,0.777862,0.079584,[ 4 48] ; [ 5 73],[ 3.6 48.4] ; [ 5.4 72.6],0
u2,1,0.792623,0.069119,[12 11] ; [19 20],[11.5 11.5] ; [19.5 19.5],0
n2,1,0.804748,0.061111,[12  3] ; [15  3],[12.27272727  2.72727273] ; [14.72727273  3.27272727],0
n3,1,0.804748,0.061111,[12  3] ; [15  3],[12.27272727  2.72727273] ; [14.72727273  3.27272727],0
p8,1,0.821667,0.050806,[27 25] ; [41 35],[27.625 24.375] ; [40.375 35.625],0
s4,1,0.82973,0.046245,[10 42] ; [16 61],[10.48062016 41.51937984] ; [15.51937984 61.48062016],0
n5,1,0.82973,0.046245,[42 10] ; [61 16],[41.51937984 10.48062016] ; [61.48062016 15.51937984],0
p1,1,0.839357,0.041094,[ 8 44] ; [11 67],[ 7.6 44.4] ; [11.4 66.6],0
b5,1,0.885629,0.020689,[28 24] ; [43 35],[28.4 23.6] ; [42.6 35.4],0
p3,1,0.937666,0.006116,[24 28] ; [35 42],[23.78294574 28.21705426] ; [35.21705426 41.78294574],0
