Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000422,12.431413,[2 2] ; [52  2],[3.72413793 0.27586207] ; [50.27586207  3.72413793],1
p3,1,0.005453,7.722826,[1 3] ; [45  9],[3.17241379 0.82758621] ; [42.82758621 11.17241379],0
s1,1,0.006955,7.284425,[2 2] ; [ 4 50],[0.4137931 3.5862069] ; [ 5.5862069 48.4137931],0
r3,1,0.014357,5.993717,[3 1] ; [53  1],[3.86206897 0.13793103] ; [52.13793103  1.86206897],0
d4,1,0.015803,5.824671,[2 2] ; [49  5],[3.51724138 0.48275862] ; [47.48275862  6.51724138],0
d3,1,0.020018,5.410336,[1 3] ; [42 12],[2.96551724 1.03448276] ; [40.03448276 13.96551724],0
s8,1,0.020018,5.410336,[1 3] ; [42 12],[2.96551724 1.03448276] ; [40.03448276 13.96551724],0
p8,1,0.029526,4.736667,[2 2] ; [48  6],[3.44827586 0.55172414] ; [46.55172414  7.44827586],0
d1,1,0.037476,4.328657,[1 3] ; [40 14],[2.82758621 1.17241379] ; [38.17241379 15.82758621],0
s3,1,0.122334,2.387179,[2 1] ; [50  4],[2.73684211 0.26315789] ; [49.26315789  4.73684211],0
p9,1,0.138648,2.192901,[3 1] ; [51  3],[3.72413793 0.27586207] ; [50.27586207  3.72413793],0
n5,1,0.138648,2.192901,[3 1] ; [51  3],[3.72413793 0.27586207] ; [50.27586207  3.72413793],0
b5,1,0.208556,1.581419,[3 1] ; [23 31],[1.79310345 2.20689655] ; [24.20689655 29.79310345],0
a4,1,0.267642,1.228792,[3 1] ; [25 29],[1.93103448 2.06896552] ; [26.06896552 27.93103448],0
p6,1,0.311419,1.024649,[2 2] ; [39 14],[2.87719298 1.12280702] ; [38.12280702 14.87719298],0
p10,1,0.318549,0.994896,[3 1] ; [49  5],[3.5862069 0.4137931] ; [48.4137931  5.5862069],0
a6,1,0.448618,0.574141,[3 1] ; [30 24],[2.27586207 1.72413793] ; [30.72413793 23.27586207],0
v3,1,0.516349,0.421181,[3 1] ; [31 22],[2.38596491 1.61403509] ; [31.61403509 21.38596491],0
r1,1,0.587224,0.294701,[3 1] ; [46  8],[3.37931034 0.62068966] ; [45.62068966  8.37931034],0
p11,1,0.587224,0.294701,[3 1] ; [46  8],[3.37931034 0.62068966] ; [45.62068966  8.37931034],0
s7,1,0.600349,0.274469,[3 1] ; [45  8],[3.36842105 0.63157895] ; [44.63157895  8.36842105],0
a3,1,0.670301,0.18125,[3 1] ; [45  9],[3.31034483 0.68965517] ; [44.68965517  9.31034483],0
p1,1,0.731862,0.117409,[1 3] ; [18 36],[1.31034483 2.68965517] ; [17.68965517 36.31034483],0
d5,1,0.749682,0.101798,[3 1] ; [44 10],[3.24137931 0.75862069] ; [43.75862069 10.24137931],0
a2,1,0.825439,0.048645,[1 3] ; [11 43],[0.82758621 3.17241379] ; [11.17241379 42.82758621],0
d2,1,0.829316,0.046474,[2 2] ; [30 24],[2.20689655 1.79310345] ; [29.79310345 24.20689655],0
b1,1,0.829316,0.046474,[2 2] ; [24 30],[1.79310345 2.20689655] ; [24.20689655 29.79310345],0
v1,1,0.840836,0.04033,[3 1] ; [42 11],[3.15789474 0.84210526] ; [41.84210526 11.15789474],0
a7,1,0.904533,0.014385,[3 1] ; [39 15],[2.89655172 1.10344828] ; [39.10344828 14.89655172],0
