Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002451,9.176853,[24 10] ; [ 4 12],[19.04 14.96] ; [8.96 7.04],0
p9,1,0.025335,5.000866,[18 15] ; [ 3 12],[14.4375 18.5625] ; [6.5625 8.4375],0
p10,1,0.04893,3.877759,[17 17] ; [ 3 12],[13.87755102 20.12244898] ; [6.12244898 8.87755102],0
a3,1,0.050815,3.814367,[21 12] ; [ 5 10],[17.875 15.125] ; [8.125 6.875],0
s4,1,0.052317,3.765597,[ 2 32] ; [ 4 12],[ 4.08 29.92] ; [ 1.92 14.08],0
v3,1,0.127186,2.32652,[ 8 25] ; [ 1 15],[ 6.06122449 26.93877551] ; [ 2.93877551 13.06122449],0
d5,1,0.15918,1.981995,[20 14] ; [ 6 10],[17.68 16.32] ; [8.32 7.68],0
p8,1,0.16458,1.931628,[11 23] ; [ 2 13],[ 9.02040816 24.97959184] ; [ 3.97959184 11.02040816],0
p7,1,0.164705,1.930485,[ 8 25] ; [7 9],[10.10204082 22.89795918] ; [ 4.89795918 11.10204082],0
b2,1,0.20082,1.636401,[10 11] ; [3 9],[ 8.27272727 12.72727273] ; [4.72727273 7.27272727],0
b3,1,0.20082,1.636401,[10 11] ; [3 9],[ 8.27272727 12.72727273] ; [4.72727273 7.27272727],0
a5,1,0.225253,1.470588,[19 15] ; [ 6 10],[17. 17.] ; [8. 8.],0
v1,1,0.233722,1.418067,[12 22] ; [ 3 13],[10.2 23.8] ; [ 4.8 11.2],0
u3,1,0.276116,1.186108,[5 8] ; [2 9],[3.79166667 9.20833333] ; [3.20833333 7.79166667],0
d1,1,0.317643,0.998629,[11 23] ; [ 3 13],[ 9.52 24.48] ; [ 4.48 11.52],0
r1,1,0.356744,0.849324,[13 21] ; [ 4 12],[11.56 22.44] ; [ 5.44 10.56],0
a1,1,0.363082,0.827206,[ 8 26] ; [ 2 14],[ 6.8 27.2] ; [ 3.2 12.8],0
d2,1,0.451553,0.56675,[14 19] ; [ 5 11],[12.79591837 20.20408163] ; [6.20408163 9.79591837],0
d3,1,0.499954,0.455033,[14 20] ; [ 5 11],[12.92 21.08] ; [6.08 9.92],0
b4,1,0.499954,0.455033,[20 14] ; [11  5],[21.08 12.92] ; [9.92 6.08],0
s2,1,0.506673,0.440932,[ 4 30] ; [ 3 13],[ 4.76 29.24] ; [ 2.24 13.76],0
b5,1,0.557659,0.343774,[14 20] ; [8 8],[14.96 19.04] ; [7.04 8.96],0
p12,1,0.577556,0.310202,[ 1 33] ; [ 1 15],[ 1.36 32.64] ; [ 0.64 15.36],0
p11,1,0.596628,0.280112,[11 23] ; [ 4 12],[10.2 23.8] ; [ 4.8 11.2],0
n6,1,0.610118,0.260003,[17 16] ; [7 9],[16.16326531 16.83673469] ; [7.83673469 8.16326531],0
a4,1,0.665006,0.1875,[10 22] ; [ 6 10],[10.66666667 21.33333333] ; [ 5.33333333 10.66666667],0
v2,1,0.676103,0.174545,[ 6 27] ; [ 2 13],[ 5.5 27.5] ; [ 2.5 12.5],0
d4,1,0.67987,0.170272,[17 17] ; [9 7],[17.68 16.32] ; [8.32 7.68],0
a6,1,0.697051,0.151558,[15 19] ; [8 8],[15.64 18.36] ; [7.36 8.64],0
n3,1,0.707787,0.140498,[ 7 10] ; [3 3],[7.39130435 9.60869565] ; [2.60869565 3.39130435],0
n4,1,0.720048,0.128447,[23 11] ; [10  6],[22.44 11.56] ; [10.56  5.44],0
n5,1,0.725506,0.123278,[25  9] ; [11  5],[24.48  9.52] ; [11.52  4.48],0
p4,1,0.725506,0.123278,[ 9 25] ; [ 5 11],[ 9.52 24.48] ; [ 4.48 11.52],0
s6,1,0.745861,0.105042,[10 24] ; [ 4 12],[ 9.52 24.48] ; [ 4.48 11.52],0
s1,1,0.754357,0.097906,[ 3 31] ; [ 1 15],[ 2.72 31.28] ; [ 1.28 14.72],0
a2,1,0.754357,0.097906,[ 3 31] ; [ 1 15],[ 2.72 31.28] ; [ 1.28 14.72],0
u2,1,0.772059,0.083916,[4 9] ; [4 7],[4.33333333 8.66666667] ; [3.66666667 7.33333333],0
p3,1,0.772579,0.083523,[ 9 24] ; [ 5 11],[ 9.42857143 23.57142857] ; [ 4.57142857 11.42857143],0
p6,1,0.799389,0.064586,[ 3 31] ; [ 1 14],[ 2.7755102 31.2244898] ; [ 1.2244898 13.7755102],0
a7,1,0.804493,0.061275,[14 20] ; [ 6 10],[13.6 20.4] ; [6.4 9.6],0
n1,1,0.813025,0.055944,[ 8 10] ; [3 3],[8.25 9.75] ; [2.75 3.25],0
n2,1,0.813025,0.055944,[ 8 10] ; [3 3],[8.25 9.75] ; [2.75 3.25],0
p1,1,0.833907,0.043971,[ 5 29] ; [ 2 14],[ 4.76 29.24] ; [ 2.24 13.76],0
b1,1,0.863445,0.029581,[20 14] ; [9 7],[19.72 14.28] ; [9.28 6.72],0
p2,1,0.898467,0.016281,[13 20] ; [ 6 10],[12.79591837 20.20408163] ; [6.20408163 9.79591837],0
s3,1,0.919135,0.010307,[ 6 26] ; [ 3 12],[ 6.12765957 25.87234043] ; [ 2.87234043 12.12765957],0
s5,1,0.924558,0.008967,[ 6 28] ; [ 3 13],[ 6.12 27.88] ; [ 2.88 13.12],0
p5,1,0.935917,0.006465,[ 2 31] ; [ 1 14],[ 2.0625 30.9375] ; [ 0.9375 14.0625],0
