Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.703349,[91 15] ; [ 3 19],[77.84375 28.15625] ; [16.15625  5.84375],1
r2,1,0.0,29.470388,[101   5] ; [10  9],[94.128 11.872] ; [16.872  2.128],1
r3,1,1e-06,24.112306,[95 11] ; [10 12],[86.953125 19.046875] ; [18.046875  3.953125],1
p10,1,2.7e-05,17.584102,[70 35] ; [ 4 18],[61.18110236 43.81889764] ; [12.81889764  9.18110236],1
r1,1,6.5e-05,15.946812,[80 26] ; [ 7 15],[72.046875 33.953125] ; [14.953125  7.046875],1
n6,1,0.000105,15.039788,[80 25] ; [ 7 14],[72.5 32.5] ; [14.5  6.5],1
s8,1,0.000361,12.721683,[47 57] ; [ 1 21],[39.61904762 64.38095238] ; [ 8.38095238 13.61904762],1
p9,1,0.00045,12.31093,[72 32] ; [ 6 15],[64.896 39.104] ; [13.104  7.896],1
s6,1,0.000648,11.633523,[65 39] ; [ 5 17],[57.77777778 46.22222222] ; [12.22222222  9.77777778],1
s2,1,0.002009,9.541257,[52 53] ; [ 3 19],[45.47244094 59.52755906] ; [ 9.52755906 12.47244094],0
p11,1,0.009674,6.694007,[61 45] ; [ 6 16],[55.484375 50.515625] ; [11.515625 10.484375],0
n2,1,0.013888,6.052308,[32  9] ; [6 8],[28.32727273 12.67272727] ; [9.67272727 4.32727273],0
v1,1,0.035279,4.431617,[45 58] ; [ 4 17],[40.7016129 62.2983871] ; [ 8.2983871 12.7016129],0
n5,1,0.037071,4.34717,[77 29] ; [11 11],[72.875 33.125] ; [15.125  6.875],0
v2,1,0.048942,3.877346,[55 45] ; [ 7 15],[50.81967213 49.18032787] ; [11.18032787 10.81967213],0
p6,1,0.049517,3.857734,[24 81] ; [ 1 21],[20.66929134 84.33070866] ; [ 4.33070866 17.66929134],0
s7,1,0.058644,3.575331,[48 52] ; [ 5 15],[44.16666667 55.83333333] ; [ 8.83333333 11.16666667],0
a8,1,0.067408,3.345024,[ 9 91] ; [ 5 17],[11.47540984 88.52459016] ; [ 2.52459016 19.47540984],0
a6,1,0.06817,3.326538,[77 27] ; [12 10],[73.46031746 30.53968254] ; [15.53968254  6.46031746],0
s5,1,0.125662,2.345297,[35 65] ; [ 4 18],[31.96721311 68.03278689] ; [ 7.03278689 14.96721311],0
u1,1,0.150545,2.066722,[24 82] ; [ 2 20],[21.53125 84.46875] ; [ 4.46875 17.53125],0
