Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.703349,[91 15] ; [ 3 19],[77.84375 28.15625] ; [16.15625  5.84375],1
s1,1,0.183007,1.773037,[  6 100] ; [ 3 19],[ 7.453125 98.546875] ; [ 1.546875 20.453125],0
p8,1,0.207434,1.589245,[29 77] ; [ 3 18],[26.70866142 79.29133858] ; [ 5.29133858 15.70866142],0
n3,1,0.210682,1.566733,[25 13] ; [6 7],[23.09803922 14.90196078] ; [7.90196078 5.09803922],0
b4,1,0.215083,1.536878,[57 49] ; [15  7],[59.625 46.375] ; [12.375  9.625],0
p1,1,0.231564,1.431228,[10 96] ; [ 4 18],[11.59375 94.40625] ; [ 2.40625 19.59375],0
a1,1,0.231564,1.431228,[10 96] ; [ 4 18],[11.59375 94.40625] ; [ 2.40625 19.59375],0
a2,1,0.254342,1.299293,[32 74] ; [ 4 18],[29.8125 76.1875] ; [ 6.1875 15.8125],0
d3,1,0.27626,1.185395,[65 39] ; [11 11],[62.73015873 41.26984127] ; [13.26984127  8.73015873],0
s3,1,0.296525,1.089755,[51 54] ; [ 8 14],[48.77952756 56.22047244] ; [10.22047244 11.77952756],0
n1,1,0.298689,1.080039,[16 23] ; [8 6],[17.66037736 21.33962264] ; [6.33962264 7.66037736],0
b5,1,0.33908,0.913907,[60 46] ; [10 12],[57.96875 48.03125] ; [12.03125  9.96875],0
v3,1,0.379375,0.772727,[38 60] ; [ 6 15],[36.23529412 61.76470588] ; [ 7.76470588 13.23529412],0
p3,1,0.407531,0.685993,[38 66] ; [ 6 16],[36.31746032 67.68253968] ; [ 7.68253968 14.31746032],0
p5,1,0.409319,0.680777,[11 93] ; [ 1 20],[ 9.984 94.016] ; [ 2.016 18.984],0
p4,1,0.455461,0.557026,[37 67] ; [ 6 16],[35.49206349 68.50793651] ; [ 7.50793651 14.49206349],0
s4,1,0.476807,0.506157,[21 83] ; [ 3 19],[19.80952381 84.19047619] ; [ 4.19047619 17.80952381],0
a4,1,0.495991,0.463505,[64 42] ; [11 10],[62.5984252 43.4015748] ; [12.4015748  8.5984252],0
d2,1,0.52485,0.404352,[61 42] ; [14  7],[62.2983871 40.7016129] ; [12.7016129  8.2983871],0
n4,1,0.632242,0.229033,[73 33] ; [14  8],[72.046875 33.953125] ; [14.953125  7.046875],0
a3,1,0.650886,0.204785,[81 25] ; [17  4],[81.79527559 24.20472441] ; [16.20472441  4.79527559],0
p7,1,0.745447,0.105397,[32 72] ; [ 6 16],[31.36507937 72.63492063] ; [ 6.63492063 15.36507937],0
d4,1,0.754316,0.09794,[82 22] ; [18  4],[82.53968254 21.46031746] ; [17.46031746  4.53968254],0
d1,1,0.780513,0.077646,[66 40] ; [13  9],[65.421875 40.578125] ; [13.578125  8.421875],0
a7,1,0.829139,0.046572,[70 36] ; [14  8],[69.5625 36.4375] ; [14.4375  7.5625],0
b2,1,0.860135,0.031047,[31 42] ; [6 9],[30.69318182 42.30681818] ; [6.30681818 8.69318182],0
b3,1,0.860135,0.031047,[31 42] ; [6 9],[30.69318182 42.30681818] ; [6.30681818 8.69318182],0
d5,1,0.870201,0.026701,[82 22] ; [17  5],[81.71428571 22.28571429] ; [17.28571429  4.71428571],0
b1,1,0.935804,0.006487,[54 52] ; [11 11],[53.828125 52.171875] ; [11.171875 10.828125],0
u2,1,0.945119,0.004739,[10 14] ; [2 3],[ 9.93103448 14.06896552] ; [2.06896552 2.93103448],0
