Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.2e-05,18.010085,[34 34] ; [11 58],[22.33576642 45.66423358] ; [22.66423358 46.33576642],1
n6,1,0.33575,0.926593,[51 17] ; [48 23],[48.43165468 19.56834532] ; [50.56834532 20.43165468],0
b4,1,0.341248,0.905736,[39 29] ; [35 36],[36.20143885 31.79856115] ; [37.79856115 33.20143885],0
a6,1,0.345686,0.889232,[38 30] ; [34 37],[35.22302158 32.77697842] ; [36.77697842 34.22302158],0
n3,1,0.373301,0.792648,[13  7] ; [20  6],[14.34782609  5.65217391] ; [18.65217391  7.34782609],0
a8,1,0.376057,0.783552,[ 9 56] ; [ 6 61],[ 7.38636364 57.61363636] ; [ 7.61363636 59.38636364],0
p2,1,0.411766,0.673696,[50 18] ; [47 23],[47.79710145 20.20289855] ; [49.20289855 20.79710145],0
s1,1,0.434893,0.609721,[ 2 66] ; [ 4 67],[ 2.9352518 65.0647482] ; [ 3.0647482 67.9352518],0
s3,1,0.461414,0.542461,[30 37] ; [27 43],[27.87591241 39.12408759] ; [29.12408759 40.87591241],0
p4,1,0.465592,0.532419,[30 38] ; [27 44],[27.88489209 40.11510791] ; [29.11510791 41.88489209],0
n4,1,0.51553,0.422826,[42 26] ; [40 31],[40.11510791 27.88489209] ; [41.88489209 29.11510791],0
b2,1,0.516198,0.421483,[14 26] ; [11 28],[12.65822785 27.34177215] ; [12.34177215 26.65822785],0
b3,1,0.516198,0.421483,[14 26] ; [11 28],[12.65822785 27.34177215] ; [12.34177215 26.65822785],0
b1,1,0.528874,0.396555,[28 40] ; [33 38],[29.84172662 38.15827338] ; [31.15827338 39.84172662],0
n1,1,0.540291,0.375,[ 9 11] ; [ 9 16],[ 8. 12.] ; [10. 15.],0
p1,1,0.542409,0.371092,[ 4 64] ; [ 6 64],[ 4.92753623 63.07246377] ; [ 5.07246377 64.92753623],0
a4,1,0.577385,0.310482,[14 54] ; [12 59],[12.71942446 55.28057554] ; [13.28057554 57.71942446],0
s4,1,0.581712,0.303476,[15 53] ; [13 58],[13.69784173 54.30215827] ; [14.30215827 56.69784173],0
p6,1,0.587152,0.294813,[18 49] ; [16 54],[16.62773723 50.37226277] ; [17.37226277 52.62773723],0
p8,1,0.625934,0.237615,[29 39] ; [27 43],[27.5942029 40.4057971] ; [28.4057971 41.5942029],0
p12,1,0.640616,0.217938,[ 4 63] ; [ 3 68],[ 3.39855072 63.60144928] ; [ 3.60144928 67.39855072],0
s8,1,0.734252,0.115243,[15 53] ; [14 57],[14.18705036 53.81294964] ; [14.81294964 56.18705036],0
p7,1,0.918642,0.010434,[34 31] ; [36 34],[33.7037037 31.2962963] ; [36.2962963 33.7037037],0
a2,1,0.956888,0.002922,[ 3 65] ; [ 3 68],[ 2.9352518 65.0647482] ; [ 3.0647482 67.9352518],0
r2,1,0.986429,0.000289,[48 18] ; [51 19],[48.04411765 17.95588235] ; [50.95588235 19.04411765],0
