Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.6e-05,18.576811,[32 74] ; [95 72],[49.31135531 56.68864469] ; [77.68864469 89.31135531],1
s5,1,0.000257,13.363102,[36 67] ; [95 69],[50.53558052 52.46441948] ; [80.46441948 83.53558052],1
v2,1,0.00027,13.266037,[49 56] ; [115  52],[63.30882353 41.69117647] ; [100.69117647  66.30882353],1
r2,1,0.003606,8.472419,[100   7] ; [172   1],[103.94285714   3.05714286] ; [168.05714286   4.94285714],0
s2,1,0.004972,7.889677,[88 21] ; [161  14],[95.56690141 13.43309859] ; [153.43309859  21.56690141],0
n5,1,0.005112,7.839424,[81 28] ; [152  22],[89.74204947 19.25795053] ; [143.25795053  30.74204947],0
a3,1,0.009737,6.68248,[79 30] ; [148  26],[87.43109541 21.56890459] ; [139.56890459  34.43109541],0
p9,1,0.01136,6.408126,[93 16] ; [164  10],[98.98586572 10.01413428] ; [158.01413428  15.98586572],0
p5,1,0.017685,5.627106,[11 98] ; [ 36 136],[18.23131673 90.76868327] ; [ 28.76868327 143.23131673],0
p7,1,0.031915,4.603079,[69 39] ; [126  40],[76.86131387 31.13868613] ; [118.13868613  47.86131387],0
a8,1,0.034461,4.471677,[11 90] ; [ 34 128],[17.28136882 83.71863118] ; [ 27.71863118 134.28136882],0
s7,1,0.041668,4.148629,[82 24] ; [145  22],[88.13919414 17.86080586] ; [138.86080586  28.13919414],0
p10,1,0.048023,3.909185,[91 18] ; [157  15],[96.19928826 12.80071174] ; [151.80071174  20.19928826],0
p3,1,0.049734,3.850409,[55 54] ; [109  66],[62.94366197 46.05633803] ; [101.05633803  73.94366197],0
n1,1,0.050092,3.838371,[11 16] ; [23 12],[14.80645161 12.19354839] ; [19.19354839 15.80645161],0
n2,1,0.052297,3.766228,[20  9] ; [31  4],[23.109375  5.890625] ; [27.890625  7.109375],0
n4,1,0.062787,3.462199,[83 26] ; [147  26],[88.90070922 20.09929078] ; [141.09929078  31.90070922],0
p6,1,0.069766,3.288523,[44 65] ; [88 83],[51.38571429 57.61428571] ; [80.61428571 90.38571429],0
r4,1,0.073845,3.19542,[99 10] ; [168   7],[102.47535211   6.52464789] ; [164.52464789  10.47535211],0
r3,1,0.078949,3.086402,[102   7] ; [171   4],[104.77816901   4.22183099] ; [168.22183099   6.77816901],0
u4,1,0.080927,3.046187,[  2 107] ; [ 11 164],[  4.98943662 104.01056338] ; [  8.01056338 166.98943662],0
p1,1,0.092098,2.837317,[  8 101] ; [ 24 149],[12.36879433 96.63120567] ; [ 19.63120567 153.36879433],0
a1,1,0.096487,2.762668,[  3 106] ; [ 13 162],[  6.14084507 102.85915493] ; [  9.85915493 165.14084507],0
p8,1,0.112281,2.521822,[60 49] ; [111  61],[66.33096085 42.66903915] ; [104.66903915  67.33096085],0
r1,1,0.118939,2.431235,[87 22] ; [151  23],[91.66784452 17.33215548] ; [146.33215548  27.66784452],0
s4,1,0.130762,2.283439,[30 78] ; [ 35 140],[24.80565371 83.19434629] ; [ 40.19434629 134.80565371],0
a5,1,0.15687,2.004139,[80 29] ; [141  34],[84.82042254 24.17957746] ; [136.17957746  38.82042254],0
v4,1,0.157319,1.999805,[104   5] ; [171   3],[105.91872792   3.08127208] ; [169.08127208   4.91872792],0
p12,1,0.159227,1.981552,[10 98] ; [ 26 147],[13.83629893 94.16370107] ; [ 22.16370107 150.83629893],0
b4,1,0.202001,1.627847,[57 52] ; [105  70],[62.17605634 46.82394366] ; [99.82394366 75.17605634],0
d4,1,0.207646,1.587765,[90 19] ; [153  21],[93.59363958 15.40636042] ; [149.40636042  24.59363958],0
a7,1,0.221167,1.496783,[79 30] ; [114  60],[74.33568905 34.66431095] ; [118.66431095  55.33568905],0
b5,1,0.222016,1.491293,[58 51] ; [106  69],[62.94366197 46.05633803] ; [101.05633803  73.94366197],0
a4,1,0.27894,1.172247,[47 62] ; [87 88],[51.42957746 57.57042254] ; [82.57042254 92.42957746],0
p4,1,0.30152,1.06746,[70 39] ; [122  52],[73.95053004 35.04946996] ; [118.04946996  55.95053004],0
n6,1,0.31035,1.029187,[94 15] ; [156  17],[96.63120567 12.36879433] ; [153.36879433  19.63120567],0
s6,1,0.317555,0.998989,[96 12] ; [158  13],[98.32258065  9.67741935] ; [155.67741935  15.32258065],0
u2,1,0.360598,0.83581,[16 14] ; [17  9],[17.67857143 12.32142857] ; [15.32142857 10.67857143],0
b2,1,0.360957,0.834559,[25 43] ; [54 70],[27.97916667 40.02083333] ; [51.02083333 72.97916667],0
b3,1,0.360957,0.834559,[25 43] ; [54 70],[27.97916667 40.02083333] ; [51.02083333 72.97916667],0
p11,1,0.405077,0.693202,[86 23] ; [145  30],[88.6584507 20.3415493] ; [142.3415493  32.6584507],0
d5,1,0.406715,0.688381,[90 19] ; [150  24],[92.43816254 16.56183746] ; [147.56183746  26.43816254],0
d3,1,0.431317,0.619275,[75 34] ; [128  47],[77.91197183 31.08802817] ; [125.08802817  49.91197183],0
a6,1,0.445038,0.583259,[78 31] ; [117  57],[75.10600707 33.89399293] ; [119.89399293  54.10600707],0
u3,1,0.541618,0.372549,[20 10] ; [20  7],[21.05263158  8.94736842] ; [18.94736842  8.05263158],0
s1,1,0.557938,0.343286,[  6 102] ; [  7 166],[  4.99644128 103.00355872] ; [  8.00355872 164.99644128],0
a2,1,0.719178,0.129281,[29 80] ; [ 50 125],[30.32042254 78.67957746] ; [ 48.67957746 126.32042254],0
b1,1,0.794141,0.068088,[45 64] ; [ 75 100],[46.05633803 62.94366197] ; [ 73.94366197 101.05633803],0
d1,1,0.857196,0.03238,[73 36] ; [119  56],[73.69014085 35.30985915] ; [118.30985915  56.69014085],0
