Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3.4e-05,17.159481,[40 71] ; [26  8],[50.52413793 60.47586207] ; [15.47586207 18.52413793],1
s2,1,4.2e-05,16.760498,[27 85] ; [21 13],[36.82191781 75.17808219] ; [11.17808219 22.82191781],1
s3,1,0.000907,11.008494,[38 73] ; [22 11],[46.25 64.75] ; [13.75 19.25],1
s8,1,0.007301,7.197483,[21 91] ; [14 20],[26.84931507 85.15068493] ; [ 8.15068493 25.84931507],0
p9,1,0.008342,6.958547,[66 44] ; [28  5],[72.30769231 37.69230769] ; [21.69230769 11.30769231],0
a1,1,0.013094,6.156324,[  1 111] ; [ 3 31],[  3.06849315 108.93150685] ; [ 0.93150685 33.06849315],0
d4,1,0.019654,5.442407,[85 27] ; [32  2],[89.75342466 22.24657534] ; [27.24657534  6.75342466],0
b1,1,0.019869,5.423368,[44 68] ; [ 6 28],[38.35616438 73.64383562] ; [11.64383562 22.35616438],0
p10,1,0.020751,5.347561,[59 52] ; [25  8],[64.75 46.25] ; [19.25 13.75],0
s7,1,0.023006,5.168058,[25 80] ; [15 19],[30.21582734 74.78417266] ; [ 9.78417266 24.21582734],0
d5,1,0.066922,3.356948,[77 34] ; [29  5],[81.14482759 29.85517241] ; [24.85517241  9.14482759],0
b4,1,0.086261,2.942797,[64 48] ; [25  9],[68.2739726 43.7260274] ; [20.7260274 13.2739726],0
r2,1,0.090043,2.873606,[95 15] ; [32  1],[97.69230769 12.30769231] ; [29.30769231  3.69230769],0
r3,1,0.107866,2.585212,[98 14] ; [33  1],[100.49315068  11.50684932] ; [30.50684932  3.49315068],0
s4,1,0.111079,2.538801,[19 93] ; [10 24],[22.24657534 89.75342466] ; [ 6.75342466 27.24657534],0
n6,1,0.13564,2.226742,[63 49] ; [24 10],[66.73972603 45.26027397] ; [20.26027397 13.73972603],0
a6,1,0.158275,1.990635,[68 44] ; [16 18],[64.43835616 47.56164384] ; [19.56164384 14.43835616],0
n4,1,0.173504,1.852408,[44 68] ; [ 9 25],[40.65753425 71.34246575] ; [12.34246575 21.65753425],0
p5,1,0.191195,1.708389,[  2 109] ; [ 2 31],[  3.08333333 107.91666667] ; [ 0.91666667 32.08333333],0
n1,1,0.229258,1.445459,[ 9 28] ; [4 5],[10.45652174 26.54347826] ; [2.54347826 6.45652174],0
u2,1,0.237903,1.392979,[25 16] ; [6 8],[23.10909091 17.89090909] ; [7.89090909 6.10909091],0
d3,1,0.290409,1.117726,[70 41] ; [18 16],[67.36551724 43.63448276] ; [20.63448276 13.36551724],0
a2,1,0.335573,0.92727,[13 99] ; [ 2 32],[ 11.50684932 100.49315068] ; [ 3.49315068 30.50684932],0
p12,1,0.372144,0.796492,[  1 110] ; [ 1 33],[  1.53103448 109.46896552] ; [ 0.46896552 33.53103448],0
r4,1,0.374294,0.78936,[84 28] ; [28  6],[85.91780822 26.08219178] ; [26.08219178  7.91780822],0
b2,1,0.38551,0.753058,[16 41] ; [ 7 11],[17.48 39.52] ; [ 5.52 12.48],0
b3,1,0.38551,0.753058,[16 41] ; [ 7 11],[17.48 39.52] ; [ 5.52 12.48],0
v3,1,0.389474,0.740584,[30 74] ; [ 7 26],[28.08759124 75.91240876] ; [ 8.91240876 24.08759124],0
u1,1,0.390117,0.738576,[  8 104] ; [ 4 30],[  9.20547945 102.79452055] ; [ 2.79452055 31.20547945],0
v2,1,0.410699,0.676777,[48 59] ; [18 16],[50.08510638 56.91489362] ; [15.91489362 18.08510638],0
v4,1,0.459336,0.547512,[95 16] ; [29  3],[96.25174825 14.74825175] ; [27.74825175  4.25174825],0
p2,1,0.472791,0.515445,[74 38] ; [24  9],[75.69655172 36.30344828] ; [22.30344828 10.69655172],0
b5,1,0.476186,0.507586,[67 45] ; [18 16],[65.20547945 46.79452055] ; [19.79452055 14.20547945],0
a5,1,0.528835,0.39663,[59 53] ; [20 14],[60.60273973 51.39726027] ; [18.39726027 15.60273973],0
p3,1,0.556508,0.345787,[21 90] ; [ 8 26],[22.2 88.8] ; [ 6.8 27.2],0
s1,1,0.563595,0.333518,[  6 106] ; [ 1 33],[  5.36986301 106.63013699] ; [ 1.63013699 32.36986301],0
p8,1,0.581228,0.304254,[35 77] ; [12 21],[36.30344828 75.69655172] ; [10.69655172 22.30344828],0
p7,1,0.636051,0.223944,[43 67] ; [14 18],[44.15492958 65.84507042] ; [12.84507042 19.15492958],0
p6,1,0.638914,0.220166,[13 95] ; [ 5 28],[13.78723404 94.21276596] ; [ 4.21276596 28.78723404],0
a8,1,0.639021,0.220025,[  5 101] ; [ 2 27],[  5.4962963 100.5037037] ; [ 1.5037037 27.4962963],0
n2,1,0.691123,0.157872,[22 15] ; [6 3],[22.52173913 14.47826087] ; [5.47826087 3.52173913],0
a4,1,0.692007,0.156921,[37 75] ; [10 24],[36.05479452 75.94520548] ; [10.94520548 23.05479452],0
a7,1,0.693846,0.154953,[79 32] ; [23 11],[78.08275862 32.91724138] ; [23.91724138 10.08275862],0
p1,1,0.70983,0.138447,[  5 106] ; [ 1 32],[  4.625 106.375] ; [ 1.375 31.625],0
d2,1,0.715793,0.13256,[39 73] ; [13 21],[39.89041096 72.10958904] ; [12.10958904 21.89041096],0
n3,1,0.822066,0.050575,[24 12] ; [5 3],[23.72727273 12.27272727] ; [5.27272727 2.72727273],0
v1,1,0.831892,0.045061,[39 71] ; [12 20],[39.50704225 70.49295775] ; [11.49295775 20.50704225],0
a3,1,0.843775,0.038835,[70 42] ; [20 13],[69.51724138 42.48275862] ; [20.48275862 12.51724138],0
d1,1,0.884305,0.021174,[51 61] ; [15 19],[50.63013699 61.36986301] ; [15.36986301 18.63013699],0
p11,1,0.889095,0.019446,[71 41] ; [22 12],[71.34246575 40.65753425] ; [21.65753425 12.34246575],0
r1,1,0.9162,0.011072,[78 34] ; [24 10],[78.24657534 33.75342466] ; [23.75342466 10.24657534],0
u3,1,1.0,0.0,[21 21] ; [7 7],[21. 21.] ; [7. 7.],0
