Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.494485,[330 189] ; [85 12],[349.65097403 169.34902597] ; [65.34902597 31.65097403],1
s2,1,1.1e-05,19.312104,[245 278] ; [69 28],[264.87419355 258.12580645] ; [49.12580645 47.87419355],1
s3,1,0.000127,14.68185,[272 246] ; [72 26],[289.27272727 228.72727273] ; [54.72727273 43.27272727],1
s5,1,0.000165,14.191724,[163 349] ; [48 44],[178.86092715 333.13907285] ; [32.13907285 59.86092715],1
b3,1,0.00184,9.703033,[147 196] ; [12 45],[136.3425 206.6575] ; [22.6575 34.3425],0
b2,1,0.00184,9.703033,[147 196] ; [12 45],[136.3425 206.6575] ; [22.6575 34.3425],0
a8,1,0.00422,8.186432,[ 80 400] ; [ 5 90],[ 70.95652174 409.04347826] ; [14.04347826 80.95652174],0
s7,1,0.013045,6.163057,[244 260] ; [62 38],[255.33774834 248.66225166] ; [50.66225166 49.33774834],0
v3,1,0.021014,5.325634,[225 284] ; [31 67],[214.66886326 294.33113674] ; [41.33113674 56.66886326],0
v2,1,0.024196,5.080535,[308 199] ; [47 50],[297.9884106 209.0115894] ; [57.0115894 39.9884106],0
s1,1,0.027096,4.884687,[ 11 511] ; [ 6 93],[ 14.28985507 507.71014493] ; [ 2.71014493 96.28985507],0
n4,1,0.041205,4.167571,[441  87] ; [75 25],[433.8343949  94.1656051] ; [82.1656051 17.8343949],0
u2,1,0.075014,3.169747,[84 61] ; [13 19],[79.46327684 65.53672316] ; [17.53672316 14.46327684],0
p2,1,0.087085,2.92745,[458  66] ; [81 19],[452.62179487  71.37820513] ; [86.37820513 13.62179487],0
s8,1,0.125007,2.353433,[234 290] ; [53 47],[241.00641026 282.99358974] ; [45.99358974 54.00641026],0
d5,1,0.126745,2.331929,[430  97] ; [75 25],[424.45773525 102.54226475] ; [80.54226475 19.45773525],0
p9,1,0.233091,1.421897,[463  57] ; [93  7],[466.32258065  53.67741935] ; [89.67741935 10.32258065],0
a7,1,0.257071,1.284462,[381 144] ; [67 33],[376.32 148.68] ; [71.68 28.32],0
p10,1,0.302539,1.062971,[455  66] ; [91  9],[458.07729469  62.92270531] ; [87.92270531 12.07729469],0
p5,1,0.304364,1.054976,[ 72 450] ; [10 90],[ 68.81672026 453.18327974] ; [13.18327974 86.81672026],0
d4,1,0.306,1.047863,[437  88] ; [79 21],[433.44  91.56] ; [82.56 17.44],0
d2,1,0.311105,1.025978,[260 265] ; [44 56],[255.36 269.64] ; [48.64 51.36],0
a3,1,0.34581,0.888772,[382 144] ; [68 32],[378.11501597 147.88498403] ; [71.88498403 28.11501597],0
u4,1,0.363827,0.824639,[ 13 515] ; [ 1 99],[ 11.77070064 516.22929936] ; [ 2.22929936 97.77070064],0
a4,1,0.366329,0.816079,[241 284] ; [41 59],[236.88 288.12] ; [45.12 54.88],0
