Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,44.975029,[ 1 47] ; [72 51],[20.49122807 27.50877193] ; [52.50877193 70.49122807],1
a5,1,0.0,31.417198,[10 38] ; [84 39],[26.38596491 21.61403509] ; [67.61403509 55.38596491],1
d4,1,4e-06,21.056239,[21 27] ; [98 25],[33.40350877 14.59649123] ; [85.59649123 37.40350877],1
d3,1,9e-06,19.686859,[13 35] ; [79 43],[25.97647059 22.02352941] ; [66.02352941 55.97647059],1
a4,1,3e-05,17.413263,[ 5 43] ; [54 68],[16.65882353 31.34117647] ; [42.34117647 79.65882353],1
a3,1,5.6e-05,16.219911,[17 30] ; [86 37],[28.47647059 18.52352941] ; [74.52352941 48.47647059],1
d2,1,0.000334,12.871364,[ 9 39] ; [59 62],[19.31360947 28.68639053] ; [48.68639053 72.31360947],1
v2,1,0.00065,11.627636,[ 9 38] ; [57 62],[18.68674699 28.31325301] ; [47.31325301 71.68674699],1
p10,1,0.002619,9.055595,[27 21] ; [95 25],[34.85714286 13.14285714] ; [87.14285714 32.85714286],0
p11,1,0.008763,6.87047,[26 22] ; [92 31],[33.12280702 14.87719298] ; [84.87719298 38.12280702],0
r3,1,0.011402,6.401518,[35 13] ; [109  14],[40.42105263  7.57894737] ; [103.57894737  19.42105263],0
a2,1,0.014549,5.970309,[ 1 47] ; [ 19 104],[ 5.61403509 42.38596491] ; [ 14.38596491 108.61403509],0
v3,1,0.050519,3.824151,[10 38] ; [43 75],[15.3253012 32.6746988] ; [37.6746988 80.3253012],0
a7,1,0.050753,3.816393,[23 25] ; [79 44],[28.63157895 19.36842105] ; [73.36842105 49.63157895],0
p3,1,0.053405,3.731213,[15 33] ; [58 64],[20.61176471 27.38823529] ; [52.38823529 69.61176471],0
a6,1,0.065422,3.394302,[21 27] ; [73 50],[26.38596491 21.61403509] ; [67.61403509 55.38596491],0
v1,1,0.087647,2.917065,[14 32] ; [54 66],[18.84337349 27.15662651] ; [49.15662651 70.84337349],0
s5,1,0.09256,2.829275,[ 8 39] ; [34 80],[12.26086957 34.73913043] ; [29.73913043 84.26086957],0
r4,1,0.120576,2.409828,[28 20] ; [87 36],[32.28070175 15.71929825] ; [82.71929825 40.28070175],0
s2,1,0.122275,2.387939,[16 32] ; [57 66],[20.49122807 27.50877193] ; [52.50877193 70.49122807],0
p6,1,0.12898,2.304744,[12 36] ; [44 74],[16.19277108 31.80722892] ; [39.80722892 78.19277108],0
b4,1,0.143794,2.136879,[25 23] ; [79 44],[29.19298246 18.80701754] ; [74.80701754 48.19298246],0
s8,1,0.153641,2.035724,[11 37] ; [42 81],[14.87719298 33.12280702] ; [38.12280702 84.87719298],0
n4,1,0.168372,1.89738,[27 21] ; [83 40],[30.87719298 17.12280702] ; [79.12280702 43.87719298],0
n6,1,0.181033,1.789122,[34 14] ; [98 24],[37.27058824 10.72941176] ; [94.72941176 27.27058824],0
u2,1,0.206265,1.597449,[10 20] ; [18 19],[12.53731343 17.46268657] ; [15.46268657 21.53731343],0
p9,1,0.219934,1.504804,[34 13] ; [98 23],[36.92857143 10.07142857] ; [95.07142857 25.92857143],0
s6,1,0.220372,1.501944,[21 27] ; [64 54],[24.57831325 23.42168675] ; [60.42168675 57.57831325],0
p4,1,0.23985,1.381474,[19 29] ; [60 61],[22.43786982 25.56213018] ; [56.56213018 64.43786982],0
u3,1,0.297199,1.086721,[12 19] ; [19 18],[14.13235294 16.86764706] ; [16.86764706 20.13235294],0
n3,1,0.372116,0.796586,[12  4] ; [25 15],[10.57142857  5.42857143] ; [26.42857143 13.57142857],0
n1,1,0.454958,0.558271,[ 5 11] ; [16 22],[6.22222222 9.77777778] ; [14.77777778 23.22222222],0
b1,1,0.467856,0.527036,[17 31] ; [51 72],[19.0877193 28.9122807] ; [48.9122807 74.0877193],0
p2,1,0.549928,0.357447,[33 15] ; [88 32],[34.57142857 13.42857143] ; [86.42857143 33.57142857],0
s7,1,0.550464,0.356487,[16 30] ; [47 71],[17.67073171 28.32926829] ; [45.32926829 72.67073171],0
p7,1,0.558377,0.342522,[22 24] ; [64 57],[23.68862275 22.31137725] ; [62.31137725 58.68862275],0
a8,1,0.55846,0.342378,[ 4 43] ; [  7 110],[ 3.15243902 43.84756098] ; [  7.84756098 109.15243902],0
