Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.003936,8.313158,[18  9] ; [ 2 10],[13.84615385 13.15384615] ; [6.15384615 5.84615385],0
p2,1,0.007592,7.127193,[17 10] ; [ 2 10],[13.15384615 13.84615385] ; [5.84615385 6.15384615],0
n5,1,0.015792,5.825926,[20  7] ; [4 8],[16.61538462 10.38461538] ; [7.38461538 4.61538462],0
p4,1,0.042986,4.095936,[11 16] ; [ 1 11],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
a2,1,0.04305,4.093452,[ 1 26] ; [3 9],[ 2.76923077 24.23076923] ; [ 1.23076923 10.76923077],0
n4,1,0.052681,3.754011,[18  9] ; [4 8],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
r3,1,0.062066,3.481303,[19  7] ; [5 7],[16.42105263  9.57894737] ; [7.57894737 4.42105263],0
p9,1,0.07044,3.272727,[15 10] ; [3 8],[12.5 12.5] ; [5.5 5.5],0
v4,1,0.134909,2.235088,[16 11] ; [4 8],[13.84615385 13.15384615] ; [6.15384615 5.84615385],0
s6,1,0.141032,2.166667,[11 16] ; [ 2 10],[ 9. 18.] ; [4. 8.],0
n3,1,0.201352,1.63254,[6 4] ; [2 5],[4.70588235 5.29411765] ; [3.29411765 3.70588235],0
p10,1,0.202152,1.626759,[13 13] ; [3 8],[11.24324324 14.75675676] ; [4.75675676 6.24324324],0
s8,1,0.209201,1.576949,[ 7 20] ; [ 1 11],[ 5.53846154 21.46153846] ; [2.46153846 9.53846154],0
b4,1,0.212968,1.551136,[21  6] ; [7 5],[19.38461538  7.61538462] ; [8.61538462 3.38461538],0
b5,1,0.215766,1.532308,[17 10] ; [5 7],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
n2,1,0.263085,1.252449,[7 3] ; [3 4],[5.88235294 4.11764706] ; [4.11764706 2.88235294],0
a7,1,0.284307,1.146384,[13 14] ; [8 4],[14.53846154 12.46153846] ; [6.46153846 5.53846154],0
v1,1,0.310827,1.02716,[ 5 22] ; [4 8],[ 6.23076923 20.76923077] ; [2.76923077 9.23076923],0
a4,1,0.310827,1.02716,[ 5 22] ; [4 8],[ 6.23076923 20.76923077] ; [2.76923077 9.23076923],0
a5,1,0.323436,0.975,[ 9 18] ; [6 6],[10.38461538 16.61538462] ; [4.61538462 7.38461538],0
u3,1,0.431923,0.617647,[ 2 12] ; [2 5],[ 2.66666667 11.33333333] ; [1.33333333 5.66666667],0
s3,1,0.444379,0.58495,[ 5 21] ; [ 1 10],[ 4.21621622 21.78378378] ; [1.78378378 9.21621622],0
a8,1,0.495521,0.464516,[ 4 20] ; [ 1 11],[ 3.33333333 20.66666667] ; [ 1.66666667 10.33333333],0
s1,1,0.545198,0.365991,[ 1 26] ; [ 1 11],[ 1.38461538 25.61538462] ; [ 0.61538462 11.38461538],0
a1,1,0.545198,0.365991,[ 1 26] ; [ 1 11],[ 1.38461538 25.61538462] ; [ 0.61538462 11.38461538],0
b1,1,0.556982,0.344956,[13 14] ; [7 5],[13.84615385 13.15384615] ; [6.15384615 5.84615385],0
d3,1,0.556982,0.344956,[14 13] ; [5 7],[13.15384615 13.84615385] ; [5.84615385 6.15384615],0
s5,1,0.5763,0.312255,[ 4 23] ; [ 1 11],[ 3.46153846 23.53846154] ; [ 1.53846154 10.46153846],0
p1,1,0.5763,0.312255,[ 4 23] ; [ 1 11],[ 3.46153846 23.53846154] ; [ 1.53846154 10.46153846],0
a6,1,0.590438,0.289661,[11 16] ; [6 6],[11.76923077 15.23076923] ; [5.23076923 6.76923077],0
b2,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
b3,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
n1,1,0.681777,0.168132,[2 8] ; [2 5],[2.35294118 7.64705882] ; [1.64705882 5.35294118],0
s4,1,0.791857,0.069643,[ 3 24] ; [ 1 11],[ 2.76923077 24.23076923] ; [ 1.23076923 10.76923077],0
d2,1,0.817085,0.053498,[ 8 19] ; [4 8],[ 8.30769231 18.69230769] ; [3.69230769 8.30769231],0
d1,1,0.823894,0.049524,[10 17] ; [4 8],[ 9.69230769 17.30769231] ; [4.30769231 7.69230769],0
s7,1,0.85554,0.033144,[ 5 19] ; [2 9],[ 4.8 19.2] ; [2.2 8.8],0
v2,1,0.858273,0.031888,[ 9 18] ; [4 7],[ 9.23684211 17.76315789] ; [3.76315789 7.23684211],0
d5,1,0.871731,0.02607,[15 12] ; [7 5],[15.23076923 11.76923077] ; [6.76923077 5.23076923],0
a3,1,0.88012,0.022746,[13 14] ; [5 6],[12.78947368 14.21052632] ; [5.21052632 5.78947368],0
v3,1,0.882392,0.021886,[ 4 23] ; [ 2 10],[ 4.15384615 22.84615385] ; [ 1.84615385 10.15384615],0
r1,1,0.951264,0.003736,[ 7 20] ; [3 9],[ 6.92307692 20.07692308] ; [3.07692308 8.92307692],0
d4,1,1.0,0.0,[18  9] ; [8 4],[18.  9.] ; [8. 4.],0
u2,1,1.0,0.0,[6 8] ; [3 4],[6. 8.] ; [3. 4.],0
