Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000489,12.155844,[20 64] ; [19 14],[28. 56.] ; [11. 22.],1
r3,1,0.110325,2.54956,[60 25] ; [28  5],[63.38983051 21.61016949] ; [24.61016949  8.38983051],0
n6,1,0.12901,2.304374,[54 30] ; [26  7],[57.43589744 26.56410256] ; [22.56410256 10.43589744],0
r1,1,0.143345,2.141679,[44 41] ; [22 11],[47.54237288 37.45762712] ; [18.45762712 14.54237288],0
p1,1,0.150399,2.068203,[ 4 81] ; [ 4 29],[ 5.76271186 79.23728814] ; [ 2.23728814 30.76271186],0
d1,1,0.163306,1.94334,[27 58] ; [15 18],[30.25423729 54.74576271] ; [11.74576271 21.25423729],0
d4,1,0.222864,1.485835,[51 33] ; [24  9],[53.84615385 30.15384615] ; [21.15384615 11.84615385],0
s2,1,0.273505,1.199085,[11 73] ; [ 7 26],[12.92307692 71.07692308] ; [ 5.07692308 27.92307692],0
v4,1,0.290475,1.117421,[63 20] ; [28  5],[65.11206897 17.88793103] ; [25.88793103  7.11206897],0
s7,1,0.321258,0.983818,[15 62] ; [ 9 23],[16.95412844 60.04587156] ; [ 7.04587156 24.95412844],0
n1,1,0.377699,0.778178,[14 23] ; [2 7],[12.86956522 24.13043478] ; [3.13043478 5.86956522],0
r2,1,0.409597,0.67997,[64 18] ; [28  5],[65.6 16.4] ; [26.4  6.6],0
n2,1,0.463925,0.536408,[26 12] ; [5 4],[25.06382979 12.93617021] ; [5.93617021 3.06382979],0
a6,1,0.510449,0.433147,[33 52] ; [15 18],[34.57627119 50.42372881] ; [13.42372881 19.57627119],0
b5,1,0.523998,0.406017,[39 46] ; [13 20],[37.45762712 47.54237288] ; [14.54237288 18.45762712],0
u1,1,0.540111,0.375334,[ 3 82] ; [ 2 31],[ 3.60169492 81.39830508] ; [ 1.39830508 31.60169492],0
d3,1,0.546753,0.363166,[26 59] ; [12 21],[27.37288136 57.62711864] ; [10.62711864 22.37288136],0
a4,1,0.549756,0.357754,[33 51] ; [11 22],[31.58974359 52.41025641] ; [12.41025641 20.58974359],0
a3,1,0.549756,0.357754,[51 33] ; [22 11],[52.41025641 31.58974359] ; [20.58974359 12.41025641],0
d2,1,0.56515,0.330866,[37 47] ; [16 16],[38.37931034 45.62068966] ; [14.62068966 17.37931034],0
u2,1,0.598084,0.277895,[15 18] ; [4 7],[14.25 18.75] ; [4.75 6.25],0
n5,1,0.662971,0.189935,[55 29] ; [23 10],[56. 28.] ; [22. 11.],0
a2,1,0.685071,0.164474,[ 4 81] ; [ 1 32],[ 3.60169492 81.39830508] ; [ 1.39830508 31.60169492],0
b2,1,0.71459,0.133736,[24 28] ; [10 14],[23.26315789 28.73684211] ; [10.73684211 13.26315789],0
b3,1,0.71459,0.133736,[24 28] ; [10 14],[23.26315789 28.73684211] ; [10.73684211 13.26315789],0
s1,1,0.763675,0.090396,[ 4 81] ; [ 2 31],[ 4.3220339 80.6779661] ; [ 1.6779661 31.3220339],0
a8,1,0.803986,0.061599,[ 6 73] ; [ 2 30],[ 5.69369369 73.30630631] ; [ 2.30630631 29.69369369],0
s3,1,0.80581,0.060435,[24 59] ; [10 22],[24.53913043 58.46086957] ; [ 9.46086957 22.53913043],0
u3,1,0.806243,0.06016,[11 23] ; [4 7],[11.33333333 22.66666667] ; [3.66666667 7.33333333],0
b1,1,0.875405,0.024585,[40 45] ; [15 18],[39.61864407 45.38135593] ; [15.38135593 17.61864407],0
b4,1,0.889265,0.019386,[45 40] ; [17 16],[44.66101695 40.33898305] ; [17.33898305 15.66101695],0
a1,1,0.970652,0.001354,[ 5 80] ; [ 2 31],[ 5.04237288 79.95762712] ; [ 1.95762712 31.04237288],0
