Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000489,12.155844,[20 64] ; [19 14],[28. 56.] ; [11. 22.],1
p4,1,0.000673,11.562308,[20 62] ; [19 14],[27.80869565 54.19130435] ; [11.19130435 21.80869565],1
p7,1,0.00072,11.437336,[34 49] ; [25  8],[42.21551724 40.78448276] ; [16.78448276 16.21551724],1
s4,1,0.001964,9.582719,[ 3 82] ; [ 7 26],[ 7.20338983 77.79661017] ; [ 2.79661017 30.20338983],0
n4,1,0.005349,7.757533,[49 36] ; [28  5],[55.46610169 29.53389831] ; [21.53389831 11.46610169],0
a5,1,0.008697,6.883921,[39 46] ; [24  9],[45.38135593 39.61864407] ; [17.61864407 15.38135593],0
s8,1,0.008917,6.839284,[ 9 76] ; [10 23],[13.68644068 71.31355932] ; [ 5.31355932 27.68644068],0
p2,1,0.009019,6.819158,[47 37] ; [27  6],[53.12820513 30.87179487] ; [20.87179487 12.12820513],0
p10,1,0.010235,6.59346,[39 45] ; [24  9],[45.23076923 38.76923077] ; [17.76923077 15.23076923],0
p5,1,0.0316,4.620042,[ 2 82] ; [ 4 29],[ 4.30769231 79.69230769] ; [ 1.69230769 31.30769231],0
v2,1,0.032727,4.560019,[29 52] ; [19 14],[34.10526316 46.89473684] ; [13.89473684 19.10526316],0
s5,1,0.032914,4.550246,[ 8 75] ; [ 8 24],[11.54782609 71.45217391] ; [ 4.45217391 27.54782609],0
r4,1,0.040786,4.184876,[47 38] ; [25  8],[51.86440678 33.13559322] ; [20.13559322 12.86440678],0
p11,1,0.042055,4.132971,[50 35] ; [26  7],[54.74576271 30.25423729] ; [21.25423729 11.74576271],0
d5,1,0.060576,3.52153,[43 42] ; [23 10],[47.54237288 37.45762712] ; [18.45762712 14.54237288],0
p9,1,0.077165,3.123614,[45 37] ; [24  9],[49.2 32.8] ; [19.8 13.2],0
n3,1,0.086747,2.933728,[21 15] ; [8 1],[23.2 12.8] ; [5.8 3.2],0
v3,1,0.090253,2.869861,[18 64] ; [12 20],[21.57894737 60.42105263] ; [ 8.42105263 23.57894737],0
p6,1,0.092035,2.838415,[10 72] ; [ 8 24],[12.94736842 69.05263158] ; [ 5.05263158 26.94736842],0
v1,1,0.098233,2.734007,[28 56] ; [16 16],[31.86206897 52.13793103] ; [12.13793103 19.86206897],0
