Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,34.662964,[ 21 322] ; [17 37],[ 32.83123426 310.16876574] ; [ 5.16876574 48.83123426],1
p6,1,0.0,25.614839,[112 230] ; [36 16],[128.46700508 213.53299492] ; [19.53299492 32.46700508],1
p8,1,0.0,25.335641,[160 184] ; [45  9],[177.18592965 166.81407035] ; [27.81407035 26.18592965],1
s5,1,1e-06,23.596346,[108 226] ; [35 17],[123.7357513 210.2642487] ; [19.2642487 32.7357513],1
p4,1,1e-06,23.53786,[191 153] ; [48  5],[207.09319899 136.90680101] ; [31.90680101 21.09319899],1
p3,1,3e-06,22.028879,[160 184] ; [43 10],[175.89924433 168.10075567] ; [27.10075567 25.89924433],1
p12,1,5e-06,20.814339,[ 29 314] ; [16 38],[ 38.8790932 304.1209068] ; [ 6.1209068 47.8790932],1
s7,1,5.7e-05,16.184291,[191 139] ; [46  7],[204.20365535 125.79634465] ; [32.79634465 20.20365535],1
b5,1,0.001922,9.622453,[212 134] ; [21 33],[201.545 144.455] ; [31.455 22.545],0
s6,1,0.004811,7.949136,[266  75] ; [51  3],[273.66329114  67.33670886] ; [43.33670886 10.66329114],0
n5,1,0.005563,7.686745,[260  83] ; [50  4],[267.83375315  75.16624685] ; [42.16624685 11.83375315],0
s8,1,0.008002,7.032968,[187 158] ; [39 14],[195.90452261 149.09547739] ; [30.09547739 22.90452261],0
v3,1,0.015707,5.835334,[135 196] ; [31 22],[143.08854167 187.91145833] ; [22.91145833 30.08854167],0
n6,1,0.016957,5.700806,[278  65] ; [50  3],[284.1010101  58.8989899] ; [43.8989899  9.1010101],0
n4,1,0.018751,5.524598,[272  72] ; [50  4],[278.31155779  65.68844221] ; [43.68844221 10.31155779],0
a1,1,0.028439,4.801256,[ 18 328] ; [ 7 47],[ 21.625 324.375] ; [ 3.375 50.625],0
v1,1,0.029011,4.766962,[178 153] ; [37 16],[185.32552083 145.67447917] ; [29.67447917 23.32552083],0
a6,1,0.033334,4.528518,[233 111] ; [28 25],[226.15617128 117.84382872] ; [34.84382872 18.15617128],0
p7,1,0.046679,3.956904,[216 120] ; [40 11],[222.26356589 113.73643411] ; [33.73643411 17.26356589],0
