Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,86.205971,[190  88] ; [ 39 130],[142.42058166 135.57941834] ; [86.57941834 82.42058166],1
p6,1,0.0,41.688207,[129 146] ; [ 28 140],[ 97.46049661 177.53950339] ; [ 59.53950339 108.46049661],1
p8,1,0.0,38.060767,[178 100] ; [ 57 111],[146.47982063 131.52017937] ; [88.52017937 79.47982063],1
p2,1,0.0,37.443812,[253  24] ; [117  53],[229.28411633  47.71588367] ; [140.71588367  29.28411633],1
p7,1,0.0,26.697927,[197  79] ; [76 87],[171.63553531 104.36446469] ; [101.36446469  61.63553531],1
s6,1,1e-06,24.150976,[198  76] ; [83 86],[173.8013544 100.1986456] ; [107.1986456  61.8013544],1
v1,1,8e-06,20.036915,[174  95] ; [71 95],[151.50574713 117.49425287] ; [93.49425287 72.50574713],1
p9,1,2.6e-05,17.716361,[249  27] ; [125  41],[233.53846154  42.46153846] ; [140.46153846  25.53846154],1
p5,1,2.9e-05,17.473797,[ 46 230] ; [  6 163],[ 32.25168539 243.74831461] ; [ 19.74831461 149.25168539],1
p10,1,3.2e-05,17.322105,[240  37] ; [120  50],[223.08724832  53.91275168] ; [136.91275168  33.08724832],1
s2,1,6e-05,16.115909,[159 116] ; [ 65 105],[138.42696629 136.57303371] ; [85.57303371 84.42696629],1
p11,1,0.000112,14.920216,[238  41] ; [120  51],[221.96  57.04] ; [136.04  34.96],1
n4,1,0.000397,12.544264,[241  38] ; [124  46],[226.80400891  52.19599109] ; [138.19599109  31.80400891],1
n5,1,0.000487,12.165768,[229  49] ; [115  54],[213.94183445  64.05816555] ; [130.05816555  38.94183445],1
s7,1,0.000724,11.427568,[149 115] ; [65 99],[132. 132.] ; [82. 82.],1
s8,1,0.000724,11.426836,[147 129] ; [ 63 108],[129.66442953 146.33557047] ; [80.33557047 90.66442953],1
r4,1,0.001282,10.368364,[260  19] ; [143  28],[249.86  29.14] ; [153.14  17.86],0
n6,1,0.002653,9.031952,[245  31] ; [133  37],[233.91928251  42.08071749] ; [144.08071749  25.91928251],0
s5,1,0.002854,8.898578,[101 169] ; [ 39 126],[ 86.89655172 183.10344828] ; [ 53.10344828 111.89655172],0
v4,1,0.00591,7.577417,[268   9] ; [154  16],[261.50782998  15.49217002] ; [160.49217002   9.50782998],0
r3,1,0.010746,6.506924,[271   7] ; [157  13],[265.58928571  12.41071429] ; [162.41071429   7.58928571],0
p12,1,0.028815,4.778657,[ 32 247] ; [  9 160],[ 25.53348214 253.46651786] ; [ 15.46651786 153.53348214],0
v3,1,0.029337,4.747702,[127 135] ; [ 61 101],[116.16981132 145.83018868] ; [71.83018868 90.16981132],0
s3,1,0.032141,4.590947,[159 112] ; [82 88],[148.09750567 122.90249433] ; [92.90249433 77.09750567],0
a5,1,0.0353,4.430616,[240  39] ; [134  37],[231.88  47.12] ; [142.12  28.88],0
u1,1,0.043794,4.064475,[ 81 198] ; [ 35 136],[ 71.92 207.08] ; [ 44.08 126.92],0
u3,1,0.049094,3.872121,[40 16] ; [19 18],[35.52688172 20.47311828] ; [23.47311828 13.52688172],0
b5,1,0.055531,3.666084,[159 120] ; [113  58],[168.64 110.36] ; [103.36  67.64],0
d3,1,0.066831,3.359186,[251  28] ; [143  27],[244.82405345  34.17594655] ; [149.17594655  20.82405345],0
v2,1,0.07684,3.13051,[177  92] ; [94 70],[168.35796767 100.64203233] ; [102.64203233  61.35796767],0
a6,1,0.173312,1.854055,[200  79] ; [131  38],[206.13616071  72.86383929] ; [124.86383929  44.13616071],0
r1,1,0.182815,1.774594,[238  39] ; [138  32],[233.00223714  43.99776286] ; [142.99776286  27.00223714],0
a7,1,0.229549,1.443654,[222  57] ; [127  43],[216.86191537  62.13808463] ; [132.13808463  37.86191537],0
n2,1,0.240101,1.379999,[34 13] ; [35 22],[31.18269231 15.81730769] ; [37.81730769 19.18269231],0
p1,1,0.265063,1.242122,[ 28 249] ; [ 12 159],[ 24.73214286 252.26785714] ; [ 15.26785714 155.73214286],0
u4,1,0.275326,1.19002,[ 12 267] ; [  4 167],[  9.92 269.08] ; [  6.08 164.92],0
r2,1,0.38129,0.766539,[266  10] ; [159   9],[264.18918919  11.81081081] ; [160.81081081   7.18918919],0
b4,1,0.39702,0.717333,[165 114] ; [108  63],[169.26 109.74] ; [103.74  67.26],0
a1,1,0.433897,0.61237,[ 18 261] ; [  8 163],[ 16.12 262.88] ; [  9.88 161.12],0
n3,1,0.553775,0.350597,[32 15] ; [35 21],[30.57281553 16.42718447] ; [36.42718447 19.57281553],0
u2,1,0.559125,0.341221,[36 19] ; [22 15],[34.67391304 20.32608696] ; [23.32608696 13.67391304],0
d4,1,0.616623,0.250643,[273   5] ; [166   2],[273.6367713   4.3632287] ; [165.3632287   2.6367713],0
n1,1,0.632375,0.228855,[17 31] ; [22 33],[18.17475728 29.82524272] ; [20.82524272 34.17475728],0
b2,1,0.647483,0.209088,[ 81 112] ; [40 62],[ 79.16271186 113.83728814] ; [41.83728814 60.16271186],0
b3,1,0.647483,0.209088,[ 81 112] ; [40 62],[ 79.16271186 113.83728814] ; [41.83728814 60.16271186],0
d2,1,0.653963,0.20094,[204  74] ; [120  48],[201.95515695  76.04484305] ; [122.04484305  45.95515695],0
a2,1,0.678085,0.172289,[100 179] ; [ 58 113],[ 97.96 181.04] ; [ 60.04 110.96],0
a3,1,0.722262,0.126336,[223  55] ; [134  36],[221.53125  56.46875] ; [135.46875  34.53125],0
s1,1,0.744286,0.106395,[  8 268] ; [  4 164],[  7.45945946 268.54054054] ; [  4.54054054 163.45945946],0
d5,1,0.892339,0.018318,[272   6] ; [166   4],[271.79464286   6.20535714] ; [166.20535714   3.79464286],0
b1,1,0.958603,0.002694,[107 172] ; [ 66 105],[107.26 171.74] ; [ 65.74 105.26],0
a4,1,0.968312,0.001578,[163 115] ; [100  70],[163.20089286 114.79910714] ; [99.79910714 70.20089286],0
a8,1,0.981486,0.000539,[ 36 208] ; [ 23 132],[ 36.0802005 207.9197995] ; [ 22.9197995 132.0802005],0
