Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,26.632493,[60 19] ; [ 7 24],[48.11818182 30.88181818] ; [18.88181818 12.11818182],1
r4,1,0.000863,11.10106,[74  6] ; [21 10],[68.46846847 11.53153153] ; [26.53153153  4.46846847],1
p9,1,0.00262,9.054517,[64 12] ; [17 13],[58.0754717 17.9245283] ; [22.9245283  7.0754717],0
r1,1,0.004029,8.270546,[68 11] ; [19 12],[62.48181818 16.51818182] ; [24.51818182  6.48181818],0
a2,1,0.004583,8.037116,[26 54] ; [ 2 29],[20.18018018 59.81981982] ; [ 7.81981982 23.18018018],0
p6,1,0.013102,6.155279,[35 43] ; [ 6 25],[29.33944954 48.66055046] ; [11.66055046 19.33944954],0
v4,1,0.017794,5.616295,[76  4] ; [25  6],[72.79279279  7.20720721] ; [28.20720721  2.79279279],0
b1,1,0.026024,4.954454,[38 42] ; [22  9],[43.24324324 36.75675676] ; [16.75675676 14.24324324],0
r3,1,0.026529,4.921208,[75  3] ; [26  5],[72.27522936  5.72477064] ; [28.72477064  2.27522936],0
p10,1,0.040527,4.195683,[54 22] ; [15 15],[49.47169811 26.52830189] ; [19.52830189 10.47169811],0
d5,1,0.044075,4.053695,[67 12] ; [21 10],[63.2 15.8] ; [24.8  6.2],0
b5,1,0.046121,3.977152,[55 25] ; [15 16],[50.45045045 29.54954955] ; [19.54954955 11.45045045],0
p2,1,0.065629,3.389105,[62 17] ; [19 12],[58.17272727 20.82727273] ; [22.82727273  8.17272727],0
a1,1,0.075092,3.168047,[ 3 77] ; [ 4 27],[ 5.04504505 74.95495495] ; [ 1.95495495 29.04504505],0
n2,1,0.089686,2.88,[21  4] ; [9 6],[18.75  6.25] ; [11.25  3.75],0
v1,1,0.094997,2.78759,[37 42] ; [20 11],[40.93636364 38.06363636] ; [16.06363636 14.93636364],0
n1,1,0.109107,2.567111,[ 7 18] ; [8 7],[ 9.375 15.625] ; [5.625 9.375],0
d3,1,0.124182,2.363763,[60 19] ; [19 12],[56.73636364 22.26363636] ; [22.26363636  8.73636364],0
p3,1,0.137795,2.202408,[31 48] ; [17 14],[34.47272727 44.52727273] ; [13.52727273 17.47272727],0
s3,1,0.178651,1.80881,[66 14] ; [22  9],[63.42342342 16.57657658] ; [24.57657658  6.42342342],0
a5,1,0.183065,1.772569,[57 23] ; [18 13],[54.05405405 25.94594595] ; [20.94594595 10.05405405],0
s1,1,0.195025,1.679241,[ 6 71] ; [ 5 26],[ 7.84259259 69.15740741] ; [ 3.15740741 27.84259259],0
p8,1,0.212532,1.554096,[23 55] ; [13 18],[25.76146789 52.23853211] ; [10.23853211 20.76146789],0
s7,1,0.264855,1.243199,[52 19] ; [16 10],[49.77319588 21.22680412] ; [18.22680412  7.77319588],0
n6,1,0.278303,1.175356,[60 19] ; [19 10],[57.78703704 21.21296296] ; [21.21296296  7.78703704],0
a3,1,0.310968,1.026558,[57 23] ; [19 12],[54.77477477 25.22522523] ; [21.22522523  9.77477477],0
p4,1,0.336044,0.925464,[43 36] ; [20 11],[45.24545455 33.75454545] ; [17.75454545 13.24545455],0
n3,1,0.345779,0.888889,[20  5] ; [10  5],[18.75  6.25] ; [11.25  3.75],0
d4,1,0.453675,0.561454,[66 13] ; [24  7],[64.63636364 14.36363636] ; [25.36363636  5.63636364],0
b4,1,0.548397,0.360196,[44 36] ; [19 12],[45.40540541 34.59459459] ; [17.59459459 13.40540541],0
s6,1,0.55823,0.342777,[68 10] ; [24  5],[67.06542056 10.93457944] ; [24.93457944  4.06542056],0
d1,1,0.57521,0.314043,[46 34] ; [16 15],[44.68468468 35.31531532] ; [17.31531532 13.68468468],0
n5,1,0.609173,0.261381,[49 30] ; [17 13],[47.83486239 31.16513761] ; [18.16513761 11.83486239],0
d2,1,0.611579,0.257882,[45 34] ; [16 15],[43.80909091 35.19090909] ; [17.19090909 13.80909091],0
a8,1,0.614944,0.253039,[ 9 59] ; [ 3 28],[ 8.24242424 59.75757576] ; [ 3.75757576 27.24242424],0
s4,1,0.661674,0.191497,[24 56] ; [ 8 23],[23.06306306 56.93693694] ; [ 8.93693694 22.06306306],0
s5,1,0.675017,0.17579,[34 37] ; [13 17],[33.03960396 37.96039604] ; [13.96039604 16.03960396],0
u2,1,0.691801,0.157143,[12  9] ; [6 6],[11.45454545  9.54545455] ; [6.54545455 5.45454545],0
p5,1,0.719969,0.128523,[ 6 73] ; [ 3 28],[ 6.46363636 72.53636364] ; [ 2.53636364 28.46363636],0
