Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,48.138609,[67 42] ; [366  44],[90.93834297 18.06165703] ; [342.06165703  67.93834297],1
p9,1,0.0,33.01593,[75 32] ; [373  36],[92.89922481 14.10077519] ; [355.10077519  53.89922481],1
p2,1,0.0,27.053546,[75 35] ; [363  47],[92.65384615 17.34615385] ; [345.34615385  64.65384615],1
n5,1,0.0,26.892573,[64 47] ; [334  77],[84.63218391 26.36781609] ; [313.36781609  97.63218391],1
r3,1,0.0,26.188996,[98 13] ; [405   6],[106.95977011   4.04022989] ; [396.04022989  14.95977011],1
p7,1,0.0,25.363793,[48 60] ; [282 118],[70.15748031 37.84251969] ; [259.84251969 140.15748031],1
n4,1,6e-06,20.569089,[72 39] ; [347  65],[88.92734226 22.07265774] ; [330.07265774  81.92734226],1
r4,1,2.6e-05,17.697184,[94 18] ; [394  19],[104.10666667   7.89333333] ; [383.89333333  29.10666667],1
p4,1,4.1e-05,16.832046,[53 56] ; [285 124],[71.12355212 37.87644788] ; [266.87644788 142.12355212],1
n6,1,0.00012,14.79784,[83 27] ; [368  43],[95.22072937 14.77927063] ; [355.77927063  55.22072937],1
p8,1,0.000236,13.518705,[44 66] ; [241 163],[60.9922179 49.0077821] ; [224.0077821 179.9922179],1
v1,1,0.002801,8.932896,[50 61] ; [243 156],[63.77058824 47.22941176] ; [229.22941176 169.77058824],0
a5,1,0.004147,8.218156,[85 27] ; [359  54],[94.72 17.28] ; [349.28  63.72],0
v3,1,0.014256,6.006139,[36 71] ; [183 207],[47.14889336 59.85110664] ; [171.85110664 218.14889336],0
b1,1,0.019152,5.487616,[52 60] ; [142 271],[41.38666667 70.61333333] ; [152.61333333 260.38666667],0
s1,1,0.029365,4.7461,[  7 105] ; [  9 396],[  3.46615087 108.53384913] ; [ 12.53384913 392.46615087],0
s4,1,0.044025,4.055598,[26 85] ; [ 62 343],[18.93023256 92.06976744] ; [ 69.06976744 335.93023256],0
n1,1,0.05159,3.789005,[22 24] ; [22 51],[17.00840336 28.99159664] ; [26.99159664 46.00840336],0
