Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,132.384689,[322  22] ; [16 33],[295.85750636  48.14249364] ; [42.14249364  6.85750636],1
p11,1,0.0,25.808146,[299  47] ; [28 21],[286.43544304  59.56455696] ; [40.56455696  8.43544304],1
b1,1,2.1e-05,18.118548,[117 229] ; [32 17],[130.5164557 215.4835443] ; [18.4835443 30.5164557],1
n5,1,6e-05,16.100566,[304  39] ; [33 16],[294.875  48.125] ; [42.125  6.875],1
p2,1,0.000153,14.334017,[303  42] ; [33 16],[294.21319797  50.78680203] ; [41.78680203  7.21319797],1
r4,1,0.000223,13.62336,[323  23] ; [38 11],[316.21772152  29.78227848] ; [44.78227848  4.21772152],1
a5,1,0.000447,12.32482,[286  60] ; [30 19],[276.8  69.2] ; [39.2  9.8],1
r3,1,0.000654,11.615951,[338   6] ; [43  5],[334.34693878   9.65306122] ; [46.65306122  1.34693878],1
s6,1,0.000887,11.049722,[243  96] ; [23 25],[233.00775194 105.99224806] ; [32.99224806 15.00775194],1
a3,1,0.00166,9.892434,[274  71] ; [29 20],[265.31725888  79.68274112] ; [37.68274112 11.31725888],0
n6,1,0.002469,9.163636,[314  29] ; [38 11],[308.  35.] ; [44.  5.],0
p8,1,0.003326,8.619148,[200 139] ; [18 31],[190.46907216 148.53092784] ; [27.53092784 21.46907216],0
p4,1,0.005758,7.624393,[233 109] ; [23 25],[224.49230769 117.50769231] ; [31.50769231 16.49230769],0
s8,1,0.007037,7.263377,[185 157] ; [16 32],[176.26153846 165.73846154] ; [24.73846154 23.26153846],0
p3,1,0.008093,7.012869,[209 135] ; [20 29],[200.44783715 143.55216285] ; [28.55216285 20.44783715],0
s7,1,0.010653,6.522345,[197 131] ; [18 27],[189.0616622 138.9383378] ; [25.9383378 19.0616622],0
r2,1,0.013945,6.045134,[326  14] ; [42  6],[322.4742268  17.5257732] ; [45.5257732  2.4742268],0
p7,1,0.01888,5.512575,[245  95] ; [26 21],[238.0878553 101.9121447] ; [32.9121447 14.0878553],0
s2,1,0.020419,5.375689,[193 150] ; [18 29],[185.57179487 157.42820513] ; [25.42820513 21.57179487],0
s3,1,0.026241,4.940082,[200 141] ; [20 28],[192.85347044 148.14652956] ; [27.14652956 20.85347044],0
p6,1,0.026766,4.905819,[152 188] ; [13 34],[144.96124031 195.03875969] ; [20.03875969 26.96124031],0
d1,1,0.035745,4.409223,[236 110] ; [26 23],[229.49873418 116.50126582] ; [32.50126582 16.49873418],0
s5,1,0.044647,4.03193,[127 203] ; [11 36],[120.79575597 209.20424403] ; [17.20424403 29.79575597],0
p5,1,0.048904,3.878648,[ 49 297] ; [ 2 47],[ 44.67341772 301.32658228] ; [ 6.32658228 42.67341772],0
v4,1,0.062815,3.461449,[328  14] ; [44  5],[325.38107417  16.61892583] ; [46.61892583  2.38107417],0
d5,1,0.077673,3.112939,[300  45] ; [38 11],[295.96446701  49.03553299] ; [42.03553299  6.96446701],0
b4,1,0.105554,2.61955,[198 148] ; [34 15],[203.22025316 142.77974684] ; [28.77974684 20.22025316],0
a4,1,0.136241,2.219909,[173 172] ; [19 30],[168.12182741 176.87817259] ; [23.87817259 25.12182741],0
a8,1,0.18565,1.751804,[ 57 252] ; [ 4 36],[ 54.00859599 254.99140401] ; [ 6.99140401 33.00859599],0
d2,1,0.201072,1.634569,[199 146] ; [23 25],[194.88549618 150.11450382] ; [27.11450382 20.88549618],0
v1,1,0.201908,1.628517,[231 107] ; [29 20],[227.08010336 110.91989664] ; [32.91989664 16.08010336],0
n2,1,0.263177,1.251965,[41 12] ; [11  1],[42.4 10.6] ; [9.6 2.4],0
u3,1,0.288555,1.126351,[42 30] ; [ 9 11],[39.91304348 32.08695652] ; [11.08695652  8.91304348],0
a2,1,0.295889,1.092631,[ 95 251] ; [10 39],[ 91.97468354 254.02531646] ; [13.02531646 35.97468354],0
a6,1,0.313799,1.014619,[242 102] ; [31 18],[238.96183206 105.03816794] ; [34.03816794 14.96183206],0
u1,1,0.32369,0.973978,[ 78 268] ; [ 8 41],[ 75.33164557 270.66835443] ; [10.66835443 38.33164557],0
b3,1,0.346469,0.886348,[ 91 137] ; [10 22],[ 88.56923077 139.43076923] ; [12.43076923 19.56923077],0
b2,1,0.346469,0.886348,[ 91 137] ; [10 22],[ 88.56923077 139.43076923] ; [12.43076923 19.56923077],0
s1,1,0.361719,0.831917,[  7 334] ; [ 2 46],[  7.88946015 333.11053985] ; [ 1.11053985 46.88946015],0
r1,1,0.367169,0.813225,[292  53] ; [39 10],[289.83502538  55.16497462] ; [41.16497462  7.83502538],0
b5,1,0.39652,0.718853,[204 142] ; [32 17],[206.72405063 139.27594937] ; [29.27594937 19.72405063],0
d3,1,0.456224,0.555142,[250  95] ; [33 16],[247.80456853  97.19543147] ; [35.19543147 13.80456853],0
d4,1,0.491102,0.474111,[300  45] ; [40  8],[298.47328244  46.52671756] ; [41.52671756  6.47328244],0
u2,1,0.563133,0.334308,[38 33] ; [11  7],[39.08988764 31.91011236] ; [9.91011236 8.08988764],0
s4,1,0.604152,0.268779,[ 45 299] ; [ 5 43],[ 43.87755102 300.12244898] ; [ 6.12244898 41.87755102],0
a1,1,0.633467,0.227388,[ 22 324] ; [ 4 45],[ 22.77468354 323.22531646] ; [ 3.22531646 45.77468354],0
n1,1,0.720051,0.128444,[21 32] ; [5 6],[21.53125 31.46875] ; [4.46875 6.53125],0
v3,1,0.747011,0.104059,[199 140] ; [27 21],[197.96899225 141.03100775] ; [28.03100775 19.96899225],0
p1,1,0.804871,0.061033,[ 32 314] ; [ 4 45],[ 31.53417722 314.46582278] ; [ 4.46582278 44.53417722],0
a7,1,0.84895,0.036274,[256  89] ; [35 13],[255.45801527  89.54198473] ; [35.54198473 12.45801527],0
n3,1,0.889914,0.019158,[44  9] ; [11  2],[44.16666667  8.83333333] ; [10.83333333  2.16666667],0
