Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000687,11.524582,[98 32] ; [12 16],[90.50632911 39.49367089] ; [19.49367089  8.50632911],1
p10,1,0.001378,10.235621,[98 28] ; [14 15],[91.04516129 34.95483871] ; [20.95483871  8.04516129],0
a7,1,0.012856,6.188796,[90 40] ; [13 16],[84.21383648 45.78616352] ; [18.78616352 10.21383648],0
v2,1,0.013867,6.054979,[65 60] ; [ 7 20],[59.21052632 65.78947368] ; [12.78947368 14.21052632],0
p9,1,0.014212,6.011563,[105  22] ; [18 11],[100.13461538  26.86538462] ; [22.86538462  6.13461538],0
p8,1,0.023581,5.12517,[69 58] ; [ 9 20],[63.5 63.5] ; [14.5 14.5],0
u2,1,0.024668,5.047059,[33 32] ; [11  2],[36.66666667 28.33333333] ; [7.33333333 5.66666667],0
u3,1,0.024668,5.047059,[33 32] ; [11  2],[36.66666667 28.33333333] ; [7.33333333 5.66666667],0
n4,1,0.030874,4.659966,[94 36] ; [15 14],[89.11949686 40.88050314] ; [19.88050314  9.11949686],0
p11,1,0.031175,4.643327,[109  22] ; [19 10],[104.8  26.2] ; [23.2  5.8],0
s3,1,0.041459,4.157138,[69 56] ; [22  7],[73.86363636 51.13636364] ; [17.13636364 11.86363636],0
p6,1,0.046823,3.951744,[48 80] ; [ 5 23],[43.48717949 84.51282051] ; [ 9.51282051 18.48717949],0
a4,1,0.063278,3.449319,[ 24 104] ; [10 19],[ 27.71974522 100.28025478] ; [ 6.28025478 22.71974522],0
p5,1,0.069501,3.294772,[ 21 107] ; [ 1 28],[ 17.93630573 110.06369427] ; [ 4.06369427 24.93630573],0
s8,1,0.10467,2.632903,[47 82] ; [ 6 23],[43.2721519 85.7278481] ; [ 9.7278481 19.2721519],0
p4,1,0.138228,2.197577,[65 62] ; [10 18],[61.4516129 65.5483871] ; [13.5483871 14.4516129],0
s5,1,0.164059,1.936406,[40 85] ; [ 5 22],[37.00657895 87.99342105] ; [ 7.99342105 19.00657895],0
s7,1,0.201912,1.628488,[55 69] ; [ 8 18],[52.08 71.92] ; [10.92 15.08],0
p2,1,0.21207,1.557235,[95 34] ; [18 11],[92.25949367 36.74050633] ; [20.74050633  8.25949367],0
n1,1,0.244607,1.353846,[ 8 16] ; [5 4],[ 9.45454545 14.54545455] ; [3.54545455 5.45454545],0
p7,1,0.263867,1.248356,[76 51] ; [13 14],[73.3961039 53.6038961] ; [15.6038961 11.3961039],0
v1,1,0.322767,0.977701,[62 67] ; [11 18],[59.60126582 69.39873418] ; [13.39873418 15.60126582],0
r2,1,0.324283,0.971593,[127   4] ; [27  2],[126.0875   4.9125] ; [27.9125  1.0875],0
a8,1,0.347618,0.882133,[ 15 107] ; [ 5 21],[ 16.48648649 105.51351351] ; [ 3.51351351 22.48648649],0
b1,1,0.353865,0.859549,[51 80] ; [14 15],[53.21875 77.78125] ; [11.78125 17.21875],0
b5,1,0.37253,0.795209,[74 57] ; [19 10],[76.14375 54.85625] ; [16.85625 12.14375],0
a6,1,0.442516,0.589749,[86 44] ; [17 12],[84.21383648 45.78616352] ; [18.78616352 10.21383648],0
u1,1,0.463134,0.538311,[  5 126] ; [ 2 27],[  5.73125 125.26875] ; [ 1.26875 27.73125],0
v4,1,0.470412,0.521008,[129   2] ; [27  1],[128.52830189   2.47169811] ; [27.47169811  0.52830189],0
b2,1,0.48336,0.491273,[30 48] ; [ 5 12],[28.73684211 49.26315789] ; [ 6.26315789 10.73684211],0
b3,1,0.48336,0.491273,[30 48] ; [ 5 12],[28.73684211 49.26315789] ; [ 6.26315789 10.73684211],0
d3,1,0.487289,0.482507,[58 72] ; [15 14],[59.68553459 70.31446541] ; [13.31446541 15.68553459],0
d4,1,0.492774,0.470464,[65 65] ; [16 12],[66.64556962 63.35443038] ; [14.35443038 13.64556962],0
s6,1,0.503435,0.447688,[78 48] ; [16 13],[76.41290323 49.58709677] ; [17.58709677 11.41290323],0
n2,1,0.548624,0.359788,[20  5] ; [8 1],[20.58823529  4.41176471] ; [7.41176471 1.58823529],0
p1,1,0.604983,0.267545,[ 18 111] ; [ 3 26],[ 17.14556962 111.85443038] ; [ 3.85443038 25.14556962],0
d2,1,0.609454,0.260971,[33 98] ; [ 6 23],[31.93125 99.06875] ; [ 7.06875 21.93125],0
a3,1,0.641358,0.21697,[65 64] ; [16 13],[66.13291139 62.86708861] ; [14.86708861 14.13291139],0
s2,1,0.675141,0.175647,[58 69] ; [12 17],[56.98717949 70.01282051] ; [13.01282051 15.98717949],0
r1,1,0.681479,0.168465,[104  27] ; [24  5],[104.8  26.2] ; [23.2  5.8],0
a2,1,0.696258,0.152394,[ 12 119] ; [ 2 27],[ 11.4625 119.5375] ; [ 2.5375 26.4625],0
p3,1,0.711956,0.136331,[53 76] ; [13 16],[53.88607595 75.11392405] ; [12.11392405 16.88607595],0
s4,1,0.740302,0.109861,[ 21 108] ; [ 4 25],[ 20.41139241 108.58860759] ; [ 4.58860759 24.41139241],0
s1,1,0.758733,0.094338,[  6 120] ; [ 1 28],[  5.69032258 120.30967742] ; [ 1.30967742 27.69032258],0
v3,1,0.799712,0.064374,[49 79] ; [10 18],[48.41025641 79.58974359] ; [10.58974359 17.41025641],0
a1,1,0.924697,0.008934,[  5 126] ; [ 1 28],[  4.9125 126.0875] ; [ 1.0875 27.9125],0
b4,1,0.952318,0.003576,[76 55] ; [17 12],[76.14375 54.85625] ; [16.85625 12.14375],0
a5,1,0.983417,0.000432,[72 58] ; [16 13],[71.94968553 58.05031447] ; [16.05031447 12.94968553],0
d1,1,0.995955,2.6e-05,[  9 122] ; [ 2 27],[  9.00625 121.99375] ; [ 1.99375 27.00625],0
