Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.3e-05,17.232206,[13 43] ; [52 37],[25.10344828 30.89655172] ; [39.89655172 49.10344828],1
r4,1,0.001673,9.877364,[36 20] ; [77 12],[43.64137931 12.35862069] ; [69.35862069 19.64137931],0
a5,1,0.003419,8.569208,[20 36] ; [54 35],[28.57931034 27.42068966] ; [45.42068966 43.57931034],0
r2,1,0.003608,8.471439,[42 13] ; [83  6],[47.74305556  7.25694444] ; [77.25694444 11.74305556],0
u3,1,0.005216,7.803012,[ 8 21] ; [23 14],[13.62121212 15.37878788] ; [17.37878788 19.62121212],0
a6,1,0.006711,7.348717,[25 31] ; [60 29],[32.82758621 23.17241379] ; [52.17241379 36.82758621],0
r1,1,0.012573,6.228228,[31 25] ; [67 22],[37.84827586 18.15172414] ; [60.15172414 28.84827586],0
p10,1,0.012975,6.172475,[34 21] ; [71 17],[40.38461538 14.61538462] ; [64.61538462 23.38461538],0
n6,1,0.019262,5.477589,[38 17] ; [76 13],[43.54166667 11.45833333] ; [70.45833333 18.54166667],0
r3,1,0.020068,5.405966,[45 11] ; [82  6],[49.38888889  6.61111111] ; [77.61111111 10.38888889],0
d4,1,0.022506,5.20623,[22 33] ; [53 36],[28.64583333 26.35416667] ; [46.35416667 42.64583333],0
p11,1,0.028859,4.775991,[37 19] ; [73 16],[42.48275862 13.51724138] ; [67.51724138 21.48275862],0
v4,1,0.029222,4.754474,[47  7] ; [86  3],[50.22377622  3.77622378] ; [82.77622378  6.22377622],0
n1,1,0.033852,4.502188,[ 2 16] ; [ 8 11],[ 4.86486486 13.13513514] ; [ 5.13513514 13.86486486],0
p6,1,0.046813,3.9521,[13 42] ; [35 53],[18.46153846 36.53846154] ; [29.53846154 58.46153846],0
s7,1,0.050196,3.8349,[19 34] ; [45 40],[24.57971014 28.42028986] ; [39.42028986 45.57971014],0
b5,1,0.051207,3.801498,[28 28] ; [59 30],[33.6 22.4] ; [53.4 35.6],0
