Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3.3e-05,17.232206,[13 43] ; [52 37],[25.10344828 30.89655172] ; [39.89655172 49.10344828],1
v3,1,0.051771,3.783162,[11 44] ; [31 57],[16.15384615 38.84615385] ; [25.84615385 62.15384615],0
n2,1,0.056646,3.632969,[10  8] ; [16  3],[12.64864865  5.35135135] ; [13.35135135  5.64864865],0
n3,1,0.056646,3.632969,[10  8] ; [16  3],[12.64864865  5.35135135] ; [13.35135135  5.64864865],0
v2,1,0.072063,3.235403,[17 35] ; [42 45],[22.07194245 29.92805755] ; [36.92805755 50.07194245],0
a2,1,0.1029,2.660013,[ 2 54] ; [10 79],[ 4.63448276 51.36551724] ; [ 7.36551724 81.63448276],0
s2,1,0.12099,2.404453,[20 36] ; [43 45],[24.5 31.5] ; [38.5 49.5],0
p4,1,0.153942,2.03275,[25 31] ; [50 38],[29.16666667 26.83333333] ; [45.83333333 42.16666667],0
p7,1,0.184245,1.763047,[33 23] ; [60 26],[36.67605634 19.32394366] ; [56.32394366 29.67605634],0
p12,1,0.198032,1.656831,[ 2 54] ; [ 8 79],[ 3.91608392 52.08391608] ; [ 6.08391608 80.91608392],0
d1,1,0.210058,1.571027,[ 2 54] ; [ 8 81],[ 3.86206897 52.13793103] ; [ 6.13793103 82.86206897],0
p9,1,0.210638,1.567038,[43 13] ; [74 13],[45.81818182 10.18181818] ; [71.18181818 15.81818182],0
b1,1,0.29219,1.109501,[27 29] ; [35 54],[23.94482759 32.05517241] ; [38.05517241 50.94482759],0
s6,1,0.299681,1.075614,[28 27] ; [52 35],[30.98591549 24.01408451] ; [49.01408451 37.98591549],0
a3,1,0.336565,0.923471,[27 28] ; [51 38],[29.79166667 25.20833333] ; [48.20833333 40.79166667],0
s5,1,0.339742,0.911404,[12 43] ; [25 61],[14.43262411 40.56737589] ; [22.56737589 63.43262411],0
a8,1,0.402341,0.701318,[ 7 42] ; [ 8 76],[ 5.52631579 43.47368421] ; [ 9.47368421 74.52631579],0
p3,1,0.403378,0.698234,[20 36] ; [38 51],[22.4 33.6] ; [35.6 53.4],0
s4,1,0.437018,0.604099,[ 8 48] ; [17 71],[ 9.72222222 46.27777778] ; [15.27777778 72.72222222],0
p8,1,0.45918,0.547893,[28 28] ; [49 38],[30.15384615 25.84615385] ; [46.84615385 40.15384615],0
s8,1,0.512291,0.429385,[18 38] ; [33 55],[19.83333333 36.16666667] ; [31.16666667 56.83333333],0
a1,1,0.558737,0.341896,[ 3 53] ; [ 3 86],[ 2.31724138 53.68275862] ; [ 3.68275862 85.31724138],0
b3,1,0.580064,0.306131,[13 26] ; [18 28],[14.22352941 24.77647059] ; [16.77647059 29.22352941],0
b2,1,0.580064,0.306131,[13 26] ; [18 28],[14.22352941 24.77647059] ; [16.77647059 29.22352941],0
b4,1,0.590221,0.29,[34 22] ; [50 39],[32.44137931 23.55862069] ; [51.55862069 37.44137931],0
a4,1,0.614096,0.254254,[11 44] ; [21 68],[12.22222222 42.77777778] ; [19.77777778 69.22222222],0
p5,1,0.622502,0.242366,[ 6 50] ; [12 77],[ 6.95172414 49.04827586] ; [11.04827586 77.95172414],0
s1,1,0.638884,0.220205,[ 2 53] ; [ 2 85],[ 1.54929577 53.45070423] ; [ 2.45070423 84.54929577],0
s3,1,0.707583,0.140703,[33 22] ; [50 38],[31.92307692 23.07692308] ; [51.07692308 36.92307692],0
u2,1,0.718183,0.13024,[14 15] ; [19 17],[14.72307692 14.27692308] ; [18.27692308 17.72307692],0
u1,1,0.785862,0.073814,[ 2 54] ; [ 4 85],[ 2.31724138 53.68275862] ; [ 3.68275862 85.31724138],0
p1,1,0.817812,0.053065,[ 7 49] ; [10 79],[ 6.56551724 49.43448276] ; [10.43448276 78.56551724],0
d2,1,0.847409,0.037028,[14 42] ; [21 68],[13.51724138 42.48275862] ; [21.48275862 67.51724138],0
n4,1,0.890367,0.019,[35 21] ; [56 32],[35.38888889 20.61111111] ; [55.61111111 32.38888889],0
n5,1,0.903791,0.01461,[37 19] ; [59 29],[37.33333333 18.66666667] ; [58.66666667 29.33333333],0
v1,1,0.948857,0.004114,[24 31] ; [38 48],[24.18439716 30.81560284] ; [37.81560284 48.18439716],0
