Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,8e-06,19.891241,[32 22] ; [99 12],[42.87272727 11.12727273] ; [88.12727273 22.87272727],1
n5,1,4.2e-05,16.761202,[20 33] ; [79 32],[31.99390244 21.00609756] ; [67.00609756 43.99390244],1
n4,1,0.00012,14.786278,[22 32] ; [79 31],[33.25609756 20.74390244] ; [67.74390244 42.25609756],1
v4,1,0.000151,14.360826,[40 14] ; [105   6],[47.45454545  6.54545455] ; [97.54545455 13.45454545],1
p4,1,0.000185,13.976202,[12 41] ; [59 51],[23.08588957 29.91411043] ; [47.91411043 62.08588957],1
s6,1,0.000243,13.46275,[23 31] ; [78 30],[33.66666667 20.33333333] ; [67.33333333 40.66666667],1
s8,1,0.000254,13.379908,[ 8 46] ; [48 62],[18.43902439 35.56097561] ; [37.56097561 72.43902439],1
r2,1,0.000381,12.622912,[45  9] ; [107   2],[50.35582822  3.64417178] ; [101.64417178   7.35582822],1
s7,1,0.001038,10.759356,[13 38] ; [54 47],[22.48026316 28.51973684] ; [44.51973684 56.48026316],0
r3,1,0.001734,9.811371,[39 14] ; [101   9],[45.52147239  7.47852761] ; [94.47852761 15.52147239],0
p10,1,0.001891,9.652267,[19 32] ; [68 39],[28.08227848 22.91772152] ; [58.91772152 48.08227848],0
n2,1,0.007726,7.09592,[12 13] ; [29  7],[16.80327869  8.19672131] ; [24.19672131 11.80327869],0
p2,1,0.007874,7.062015,[27 26] ; [80 31],[34.57926829 18.42073171] ; [72.42073171 38.57926829],0
u1,1,0.016139,5.787663,[ 5 49] ; [28 83],[10.8 43.2] ; [22.2 88.8],0
s2,1,0.019708,5.437598,[19 35] ; [60 50],[26.01219512 27.98780488] ; [52.98780488 57.01219512],0
p7,1,0.020372,5.379744,[16 35] ; [56 54],[22.80745342 28.19254658] ; [49.19254658 60.80745342],0
n1,1,0.025338,5.000622,[ 6 19] ; [18 16],[10.16949153 14.83050847] ; [13.83050847 20.16949153],0
p6,1,0.033191,4.535903,[ 9 41] ; [38 72],[14.6875 35.3125] ; [32.3125 77.6875],0
p5,1,0.097692,2.742824,[ 1 50] ; [ 10 101],[ 3.46296296 47.53703704] ; [  7.53703704 103.46296296],0
p9,1,0.103022,2.658127,[28 23] ; [73 34],[32.60126582 18.39873418] ; [68.39873418 38.60126582],0
s1,1,0.109966,2.554714,[ 6 47] ; [  5 104],[ 3.59876543 49.40123457] ; [  7.40123457 101.59876543],0
s3,1,0.121479,2.398142,[23 31] ; [61 49],[27.65853659 26.34146341] ; [56.34146341 53.65853659],0
p3,1,0.149045,2.081998,[15 37] ; [45 66],[19.14110429 32.85889571] ; [40.85889571 70.14110429],0
s4,1,0.152914,2.042939,[ 8 46] ; [27 83],[11.52439024 42.47560976] ; [23.47560976 86.52439024],0
a6,1,0.161805,1.957277,[41 12] ; [74 37],[37.16463415 15.83536585] ; [77.83536585 33.16463415],0
s5,1,0.169267,1.889426,[11 38] ; [35 70],[14.63636364 34.36363636] ; [31.36363636 73.63636364],0
v2,1,0.193628,1.689798,[19 31] ; [53 55],[22.78481013 27.21518987] ; [49.21518987 58.78481013],0
p8,1,0.233678,1.418333,[12 38] ; [37 74],[15.2173913 34.7826087] ; [33.7826087 77.2173913],0
u2,1,0.266192,1.236264,[9 6] ; [15 20],[7.2 7.8] ; [16.8 18.2],0
r1,1,0.275958,1.186889,[39 15] ; [87 22],[41.74233129 12.25766871] ; [84.25766871 24.74233129],0
a1,1,0.285795,1.139324,[ 4 50] ; [  4 107],[ 2.61818182 51.38181818] ; [  5.38181818 105.61818182],0
d1,1,0.298994,1.078677,[27 27] ; [65 46],[30.10909091 23.89090909] ; [61.89090909 49.10909091],0
v3,1,0.31643,1.003645,[13 37] ; [37 72],[15.72327044 34.27672956] ; [34.27672956 74.72327044],0
b4,1,0.338959,0.914366,[32 22] ; [57 54],[29.12727273 24.87272727] ; [59.87272727 51.12727273],0
b5,1,0.345571,0.889655,[34 20] ; [78 33],[36.65454545 17.34545455] ; [75.34545455 35.65454545],0
d2,1,0.345781,0.888882,[24 29] ; [59 52],[26.82317073 26.17682927] ; [56.17682927 54.82317073],0
a5,1,0.407087,0.687293,[35 19] ; [79 32],[37.30909091 16.69090909] ; [76.69090909 34.30909091],0
v1,1,0.425169,0.635983,[21 33] ; [50 60],[23.37804878 30.62195122] ; [47.62195122 62.37804878],0
n3,1,0.427718,0.629012,[15  9] ; [26 10],[16.4  7.6] ; [24.6 11.4],0
b2,1,0.481699,0.495015,[ 7 22] ; [17 37],[ 8.38554217 20.61445783] ; [15.61445783 38.38554217],0
b3,1,0.481699,0.495015,[ 7 22] ; [17 37],[ 8.38554217 20.61445783] ; [15.61445783 38.38554217],0
d5,1,0.566133,0.329195,[43 10] ; [94 17],[44.27439024  8.72560976] ; [92.72560976 18.27439024],0
a3,1,0.622503,0.242365,[38 15] ; [74 35],[36.64197531 16.35802469] ; [75.35802469 33.64197531],0
a8,1,0.626772,0.236464,[ 7 45] ; [10 83],[ 6.09655172 45.90344828] ; [10.90344828 82.09655172],0
p1,1,0.668538,0.183317,[ 6 48] ; [ 10 101],[ 5.23636364 48.76363636] ; [ 10.76363636 100.23636364],0
d4,1,0.67676,0.173796,[41 12] ; [89 22],[42.01219512 10.98780488] ; [87.98780488 23.01219512],0
a4,1,0.816654,0.053755,[24 30] ; [51 59],[24.69512195 29.30487805] ; [50.30487805 59.69512195],0
d3,1,0.817303,0.053368,[38 14] ; [83 28],[38.60122699 13.39877301] ; [82.39877301 28.60122699],0
u3,1,0.884458,0.021118,[8 7] ; [20 16],[8.23529412 6.76470588] ; [19.76470588 16.23529412],0
b1,1,0.96147,0.002334,[26 28] ; [53 58],[25.85454545 28.14545455] ; [53.14545455 57.85454545],0
a2,1,0.989465,0.000174,[16 38] ; [33 78],[16.03636364 37.96363636] ; [32.96363636 78.03636364],0
