Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.030323,4.690881,[ 39 106] ; [5 3],[ 41.69934641 103.30065359] ; [2.30065359 5.69934641],0
p7,1,0.033375,4.526437,[62 77] ; [6 1],[64.73972603 74.26027397] ; [3.26027397 3.73972603],0
p4,1,0.04982,3.84751,[57 86] ; [6 2],[59.66225166 83.33774834] ; [3.33774834 4.66225166],0
b4,1,0.072291,3.230225,[80 65] ; [7 1],[82.45098039 62.54901961] ; [4.54901961 3.45098039],0
p10,1,0.076217,3.143776,[79 63] ; [7 1],[81.41333333 60.58666667] ; [4.58666667 3.41333333],0
u1,1,0.085502,2.957092,[ 11 134] ; [2 6],[ 12.32026144 132.67973856] ; [0.67973856 7.32026144],0
s2,1,0.101394,2.68348,[60 84] ; [1 7],[57.78947368 86.21052632] ; [3.21052632 4.78947368],0
b5,1,0.111876,2.527521,[86 59] ; [7 1],[88.1372549 56.8627451] ; [4.8627451 3.1372549],0
b1,1,0.112447,2.519495,[67 78] ; [6 2],[69.18300654 75.81699346] ; [3.81699346 4.18300654],0
a2,1,0.112658,2.51654,[ 23 122] ; [3 5],[ 24.64052288 120.35947712] ; [1.35947712 6.64052288],0
d3,1,0.158367,1.989748,[90 53] ; [7 1],[91.86092715 51.13907285] ; [5.13907285 2.86092715],0
s5,1,0.202999,1.620666,[ 26 111] ; [3 5],[ 27.4 109.6] ; [1.6 6.4],0
v1,1,0.243728,1.358903,[59 83] ; [5 3],[60.58666667 81.41333333] ; [3.41333333 4.58666667],0
a6,1,0.24948,1.326211,[100  44] ; [4 4],[98.52631579 45.47368421] ; [5.47368421 2.52631579],0
s7,1,0.259727,1.270212,[42 94] ; [4 4],[43.44444444 92.55555556] ; [2.55555556 5.44444444],0
r4,1,0.260423,1.266507,[115  30] ; [5 3],[113.7254902  31.2745098] ; [6.2745098 1.7254902],0
n5,1,0.270861,1.212383,[61 82] ; [5 3],[62.50331126 80.49668874] ; [3.49668874 4.50331126],0
p11,1,0.287333,1.132078,[81 64] ; [6 2],[82.45098039 62.54901961] ; [4.54901961 3.45098039],0
v2,1,0.290267,1.118382,[59 77] ; [5 3],[60.44444444 75.55555556] ; [3.55555556 4.44444444],0
p2,1,0.308519,1.037006,[97 47] ; [6 1],[98.22516556 45.77483444] ; [4.77483444 2.22516556],0
r3,1,0.346261,0.887112,[125  19] ; [6 2],[124.10526316  19.89473684] ; [6.89473684 1.10526316],0
n1,1,0.355125,0.85506,[19 29] ; [2 1],[19.76470588 28.23529412] ; [1.23529412 1.76470588],0
s3,1,0.367348,0.812617,[77 66] ; [3 5],[75.7615894 67.2384106] ; [4.2384106 3.7615894],0
p8,1,0.396506,0.718897,[50 92] ; [4 4],[51.12 90.88] ; [2.88 5.12],0
r1,1,0.401542,0.703704,[109  35] ; [5 3],[108.  36.] ; [6. 2.],0
d5,1,0.401542,0.703704,[107  37] ; [7 1],[108.  36.] ; [6. 2.],0
d1,1,0.411226,0.675253,[69 76] ; [5 3],[70.13071895 74.86928105] ; [3.86928105 4.13071895],0
a4,1,0.419016,0.653072,[52 93] ; [4 4],[53.07189542 91.92810458] ; [2.92810458 5.07189542],0
s6,1,0.42184,0.645184,[69 75] ; [5 3],[70.10526316 73.89473684] ; [3.89473684 4.10526316],0
p3,1,0.427977,0.628307,[52 92] ; [4 4],[53.05263158 90.94736842] ; [2.94736842 5.05263158],0
d4,1,0.439189,0.5984,[108  35] ; [7 1],[108.90728477  34.09271523] ; [6.09271523 1.90728477],0
a5,1,0.439503,0.59758,[89 56] ; [6 2],[90.03267974 54.96732026] ; [4.96732026 3.03267974],0
b3,1,0.480758,0.497143,[24 56] ; [3 4],[24.82758621 55.17241379] ; [2.17241379 4.82758621],0
b2,1,0.480758,0.497143,[24 56] ; [3 4],[24.82758621 55.17241379] ; [2.17241379 4.82758621],0
v3,1,0.512701,0.42855,[36 98] ; [3 5],[36.8028169 97.1971831] ; [2.1971831 5.8028169],0
d2,1,0.642175,0.215909,[60 84] ; [4 4],[60.63157895 83.36842105] ; [3.36842105 4.63157895],0
p6,1,0.65494,0.199728,[ 30 110] ; [2 5],[ 30.47619048 109.52380952] ; [1.52380952 5.47619048],0
s4,1,0.799067,0.064798,[ 23 122] ; [1 7],[ 22.74509804 122.25490196] ; [1.25490196 6.74509804],0
a7,1,0.829387,0.046435,[96 49] ; [5 3],[95.71895425 49.28104575] ; [5.28104575 2.71895425],0
a3,1,0.893314,0.017986,[94 51] ; [5 3],[93.82352941 51.17647059] ; [5.17647059 2.82352941],0
n4,1,0.894141,0.017707,[76 69] ; [4 4],[75.81699346 69.18300654] ; [4.18300654 3.81699346],0
v4,1,0.949065,0.004081,[124  19] ; [7 1],[124.05960265  18.94039735] ; [6.94039735 1.05960265],0
n3,1,1.0,0.0,[32 16] ; [2 1],[32. 16.] ; [2. 1.],0
