Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,48.625526,[ 38 192] ; [44 33],[ 61.43322476 168.56677524] ; [20.56677524 56.43322476],1
s6,1,4.8e-05,16.529031,[ 85 152] ; [50 31],[100.61320755 136.38679245] ; [34.38679245 46.61320755],1
p7,1,0.000455,12.292376,[133 107] ; [62 18],[146.25  93.75] ; [48.75 31.25],1
p6,1,0.002048,9.505945,[ 68 169] ; [38 42],[ 79.24921136 157.75078864] ; [26.75078864 53.24921136],0
v3,1,0.005273,7.783358,[ 70 166] ; [37 42],[ 80.16507937 155.83492063] ; [26.83492063 52.16507937],0
a6,1,0.006742,7.340439,[179  63] ; [47 34],[169.3250774  72.6749226] ; [56.6749226 24.3250774],0
s2,1,0.011208,6.431997,[ 22 217] ; [16 65],[ 28.38125 210.61875] ; [ 9.61875 71.38125],0
b3,1,0.011649,6.363482,[42 93] ; [30 30],[49.84615385 85.15384615] ; [22.15384615 37.84615385],0
b2,1,0.011649,6.363482,[42 93] ; [30 30],[49.84615385 85.15384615] ; [22.15384615 37.84615385],0
p3,1,0.011807,6.339577,[101 140] ; [47 34],[110.77018634 130.22981366] ; [37.22981366 43.77018634],0
p9,1,0.017288,5.666876,[200  41] ; [75  5],[206.46417445  34.53582555] ; [68.53582555 11.46417445],0
n4,1,0.018273,5.56981,[171  71] ; [68 13],[179.06501548  62.93498452] ; [59.93498452 21.06501548],0
d2,1,0.024618,5.050573,[ 96 144] ; [44 37],[104.6728972 135.3271028] ; [35.3271028 45.6728972],0
a8,1,0.024968,5.026109,[ 23 195] ; [15 57],[ 28.56551724 189.43448276] ; [ 9.43448276 62.56551724],0
r1,1,0.030341,4.689878,[174  68] ; [68 13],[181.3126935  60.6873065] ; [60.6873065 20.3126935],0
a5,1,0.035484,4.42172,[168  74] ; [66 15],[175.31888545  66.68111455] ; [58.68111455 22.31888545],0
s5,1,0.048474,3.89348,[ 45 193] ; [23 55],[ 51.21518987 186.78481013] ; [16.78481013 61.21518987],0
p4,1,0.052552,3.758106,[131 110] ; [54 27],[138.46273292 102.53726708] ; [46.53726708 34.46273292],0
u2,1,0.061332,3.500982,[45 44] ; [16  6],[48.90990991 40.09009009] ; [12.09009009  9.90990991],0
v1,1,0.070555,3.270054,[118 120] ; [49 31],[124.98742138 113.01257862] ; [42.01257862 37.98742138],0
r3,1,0.089953,2.87522,[226  14] ; [80  1],[228.78504673  11.21495327] ; [77.21495327  3.78504673],0
a3,1,0.10066,2.695062,[152  90] ; [59 22],[158.08668731  83.91331269] ; [52.91331269 28.08668731],0
p10,1,0.113803,2.500595,[191  49] ; [70 10],[195.75  44.25] ; [65.25 14.75],0
r4,1,0.116214,2.467617,[208  34] ; [75  6],[212.03095975  29.96904025] ; [70.96904025 10.03095975],0
u1,1,0.168444,1.896738,[ 30 212] ; [15 66],[ 33.71517028 208.28482972] ; [11.28482972 69.71517028],0
p8,1,0.185266,1.754865,[126 112] ; [48 30],[131.05063291 106.94936709] ; [42.94936709 35.05063291],0
n3,1,0.206169,1.598125,[45 14] ; [11  7],[42.90909091 16.09090909] ; [13.09090909  4.90909091],0
d1,1,0.260973,1.263586,[126 116] ; [48 33],[130.36532508 111.63467492] ; [43.63467492 37.36532508],0
n2,1,0.268317,1.22533,[44 15] ; [11  7],[42.14285714 16.85714286] ; [12.85714286  5.14285714],0
p5,1,0.272697,1.203129,[ 25 217] ; [12 69],[ 27.72136223 214.27863777] ; [ 9.27863777 71.72136223],0
p12,1,0.313782,1.01469,[ 11 229] ; [ 6 74],[ 12.75 227.25] ; [ 4.25 75.75],0
v2,1,0.402965,0.69946,[129 104] ; [48 31],[132.18269231 100.81730769] ; [44.81730769 34.18269231],0
s1,1,0.432118,0.617123,[  3 238] ; [ 2 78],[  3.75389408 237.24610592] ; [ 1.24610592 78.75389408],0
n5,1,0.443063,0.588336,[170  71] ; [60 20],[172.67912773  68.32087227] ; [57.32087227 22.67912773],0
p2,1,0.470595,0.52058,[196  44] ; [69 12],[198.13084112  41.86915888] ; [66.86915888 14.13084112],0
d5,1,0.470657,0.520433,[188  54] ; [66 15],[190.30340557  51.69659443] ; [63.69659443 17.30340557],0
b4,1,0.534587,0.385665,[141 101] ; [44 37],[138.60681115 103.39318885] ; [46.39318885 34.60681115],0
a2,1,0.565688,0.329951,[ 41 201] ; [16 65],[ 42.70588235 199.29411765] ; [14.29411765 66.70588235],0
v4,1,0.588601,0.292535,[226  16] ; [77  4],[227.01547988  14.98452012] ; [75.98452012  5.01547988],0
p1,1,0.634342,0.226218,[ 22 219] ; [ 6 75],[ 20.95652174 220.04347826] ; [ 7.04347826 73.95652174],0
b5,1,0.675232,0.175543,[143  99] ; [50 31],[144.6006192  97.3993808] ; [48.3993808 32.6006192],0
