Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.143446,[49 16] ; [ 2 37],[31.875 33.125] ; [19.125 19.875],1
v4,1,6e-06,20.47964,[56  8] ; [18 21],[45.98058252 18.01941748] ; [28.01941748 10.98058252],1
p2,1,0.000102,15.100558,[40 24] ; [ 9 30],[30.44660194 33.55339806] ; [18.55339806 20.44660194],1
b5,1,0.000134,14.580236,[48 17] ; [14 25],[38.75 26.25] ; [23.25 15.75],1
a7,1,0.003349,8.60693,[45 19] ; [16 23],[37.90291262 26.09708738] ; [23.09708738 15.90291262],0
v2,1,0.004261,8.169256,[23 40] ; [ 4 34],[16.84158416 46.15841584] ; [10.15841584 27.84158416],0
n5,1,0.004945,7.899561,[30 35] ; [29 10],[36.875 28.125] ; [22.125 16.875],0
a1,1,0.009015,6.819805,[ 2 63] ; [ 7 32],[ 5.625 59.375] ; [ 3.375 35.625],0
n6,1,0.010346,6.574244,[38 26] ; [13 26],[31.68932039 32.31067961] ; [19.31067961 19.68932039],0
d4,1,0.013699,6.076578,[48 16] ; [20 19],[42.25242718 21.74757282] ; [25.74757282 13.25242718],0
p7,1,0.013824,6.060444,[27 37] ; [ 7 31],[21.33333333 42.66666667] ; [12.66666667 25.33333333],0
p9,1,0.014391,5.989594,[33 29] ; [10 26],[27.20408163 34.79591837] ; [15.79591837 20.20408163],0
r2,1,0.019458,5.459878,[54 10] ; [23 13],[49.28 14.72] ; [27.72  8.28],0
p6,1,0.026679,4.911464,[16 46] ; [ 3 35],[11.78 50.22] ; [ 7.22 30.78],0
r1,1,0.030949,4.655794,[37 27] ; [14 25],[31.68932039 32.31067961] ; [19.31067961 19.68932039],0
p8,1,0.036001,4.397073,[20 43] ; [ 5 33],[15.59405941 47.40594059] ; [ 9.40594059 28.59405941],0
p1,1,0.044225,4.047946,[ 1 64] ; [ 4 35],[ 3.125 61.875] ; [ 1.875 37.125],0
a6,1,0.055244,3.674694,[44 21] ; [19 20],[39.375 25.625] ; [23.625 15.375],0
b1,1,0.068314,3.323077,[28 37] ; [24 15],[32.5 32.5] ; [19.5 19.5],0
d3,1,0.070841,3.263429,[39 24] ; [17 22],[34.58823529 28.41176471] ; [21.41176471 17.58823529],0
u3,1,0.074791,3.174603,[10 15] ; [ 2 13],[ 7.5 17.5] ; [ 4.5 10.5],0
p3,1,0.127067,2.32798,[18 45] ; [ 6 33],[14.82352941 48.17647059] ; [ 9.17647059 29.82352941],0
d5,1,0.128382,2.311967,[44 20] ; [21 18],[40.38834951 23.61165049] ; [24.61165049 14.38834951],0
n4,1,0.15131,2.05899,[34 31] ; [26 13],[37.5 27.5] ; [22.5 16.5],0
b3,1,0.159934,1.974848,[ 9 21] ; [13 14],[11.57894737 18.42105263] ; [10.42105263 16.57894737],0
b2,1,0.159934,1.974848,[ 9 21] ; [13 14],[11.57894737 18.42105263] ; [10.42105263 16.57894737],0
v1,1,0.183437,1.769554,[19 45] ; [ 7 32],[16.15533981 47.84466019] ; [ 9.84466019 29.15533981],0
u2,1,0.191063,1.709402,[10 15] ; [ 3 12],[ 8.125 16.875] ; [ 4.875 10.125],0
p4,1,0.193725,1.689057,[17 46] ; [ 6 32],[14.34653465 48.65346535] ; [ 8.65346535 29.34653465],0
a2,1,0.198851,1.650794,[15 50] ; [ 5 34],[12.5 52.5] ; [ 7.5 31.5],0
u1,1,0.229223,1.445674,[ 8 57] ; [ 2 37],[ 6.25 58.75] ; [ 3.75 35.25],0
n1,1,0.250616,1.319865,[ 5 13] ; [10 12],[ 6.75 11.25] ; [ 8.25 13.75],0
s2,1,0.261536,1.260606,[12 53] ; [ 4 35],[10. 55.] ; [ 6. 33.],0
d1,1,0.305391,1.050505,[30 35] ; [14 25],[27.5 37.5] ; [16.5 22.5],0
p10,1,0.330095,0.948526,[26 37] ; [12 26],[23.7029703 39.2970297] ; [14.2970297 23.7029703],0
d2,1,0.418192,0.65539,[31 34] ; [15 23],[29.02912621 35.97087379] ; [16.97087379 21.02912621],0
s5,1,0.442434,0.589963,[ 6 57] ; [ 2 36],[ 4.99009901 58.00990099] ; [ 3.00990099 34.99009901],0
v3,1,0.513838,0.426244,[16 45] ; [ 8 31],[14.64 46.36] ; [ 9.36 29.64],0
n3,1,0.535899,0.383193,[9 8] ; [ 9 12],[8.05263158 8.94736842] ; [ 9.94736842 11.05263158],0
s7,1,0.611097,0.25858,[11 49] ; [ 5 30],[10.10526316 49.89473684] ; [ 5.89473684 29.10526316],0
s1,1,0.652527,0.202729,[ 5 60] ; [ 4 35],[ 5.625 59.375] ; [ 3.375 35.625],0
a5,1,0.684522,0.165079,[36 29] ; [20 19],[35. 30.] ; [21. 18.],0
s3,1,0.715125,0.133212,[19 45] ; [10 28],[18.19607843 45.80392157] ; [10.80392157 27.19607843],0
a8,1,0.730556,0.118602,[ 4 53] ; [ 2 36],[ 3.6 53.4] ; [ 2.4 35.6],0
b4,1,0.761092,0.092444,[33 32] ; [21 18],[33.75 31.25] ; [20.25 18.75],0
a4,1,0.796788,0.06631,[24 41] ; [15 23],[24.61165049 40.38834951] ; [14.38834951 23.61165049],0
s8,1,0.863622,0.029504,[ 6 59] ; [ 4 35],[ 6.25 58.75] ; [ 3.75 35.25],0
n2,1,0.866503,0.028258,[10  9] ; [11 11],[9.73170732 9.26829268] ; [11.26829268 10.73170732],0
s4,1,0.938977,0.005861,[ 8 57] ; [ 5 34],[ 8.125 56.875] ; [ 4.875 34.125],0
a3,1,0.973063,0.00114,[40 23] ; [24 14],[39.92079208 23.07920792] ; [24.07920792 13.92079208],0
