Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,232.071565,[466  31] ; [45 82],[406.99839744  90.00160256] ; [104.00160256  22.99839744],1
p11,1,0.0,71.05269,[428  71] ; [68 63],[392.86349206 106.13650794] ; [103.13650794  27.86349206],1
p2,1,0.0,47.217382,[434  64] ; [80 51],[406.95071542  91.04928458] ; [107.04928458  23.95071542],1
r3,1,0.0,46.304215,[480  16] ; [104  26],[462.72204473  33.27795527] ; [121.27795527   8.72204473],1
r4,1,0.0,43.427145,[462  37] ; [94 37],[440.38730159  58.61269841] ; [115.61269841  15.38730159],1
n6,1,0.0,43.400877,[449  47] ; [89 42],[425.59489633  70.40510367] ; [112.40510367  18.59489633],1
p7,1,0.0,34.845717,[326 164] ; [49 80],[296.84975767 193.15024233] ; [78.15024233 50.84975767],1
v4,1,0.0,33.961316,[476  19] ; [107  24],[460.99840256  34.00159744] ; [122.00159744   8.99840256],1
p4,1,0.0,31.563189,[312 185] ; [46 84],[283.77352472 213.22647528] ; [74.22647528 55.77352472],1
p8,1,0.0,31.201362,[265 226] ; [34 95],[236.78870968 254.21129032] ; [62.21129032 66.78870968],1
n5,1,0.0,27.462324,[435  61] ; [90 41],[415.31100478  80.68899522] ; [109.68899522  21.31100478],1
p3,1,1e-06,25.092118,[263 235] ; [37 94],[237.51987281 260.48012719] ; [62.48012719 68.51987281],1
s6,1,2e-06,22.375125,[336 154] ; [60 70],[312.96774194 177.03225806] ; [83.03225806 46.96774194],1
s8,1,5e-06,20.902754,[237 260] ; [33 97],[214.01913876 282.98086124] ; [55.98086124 74.01913876],1
s2,1,1.4e-05,18.89763,[267 227] ; [42 87],[245.0176565 248.9823435] ; [63.9823435 65.0176565],1
r2,1,0.000166,14.176129,[472  19] ; [112  16],[463.23747981  27.76252019] ; [120.76252019   7.23747981],1
v2,1,0.000487,12.163673,[290 189] ; [56 73],[272.58881579 206.41118421] ; [73.41118421 55.58881579],1
s5,1,0.00078,11.28864,[155 328] ; [ 21 104],[139.81578947 343.18421053] ; [36.18421053 88.81578947],1
s7,1,0.001154,10.562962,[249 228] ; [44 79],[232.935 244.065] ; [60.065 62.935],0
r1,1,0.001256,10.406375,[411  86] ; [91 39],[397.91706539  99.08293461] ; [104.08293461  25.91706539],0
d1,1,0.001397,10.209978,[313 186] ; [62 69],[297.02380952 201.97619048] ; [77.97619048 53.02380952],0
d4,1,0.001614,9.943878,[416  82] ; [92 37],[403.48325359  94.51674641] ; [104.51674641  24.48325359],0
v1,1,0.001927,9.618234,[271 216] ; [52 77],[255.35876623 231.64123377] ; [67.64123377 61.35876623],0
a5,1,0.002118,9.444441,[392 107] ; [86 45],[378.60634921 120.39365079] ; [99.39365079 31.60634921],0
b1,1,0.002375,9.234383,[186 313] ; [68 63],[201.18412698 297.81587302] ; [52.81587302 78.18412698],0
s3,1,0.003097,8.749663,[287 205] ; [55 71],[272.27184466 219.72815534] ; [69.72815534 56.27184466],0
d5,1,0.003577,8.486821,[419  79] ; [95 35],[407.59872611  90.40127389] ; [106.40127389  23.59872611],0
a1,1,0.005162,7.821732,[ 17 482] ; [ 12 119],[ 22.96984127 476.03015873] ; [  6.03015873 124.96984127],0
u4,1,0.00539,7.743652,[  5 494] ; [  6 125],[  8.71269841 490.28730159] ; [  2.28730159 128.71269841],0
d3,1,0.007964,7.041656,[349 150] ; [75 55],[336.36883943 162.63116057] ; [87.63116057 42.36883943],0
p6,1,0.00872,6.879331,[186 308] ; [32 95],[173.41706924 320.58293076] ; [44.58293076 82.41706924],0
a3,1,0.022201,5.229978,[370 127] ; [83 46],[359.65015974 137.34984026] ; [93.34984026 35.65015974],0
a6,1,0.033799,4.50483,[351 147] ; [79 51],[340.98726115 157.01273885] ; [89.01273885 40.98726115],0
n3,1,0.065925,3.381679,[66 16] ; [31 16],[61.65891473 20.34108527] ; [35.34108527 11.65891473],0
p12,1,0.072894,3.216624,[ 37 460] ; [  4 126],[ 32.49920255 464.50079745] ; [  8.50079745 121.49920255],0
u3,1,0.077143,3.124094,[73 56] ; [20 28],[67.77966102 61.22033898] ; [25.22033898 22.77966102],0
a7,1,0.086918,2.930551,[360 138] ; [84 46],[352.08917197 145.91082803] ; [91.91082803 38.08917197],0
u2,1,0.094306,2.799294,[74 54] ; [20 26],[69.14942529 58.85057471] ; [24.85057471 21.14942529],0
v3,1,0.119641,2.422015,[200 285] ; [42 83],[192.40983607 292.59016393] ; [49.59016393 75.40983607],0
n1,1,0.279309,1.17045,[33 49] ; [24 24],[35.95384615 46.04615385] ; [21.04615385 26.95384615],0
n2,1,0.384102,0.757532,[63 19] ; [35 15],[60.87878788 21.12121212] ; [37.12121212 12.87878788],0
b4,1,0.438324,0.600666,[286 213] ; [80 51],[289.8952381 209.1047619] ; [76.1047619 54.8952381],0
a2,1,0.487748,0.481491,[133 366] ; [ 31 100],[129.8984127 369.1015873] ; [34.1015873 96.8984127],0
d2,1,0.518062,0.417751,[252 245] ; [69 59],[255.2592 241.7408] ; [65.7408 62.2592],0
s1,1,0.638606,0.22057,[ 15 476] ; [  5 124],[ 15.83870968 475.16129032] ; [  4.16129032 124.83870968],0
b5,1,0.664926,0.187595,[302 197] ; [82 49],[304.15238095 194.84761905] ; [79.84761905 51.15238095],0
s4,1,0.669158,0.182588,[ 77 417] ; [ 18 110],[ 75.45016077 418.54983923] ; [ 19.54983923 108.45016077],0
u1,1,0.696263,0.152389,[ 99 400] ; [ 24 107],[ 97.42380952 401.57619048] ; [ 25.57619048 105.42380952],0
a4,1,0.742736,0.107736,[239 259] ; [64 65],[240.66028708 257.33971292] ; [62.33971292 66.66028708],0
b2,1,0.74485,0.10591,[116 193] ; [31 56],[114.70454545 194.29545455] ; [32.29545455 54.70454545],0
b3,1,0.74485,0.10591,[116 193] ; [31 56],[114.70454545 194.29545455] ; [32.29545455 54.70454545],0
p1,1,0.861866,0.030276,[ 33 465] ; [  8 121],[ 32.5645933 465.4354067] ; [  8.4354067 120.5645933],0
a8,1,0.920178,0.010042,[ 72 382] ; [19 98],[ 72.35376532 381.64623468] ; [18.64623468 98.35376532],0
