Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.020296,5.386273,[24  8] ; [5 8],[20.62222222 11.37777778] ; [8.37777778 4.62222222],0
u2,1,0.028887,4.774306,[ 5 11] ; [5 1],[7.27272727 8.72727273] ; [2.72727273 3.27272727],0
a6,1,0.081872,3.02735,[19 13] ; [4 9],[16.35555556 15.64444444] ; [6.64444444 6.35555556],0
a5,1,0.081872,3.02735,[19 13] ; [4 9],[16.35555556 15.64444444] ; [6.64444444 6.35555556],0
d3,1,0.094495,2.796077,[11 21] ; [8 5],[13.51111111 18.48888889] ; [5.48888889 7.51111111],0
p3,1,0.094894,2.78932,[ 5 27] ; [5 8],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
p2,1,0.141326,2.163462,[12 20] ; [8 5],[14.22222222 17.77777778] ; [5.77777778 7.22222222],0
v3,1,0.146259,2.110837,[ 4 28] ; [4 9],[ 5.68888889 26.31111111] ; [ 2.31111111 10.68888889],0
v1,1,0.16474,1.930167,[ 8 24] ; [6 7],[ 9.95555556 22.04444444] ; [4.04444444 8.95555556],0
p8,1,0.181746,1.783292,[ 6 25] ; [5 8],[ 7.75 23.25] ; [3.25 9.75],0
d2,1,0.205201,1.604963,[16 15] ; [4 9],[14.09090909 16.90909091] ; [5.90909091 7.09090909],0
p6,1,0.242713,1.364764,[ 7 24] ; [ 1 12],[ 5.63636364 25.36363636] ; [ 2.36363636 10.63636364],0
u3,1,0.262193,1.257143,[ 4 12] ; [3 3],[ 5.09090909 10.90909091] ; [1.90909091 4.09090909],0
n6,1,0.281735,1.158699,[15 16] ; [4 9],[13.38636364 17.61363636] ; [5.61363636 7.38636364],0
a4,1,0.318236,0.996184,[12 19] ; [ 3 10],[10.56818182 20.43181818] ; [4.43181818 8.56818182],0
d4,1,0.372449,0.795478,[15 17] ; [8 5],[16.35555556 15.64444444] ; [6.64444444 6.35555556],0
p10,1,0.381996,0.764268,[10 21] ; [6 7],[11.27272727 19.72727273] ; [4.72727273 8.27272727],0
s3,1,0.404516,0.694862,[10 22] ; [2 9],[ 8.93023256 23.06976744] ; [3.06976744 7.93023256],0
n3,1,0.435488,0.608144,[7 8] ; [1 3],[6.31578947 8.68421053] ; [1.68421053 2.31578947],0
p9,1,0.452995,0.563148,[12 17] ; [7 6],[13.11904762 15.88095238] ; [5.88095238 7.11904762],0
s4,1,0.481924,0.494505,[ 8 24] ; [ 2 11],[ 7.11111111 24.88888889] ; [ 2.88888889 10.11111111],0
s6,1,0.529183,0.39596,[ 7 25] ; [4 9],[ 7.82222222 24.17777778] ; [3.17777778 9.82222222],0
d5,1,0.53835,0.378606,[18 14] ; [6 7],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
s8,1,0.560962,0.338041,[ 3 29] ; [ 2 11],[ 3.55555556 28.44444444] ; [ 1.44444444 11.55555556],0
d1,1,0.583509,0.300596,[10 22] ; [ 3 10],[ 9.24444444 22.75555556] ; [3.75555556 9.24444444],0
a7,1,0.591208,0.288462,[12 20] ; [6 7],[12.8 19.2] ; [5.2 7.8],0
b1,1,0.606689,0.265024,[17 15] ; [8 5],[17.77777778 14.22222222] ; [7.22222222 5.77777778],0
p7,1,0.654301,0.200521,[11 21] ; [5 7],[11.63636364 20.36363636] ; [4.36363636 7.63636364],0
b5,1,0.671554,0.17979,[15 17] ; [7 6],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
r2,1,0.706749,0.141546,[20 11] ; [7 5],[19.46511628 11.53488372] ; [7.53488372 4.46511628],0
b2,1,0.739332,0.110714,[12 12] ; [3 4],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
b3,1,0.739332,0.110714,[12 12] ; [3 4],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
s5,1,0.755399,0.09705,[ 6 25] ; [ 2 11],[ 5.63636364 25.36363636] ; [ 2.36363636 10.63636364],0
v2,1,0.755399,0.09705,[ 6 25] ; [ 2 11],[ 5.63636364 25.36363636] ; [ 2.36363636 10.63636364],0
p11,1,0.795198,0.067375,[11 21] ; [5 8],[11.37777778 20.62222222] ; [4.62222222 8.37777778],0
p1,1,0.796401,0.066568,[ 4 28] ; [ 2 11],[ 4.26666667 27.73333333] ; [ 1.73333333 11.26666667],0
a3,1,0.815032,0.054728,[16 16] ; [7 6],[16.35555556 15.64444444] ; [6.64444444 6.35555556],0
b4,1,0.815032,0.054728,[16 16] ; [6 7],[15.64444444 16.35555556] ; [6.35555556 6.64444444],0
p4,1,0.816099,0.054087,[11 21] ; [4 9],[10.66666667 21.33333333] ; [4.33333333 8.66666667],0
s7,1,0.819814,0.051885,[ 6 24] ; [ 3 10],[ 6.27906977 23.72093023] ; [ 2.72093023 10.27906977],0
s1,1,0.857327,0.03232,[ 3 29] ; [ 1 12],[ 2.84444444 29.15555556] ; [ 1.15555556 11.84444444],0
a2,1,0.857327,0.03232,[ 3 29] ; [ 1 12],[ 2.84444444 29.15555556] ; [ 1.15555556 11.84444444],0
s2,1,0.891778,0.018511,[ 8 24] ; [ 3 10],[ 7.82222222 24.17777778] ; [3.17777778 9.82222222],0
v4,1,0.964944,0.001932,[17 15] ; [7 6],[17.06666667 14.93333333] ; [6.93333333 6.06666667],0
