Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,9e-06,19.702925,[38 16] ; [ 91 153],[23.37583893 30.62416107] ; [105.62416107 138.37583893],1
p1,1,0.133499,2.251342,[12 49] ; [ 31 221],[ 8.38019169 52.61980831] ; [ 34.61980831 217.38019169],0
a1,1,0.17662,1.825836,[ 2 59] ; [ 21 232],[ 4.46815287 56.53184713] ; [ 18.53184713 234.46815287],0
d4,1,0.180534,1.793221,[55  6] ; [209  42],[51.61538462  9.38461538] ; [212.38461538  38.61538462],0
p8,1,0.200731,1.637045,[46 15] ; [168  83],[41.83974359 19.16025641] ; [172.16025641  78.83974359],0
b4,1,0.217891,1.518207,[40 21] ; [144 109],[35.74522293 25.25477707] ; [148.25477707 104.74522293],0
b2,1,0.247064,1.33983,[13 22] ; [79 86],[16.1 18.9] ; [75.9 89.1],0
b3,1,0.247064,1.33983,[13 22] ; [79 86],[16.1 18.9] ; [75.9 89.1],0
a7,1,0.265789,1.23835,[40 20] ; [186  66],[43.46153846 16.53846154] ; [182.53846154  69.46153846],0
d2,1,0.271987,1.206701,[36 25] ; [129 123],[32.15654952 28.84345048] ; [132.84345048 119.15654952],0
n3,1,0.282954,1.152845,[7 5] ; [37 13],[8.51612903 3.48387097] ; [35.48387097 14.51612903],0
p7,1,0.328664,0.954153,[54  7] ; [207  41],[51.52427184  9.47572816] ; [209.47572816  38.52427184],0
u1,1,0.333995,0.933348,[16 45] ; [ 52 201],[13.21019108 47.78980892] ; [ 54.78980892 198.21019108],0
s8,1,0.356293,0.850917,[38 23] ; [140 111],[34.80128205 26.19871795] ; [143.19871795 107.80128205],0
p2,1,0.369042,0.806888,[52  9] ; [226  27],[54.00636943  6.99363057] ; [223.99363057  29.00636943],0
p10,1,0.376376,0.782505,[54  7] ; [210  40],[51.78135048  9.21864952] ; [212.21864952  37.78135048],0
a4,1,0.425488,0.635109,[33 28] ; [122 130],[30.20766773 30.79233227] ; [124.79233227 127.20766773],0
u4,1,0.443817,0.586393,[ 1 60] ; [  9 244],[ 1.94267516 59.05732484] ; [  8.05732484 244.94267516],0
a3,1,0.445131,0.583021,[42 19] ; [185  66],[44.38141026 16.61858974] ; [182.61858974  68.38141026],0
s1,1,0.514845,0.424208,[ 3 58] ; [  8 242],[ 2.15755627 58.84244373] ; [  8.84244373 241.15755627],0
n1,1,0.528416,0.397436,[6 6] ; [20 30],[5.03225806 6.96774194] ; [20.96774194 29.03225806],0
u2,1,0.548805,0.359463,[10  9] ; [41 27],[11.13793103  7.86206897] ; [39.86206897 28.13793103],0
p9,1,0.618815,0.247536,[56  5] ; [226  26],[54.95846645  6.04153355] ; [227.04153355  24.95846645],0
v4,1,0.618893,0.247427,[59  2] ; [241  12],[58.28025478  2.71974522] ; [241.71974522  11.28025478],0
p11,1,0.625836,0.237749,[48 13] ; [206  47],[49.34394904 11.65605096] ; [204.65605096  48.34394904],0
r2,1,0.631798,0.229631,[58  3] ; [241   9],[58.64630225  2.35369775] ; [240.35369775   9.64630225],0
p5,1,0.64129,0.217059,[10 51] ; [ 48 205],[11.26751592 49.73248408] ; [ 46.73248408 206.26751592],0
n2,1,0.665183,0.187289,[9 3] ; [35 16],[8.38095238 3.61904762] ; [35.61904762 15.38095238],0
b5,1,0.667178,0.184921,[38 23] ; [150 103],[36.52229299 24.47770701] ; [151.47770701 101.52229299],0
a2,1,0.680192,0.16991,[17 44] ; [ 64 189],[15.73566879 45.26433121] ; [ 65.26433121 187.73566879],0
d5,1,0.763691,0.090383,[50 10] ; [205  46],[49.19614148 10.80385852] ; [205.80385852  45.19614148],0
a6,1,0.782069,0.07652,[41 20] ; [164  87],[40.08012821 20.91987179] ; [164.91987179  86.08012821],0
u3,1,0.785633,0.073976,[12  7] ; [40 27],[11.48837209  7.51162791] ; [40.51162791 26.48837209],0
r1,1,0.866095,0.028433,[50 11] ; [205  48],[49.53821656 11.46178344] ; [205.46178344  47.53821656],0
b1,1,0.873372,0.025401,[26 35] ; [105 148],[25.44904459 35.55095541] ; [105.55095541 147.44904459],0
p12,1,0.938911,0.005874,[ 8 53] ; [ 32 219],[ 7.82051282 53.17948718] ; [ 32.17948718 218.82051282],0
r4,1,0.946609,0.004484,[57  4] ; [237  16],[57.11464968  3.88535032] ; [236.88535032  16.11464968],0
a5,1,0.959753,0.002547,[46 15] ; [190  63],[45.84713376 15.15286624] ; [190.15286624  62.84713376],0
