Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,64.467901,[23 83] ; [59 12],[49.10734463 56.89265537] ; [32.89265537 38.10734463],1
s2,1,7e-06,20.082736,[35 78] ; [47 26],[49.8172043 63.1827957] ; [32.1827957 40.8172043],1
s3,1,9e-06,19.654283,[42 69] ; [52 21],[56.70652174 54.29347826] ; [37.29347826 35.70652174],1
s6,1,6e-05,16.105665,[58 51] ; [60 13],[70.67032967 38.32967033] ; [47.32967033 25.67032967],1
v1,1,0.002151,9.415667,[57 54] ; [54 19],[66.96195652 44.03804348] ; [44.03804348 28.96195652],0
s5,1,0.00448,8.078274,[27 85] ; [31 39],[35.69230769 76.30769231] ; [22.30769231 47.69230769],0
a8,1,0.011551,6.378579,[ 8 98] ; [14 54],[13.40229885 92.59770115] ; [ 8.59770115 59.40229885],0
p7,1,0.016141,5.787419,[66 44] ; [57 17],[73.5326087 36.4673913] ; [49.4673913 24.5326087],0
d3,1,0.018214,5.575454,[58 55] ; [25 49],[50.15508021 62.84491979] ; [32.84491979 41.15508021],0
u1,1,0.019574,5.44946,[  3 111] ; [ 8 66],[  6.67021277 107.32978723] ; [ 4.32978723 69.67021277],0
a3,1,0.02131,5.301239,[62 51] ; [53 21],[69.49197861 43.50802139] ; [45.50802139 28.49197861],0
p6,1,0.024861,5.033527,[35 76] ; [35 38],[42.22826087 68.77173913] ; [27.77173913 45.22826087],0
u3,1,0.035237,4.433651,[23 29] ; [15  6],[27.06849315 24.93150685] ; [10.93150685 10.06849315],0
d2,1,0.043827,4.063225,[  9 105] ; [13 61],[ 13.34042553 100.65957447] ; [ 8.65957447 65.34042553],0
p5,1,0.048808,3.881958,[  9 103] ; [13 61],[13.24731183 98.75268817] ; [ 8.75268817 65.24731183],0
s1,1,0.06418,3.425926,[  1 110] ; [ 4 70],[  3. 108.] ; [ 2. 72.],0
b2,1,0.105167,2.625387,[15 38] ; [23 30],[19. 34.] ; [19. 34.],0
b3,1,0.105167,2.625387,[15 38] ; [23 30],[19. 34.] ; [19. 34.],0
p10,1,0.121703,2.395263,[83 27] ; [62 11],[87.15846995 22.84153005] ; [57.84153005 15.15846995],0
p2,1,0.125976,2.341399,[85 27] ; [63 11],[89.11827957 22.88172043] ; [58.88172043 15.11827957],0
n4,1,0.126558,2.33422,[77 36] ; [58 16],[81.57754011 31.42245989] ; [53.42245989 20.57754011],0
v3,1,0.135499,2.228343,[50 63] ; [41 33],[54.98930481 58.01069519] ; [36.01069519 37.98930481],0
n5,1,0.140542,2.172019,[77 33] ; [59 15],[81.30434783 28.69565217] ; [54.69565217 19.30434783],0
p8,1,0.186557,1.744603,[52 59] ; [42 32],[56.4 54.6] ; [37.6 36.4],0
u2,1,0.221182,1.496689,[23 27] ; [13  8],[25.35211268 24.64788732] ; [10.64788732 10.35211268],0
r3,1,0.23956,1.383181,[107   5] ; [73  1],[108.38709677   3.61290323] ; [71.61290323  2.38709677],0
n1,1,0.25577,1.291509,[ 7 21] ; [ 7 10],[ 8.71111111 19.28888889] ; [ 5.28888889 11.71111111],0
a2,1,0.288088,1.128534,[  5 109] ; [ 6 68],[  6.67021277 107.32978723] ; [ 4.32978723 69.67021277],0
p9,1,0.300295,1.072886,[87 23] ; [63 11],[89.67391304 20.32608696] ; [60.32608696 13.67391304],0
n6,1,0.313716,1.014966,[88 23] ; [63 11],[90.6 20.4] ; [60.4 13.6],0
a7,1,0.327841,0.957406,[79 34] ; [46 27],[75.94086022 37.05913978] ; [49.05913978 23.94086022],0
r4,1,0.349588,0.874952,[98 16] ; [67  7],[100.05319149  13.94680851] ; [64.94680851  9.05319149],0
r2,1,0.399677,0.709297,[102  10] ; [68  4],[103.47826087   8.52173913] ; [66.52173913  5.47826087],0
a5,1,0.443773,0.586507,[67 46] ; [48 26],[69.49197861 43.50802139] ; [45.50802139 28.49197861],0
b5,1,0.461063,0.543312,[60 54] ; [43 31],[62.45744681 51.54255319] ; [40.54255319 33.45744681],0
r1,1,0.466829,0.529471,[89 25] ; [61 13],[90.95744681 23.04255319] ; [59.04255319 14.95744681],0
s4,1,0.473562,0.513652,[18 95] ; [ 9 65],[16.31550802 96.68449198] ; [10.68449198 63.31550802],0
a4,1,0.480775,0.497105,[24 89] ; [19 55],[25.98395722 87.01604278] ; [17.01604278 56.98395722],0
p4,1,0.50854,0.43707,[56 55] ; [41 33],[58.2 52.8] ; [38.8 35.2],0
