Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.008777,6.867655,[1 7] ; [17  9],[4.23529412 3.76470588] ; [13.76470588 12.23529412],0
r3,1,0.011507,6.385216,[5 3] ; [24  1],[7.03030303 0.96969697] ; [21.96969697  3.03030303],0
s4,1,0.022118,5.236484,[4 4] ; [ 3 22],[1.6969697 6.3030303] ; [ 5.3030303 19.6969697],0
d3,1,0.026224,4.941209,[2 6] ; [18  8],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
n4,1,0.06557,3.390589,[3 5] ; [19  7],[5.17647059 2.82352941] ; [16.82352941  9.17647059],0
r4,1,0.084522,2.975726,[4 4] ; [21  5],[5.88235294 2.11764706] ; [19.11764706  6.88235294],0
a7,1,0.126752,2.331838,[2 6] ; [14 11],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
v2,1,0.126752,2.331838,[2 6] ; [14 11],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
b1,1,0.1611,1.963874,[3 5] ; [17  9],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
n5,1,0.1611,1.963874,[3 5] ; [17  9],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
a6,1,0.1611,1.963874,[3 5] ; [17  9],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
s8,1,0.169879,1.884007,[1 7] ; [10 16],[2.58823529 5.41176471] ; [ 8.41176471 17.58823529],0
d5,1,0.176118,1.830077,[5 3] ; [22  4],[6.35294118 1.64705882] ; [20.64705882  5.35294118],0
s1,1,0.183954,1.765385,[2 6] ; [ 2 24],[0.94117647 7.05882353] ; [ 3.05882353 22.94117647],0
d4,1,0.195418,1.676291,[5 3] ; [21  4],[6.3030303 1.6969697] ; [19.6969697  5.3030303],0
p6,1,0.195418,1.676291,[3 5] ; [ 4 21],[1.6969697 6.3030303] ; [ 5.3030303 19.6969697],0
p11,1,0.213006,1.550877,[6 2] ; [13 13],[4.47058824 3.52941176] ; [14.52941176 11.47058824],0
a3,1,0.222434,1.488598,[4 4] ; [19  7],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
s2,1,0.231133,1.433873,[5 3] ; [10 16],[3.52941176 4.47058824] ; [11.47058824 14.52941176],0
p7,1,0.265953,1.2375,[5 3] ; [10 15],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
v1,1,0.287728,1.13022,[2 6] ; [12 14],[3.29411765 4.70588235] ; [10.70588235 15.29411765],0
p3,1,0.319577,0.990676,[4 4] ; [ 8 18],[2.82352941 5.17647059] ; [ 9.17647059 16.82352941],0
a1,1,0.362989,0.827524,[1 7] ; [ 1 25],[0.47058824 7.52941176] ; [ 1.52941176 24.47058824],0
b5,1,0.418741,0.653846,[3 5] ; [14 12],[4. 4.] ; [13. 13.],0
a5,1,0.433612,0.61313,[4 4] ; [17  9],[4.94117647 3.05882353] ; [16.05882353  9.94117647],0
p10,1,0.442695,0.589286,[2 6] ; [10 15],[2.90909091 5.09090909] ; [ 9.09090909 15.90909091],0
b3,1,0.463238,0.538059,[2 5] ; [ 3 16],[1.34615385 5.65384615] ; [ 3.65384615 15.34615385],0
b2,1,0.463238,0.538059,[2 5] ; [ 3 16],[1.34615385 5.65384615] ; [ 3.65384615 15.34615385],0
n3,1,0.480478,0.497778,[2 2] ; [7 3],[2.57142857 1.42857143] ; [6.42857143 3.57142857],0
s7,1,0.484123,0.48956,[4 3] ; [11 15],[3.18181818 3.81818182] ; [11.81818182 14.18181818],0
a2,1,0.517636,0.4186,[1 7] ; [ 6 20],[1.64705882 6.35294118] ; [ 5.35294118 20.64705882],0
u1,1,0.517636,0.4186,[1 7] ; [ 6 20],[1.64705882 6.35294118] ; [ 5.35294118 20.64705882],0
u3,1,0.55368,0.350765,[1 3] ; [3 4],[1.45454545 2.54545455] ; [2.54545455 4.45454545],0
n1,1,0.568618,0.325,[2 2] ; [6 3],[2.46153846 1.53846154] ; [5.53846154 3.46153846],0
d2,1,0.610823,0.258978,[5 3] ; [18  7],[5.57575758 2.42424242] ; [17.42424242  7.57575758],0
b4,1,0.611196,0.258437,[6 2] ; [17  9],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
s3,1,0.701585,0.146829,[4 4] ; [15 11],[4.47058824 3.52941176] ; [14.52941176 11.47058824],0
s6,1,0.721948,0.126634,[5 3] ; [18  8],[5.41176471 2.58823529] ; [17.58823529  8.41176471],0
p8,1,0.75415,0.098077,[2 6] ; [ 8 18],[2.35294118 5.64705882] ; [ 7.64705882 18.35294118],0
p2,1,0.809076,0.058379,[5 3] ; [15 11],[4.70588235 3.29411765] ; [15.29411765 10.70588235],0
v4,1,0.840344,0.040584,[7 1] ; [22  4],[6.82352941 1.17647059] ; [22.17647059  3.82352941],0
n6,1,0.914143,0.011624,[6 2] ; [19  7],[5.88235294 2.11764706] ; [19.11764706  6.88235294],0
p4,1,0.921521,0.009706,[4 4] ; [12 13],[3.87878788 4.12121212] ; [12.12121212 12.87878788],0
p1,1,0.941157,0.005449,[1 7] ; [ 3 23],[0.94117647 7.05882353] ; [ 3.05882353 22.94117647],0
a8,1,0.968494,0.00156,[1 7] ; [ 3 20],[1.03225806 6.96774194] ; [ 2.96774194 20.03225806],0
a4,1,1.0,0.0,[4 4] ; [13 13],[4. 4.] ; [13. 13.],0
u2,1,1.0,0.0,[2 2] ; [3 3],[2. 2.] ; [3. 3.],0
